job_id,suite,slot,task,task_idx,state_id,perturbation_seed,effective_env_seed,method,objective,condition,arm_lock,timing,trigger_override,teacher_anchor_valid,anchor,epsilon,pgd_steps,K,target_token,output_dir,scientific_key,bridge_sha256,video,gate_dependency
17,libero_object,orange,orange_juice,9,2,123,0,RAND,random_linf_control,RAND_T10,False,student,-1,False,0,0.023529411764705882,20,10,31744,/mnt/sdc/dty_user/openvla_attack/evidence/phase7_object/breadth_120/rand/orange_juice_s2_s123,82cb93e8567e39bc25fbd224,64c83e95bf621496640c7059065c11e05b9b306f9d63c9791d3943c322327dd2,True,OBJECT_BREADTH_ATTACK_PASS
18,libero_object,orange,orange_juice,9,2,456,0,RAND,random_linf_control,RAND_T10,False,student,-1,False,0,0.023529411764705882,20,10,31744,/mnt/sdc/dty_user/openvla_attack/evidence/phase7_object/breadth_120/rand/orange_juice_s2_s456,ea6baeb07a77bc3c89e55ca9,64c83e95bf621496640c7059065c11e05b9b306f9d63c9791d3943c322327dd2,True,OBJECT_BREADTH_ATTACK_PASS
19,libero_object,tomato,tomato_sauce,5,1,42,0,RAND,random_linf_control,RAND_T10,False,student,-1,False,0,0.023529411764705882,20,10,31744,/mnt/sdc/dty_user/openvla_attack/evidence/phase7_object/breadth_120/rand/tomato_sauce_s1_s42,5be8de6ca6d99bc376508b09,64c83e95bf621496640c7059065c11e05b9b306f9d63c9791d3943c322327dd2,True,OBJECT_BREADTH_ATTACK_PASS
20,libero_object,tomato,tomato_sauce,5,1,123,0,RAND,random_linf_control,RAND_T10,False,student,-1,False,0,0.023529411764705882,20,10,31744,/mnt/sdc/dty_user/openvla_attack/evidence/phase7_object/breadth_120/rand/tomato_sauce_s1_s123,3f08a36e62caaeb7e5d8c82d,64c83e95bf621496640c7059065c11e05b9b306f9d63c9791d3943c322327dd2,True,OBJECT_BREADTH_ATTACK_PASS
21,libero_object,tomato,tomato_sauce,5,1,456,0,RAND,random_linf_control,RAND_T10,False,student,-1,False,0,0.023529411764705882,20,10,31744,/mnt/sdc/dty_user/openvla_attack/evidence/phase7_object/breadth_120/rand/tomato_sauce_s1_s456,141e1d5f030b8ff9e04f6564,64c83e95bf621496640c7059065c11e05b9b306f9d63c9791d3943c322327dd2,True,OBJECT_BREADTH_ATTACK_PASS
22,libero_object,butterB,butter,6,6,42,0,RAND,random_linf_control,RAND_T10,False,student,-1,False,0,0.023529411764705882,20,10,31744,/mnt/sdc/dty_user/openvla_attack/evidence/phase7_object/breadth_120/rand/butter_s6_s42,1841a208c6befda26b2e0858,64c83e95bf621496640c7059065c11e05b9b306f9d63c9791d3943c322327dd2,True,OBJECT_BREADTH_ATTACK_PASS
23,libero_object,butterB,butter,6,6,123,0,RAND,random_linf_control,RAND_T10,False,student,-1,False,0,0.023529411764705882,20,10,31744,/mnt/sdc/dty_user/openvla_attack/evidence/phase7_object/breadth_120/rand/butter_s6_s123,01c4cc39037ffc57da6fcd58,64c83e95bf621496640c7059065c11e05b9b306f9d63c9791d3943c322327dd2,True,OBJECT_BREADTH_ATTACK_PASS
24,libero_object,butterB,butter,6,6,456,0,RAND,random_linf_control,RAND_T10,False,student,-1,False,0,0.023529411764705882,20,10,31744,/mnt/sdc/dty_user/openvla_attack/evidence/phase7_object/breadth_120/rand/butter_s6_s456,40cf12964a8b6d48111ea800,64c83e95bf621496640c7059065c11e05b9b306f9d63c9791d3943c322327dd2,True,OBJECT_BREADTH_ATTACK_PASS
25,libero_object,salad,salad_dressing,2,1,42,0,TMA_nolock,vanilla_tma_gripper_open_ce,TRUE_T10,False,student,-1,False,0,0.023529411764705882,20,10,31744,/mnt/sdc/dty_user/openvla_attack/evidence/phase7_object/breadth_120/tma_nolock/salad_dressing_s1_s42,3e3a21e6f23087a2d865b9ff,64c83e95bf621496640c7059065c11e05b9b306f9d63c9791d3943c322327dd2,True,OBJECT_BREADTH_ATTACK_PASS
26,libero_object,salad,salad_dressing,2,1,123,0,TMA_nolock,vanilla_tma_gripper_open_ce,TRUE_T10,False,student,-1,False,0,0.023529411764705882,20,10,31744,/mnt/sdc/dty_user/openvla_attack/evidence/phase7_object/breadth_120/tma_nolock/salad_dressing_s1_s123,363f99d1e1f51949769ad3ba,64c83e95bf621496640c7059065c11e05b9b306f9d63c9791d3943c322327dd2,True,OBJECT_BREADTH_ATTACK_PASS
27,libero_object,salad,salad_dressing,2,1,456,0,TMA_nolock,vanilla_tma_gripper_open_ce,TRUE_T10,False,student,-1,False,0,0.023529411764705882,20,10,31744,/mnt/sdc/dty_user/openvla_attack/evidence/phase7_object/breadth_120/tma_nolock/salad_dressing_s1_s456,77bc458d859786d88f857ef3,64c83e95bf621496640c7059065c11e05b9b306f9d63c9791d3943c322327dd2,True,OBJECT_BREADTH_ATTACK_PASS
28,libero_object,bbq,bbq_sauce,3,4,42,0,TMA_nolock,vanilla_tma_gripper_open_ce,TRUE_T10,False,student,-1,False,0,0.023529411764705882,20,10,31744,/mnt/sdc/dty_user/openvla_attack/evidence/phase7_object/breadth_120/tma_nolock/bbq_sauce_s4_s42,bc765857693a71ce8fb544d1,64c83e95bf621496640c7059065c11e05b9b306f9d63c9791d3943c322327dd2,True,OBJECT_BREADTH_ATTACK_PASS
29,libero_object,bbq,bbq_sauce,3,4,123,0,TMA_nolock,vanilla_tma_gripper_open_ce,TRUE_T10,False,student,-1,False,0,0.023529411764705882,20,10,31744,/mnt/sdc/dty_user/openvla_attack/evidence/phase7_object/breadth_120/tma_nolock/bbq_sauce_s4_s123,843fe7990535909fc7d0cb0d,64c83e95bf621496640c7059065c11e05b9b306f9d63c9791d3943c322327dd2,True,OBJECT_BREADTH_ATTACK_PASS
30,libero_object,bbq,bbq_sauce,3,4,456,0,TMA_nolock,vanilla_tma_gripper_open_ce,TRUE_T10,False,student,-1,False,0,0.023529411764705882,20,10,31744,/mnt/sdc/dty_user/openvla_attack/evidence/phase7_object/breadth_120/tma_nolock/bbq_sauce_s4_s456,c1a557fd04c9015ed143d8cd,64c83e95bf621496640c7059065c11e05b9b306f9d63c9791d3943c322327dd2,True,OBJECT_BREADTH_ATTACK_PASS
31,libero_object,ketchup,ketchup,4,1,42,0,TMA_nolock,vanilla_tma_gripper_open_ce,TRUE_T10,False,student,-1,False,0,0.023529411764705882,20,10,31744,/mnt/sdc/dty_user/openvla_attack/evidence/phase7_object/breadth_120/tma_nolock/ketchup_s1_s42,03f8feb03a9984c7ba118b36,64c83e95bf621496640c7059065c11e05b9b306f9d63c9791d3943c322327dd2,True,OBJECT_BREADTH_ATTACK_PASS
32,libero_object,ketchup,ketchup,4,1,123,0,TMA_nolock,vanilla_tma_gripper_open_ce,TRUE_T10,False,student,-1,False,0,0.023529411764705882,20,10,31744,/mnt/sdc/dty_user/openvla_attack/evidence/phase7_object/breadth_120/tma_nolock/ketchup_s1_s123,8f6eeb5907dd12889f4afa99,64c83e95bf621496640c7059065c11e05b9b306f9d63c9791d3943c322327dd2,True,OBJECT_BREADTH_ATTACK_PASS
33,libero_object,ketchup,ketchup,4,1,456,0,TMA_nolock,vanilla_tma_gripper_open_ce,TRUE_T10,False,student,-1,False,0,0.023529411764705882,20,10,31744,/mnt/sdc/dty_user/openvla_attack/evidence/phase7_object/breadth_120/tma_nolock/ketchup_s1_s456,0ab4a5eb7e0ba45f70c20811,64c83e95bf621496640c7059065c11e05b9b306f9d63c9791d3943c322327dd2,True,OBJECT_BREADTH_ATTACK_PASS
34,libero_object,milk,milk,7,5,42,0,TMA_nolock,vanilla_tma_gripper_open_ce,TRUE_T10,False,student,-1,False,0,0.023529411764705882,20,10,31744,/mnt/sdc/dty_user/openvla_attack/evidence/phase7_object/breadth_120/tma_nolock/milk_s5_s42,fe95fcaf4dd4e7eb14f786b1,64c83e95bf621496640c7059065c11e05b9b306f9d63c9791d3943c322327dd2,True,OBJECT_BREADTH_ATTACK_PASS
35,libero_object,milk,milk,7,5,123,0,TMA_nolock,vanilla_tma_gripper_open_ce,TRUE_T10,False,student,-1,False,0,0.023529411764705882,20,10,31744,/mnt/sdc/dty_user/openvla_attack/evidence/phase7_object/breadth_120/tma_nolock/milk_s5_s123,079e7898505dae6351117165,64c83e95bf621496640c7059065c11e05b9b306f9d63c9791d3943c322327dd2,True,OBJECT_BREADTH_ATTACK_PASS
36,libero_object,milk,milk,7,5,456,0,TMA_nolock,vanilla_tma_gripper_open_ce,TRUE_T10,False,student,-1,False,0,0.023529411764705882,20,10,31744,/mnt/sdc/dty_user/openvla_attack/evidence/phase7_object/breadth_120/tma_nolock/milk_s5_s456,20b81a2d6245f384a284e9e9,64c83e95bf621496640c7059065c11e05b9b306f9d63c9791d3943c322327dd2,True,OBJECT_BREADTH_ATTACK_PASS
37,libero_object,butterA,butter,6,5,42,0,TMA_nolock,vanilla_tma_gripper_open_ce,TRUE_T10,False,student,-1,False,0,0.023529411764705882,20,10,31744,/mnt/sdc/dty_user/openvla_attack/evidence/phase7_object/breadth_120/tma_nolock/butter_s5_s42,16285dd00e5c0860ba8dacf7,64c83e95bf621496640c7059065c11e05b9b306f9d63c9791d3943c322327dd2,True,OBJECT_BREADTH_ATTACK_PASS
38,libero_object,butterA,butter,6,5,123,0,TMA_nolock,vanilla_tma_gripper_open_ce,TRUE_T10,False,student,-1,False,0,0.023529411764705882,20,10,31744,/mnt/sdc/dty_user/openvla_attack/evidence/phase7_object/breadth_120/tma_nolock/butter_s5_s123,3543c4a62b79edfe138d2678,64c83e95bf621496640c7059065c11e05b9b306f9d63c9791d3943c322327dd2,True,OBJECT_BREADTH_ATTACK_PASS
39,libero_object,butterA,butter,6,5,456,0,TMA_nolock,vanilla_tma_gripper_open_ce,TRUE_T10,False,student,-1,False,0,0.023529411764705882,20,10,31744,/mnt/sdc/dty_user/openvla_attack/evidence/phase7_object/breadth_120/tma_nolock/butter_s5_s456,4c1bb73ac85c85290a987b23,64c83e95bf621496640c7059065c11e05b9b306f9d63c9791d3943c322327dd2,True,OBJECT_BREADTH_ATTACK_PASS
40,libero_object,orange,orange_juice,9,2,42,0,TMA_nolock,vanilla_tma_gripper_open_ce,TRUE_T10,False,student,-1,False,0,0.023529411764705882,20,10,31744,/mnt/sdc/dty_user/openvla_attack/evidence/phase7_object/breadth_120/tma_nolock/orange_juice_s2_s42,81d60e1877abfdd7e7aa7c9b,64c83e95bf621496640c7059065c11e05b9b306f9d63c9791d3943c322327dd2,True,OBJECT_BREADTH_ATTACK_PASS
41,libero_object,orange,orange_juice,9,2,123,0,TMA_nolock,vanilla_tma_gripper_open_ce,TRUE_T10,False,student,-1,False,0,0.023529411764705882,20,10,31744,/mnt/sdc/dty_user/openvla_attack/evidence/phase7_object/breadth_120/tma_nolock/orange_juice_s2_s123,9d4cce3bd1d0197d14feca19,64c83e95bf621496640c7059065c11e05b9b306f9d63c9791d3943c322327dd2,True,OBJECT_BREADTH_ATTACK_PASS
42,libero_object,orange,orange_juice,9,2,456,0,TMA_nolock,vanilla_tma_gripper_open_ce,TRUE_T10,False,student,-1,False,0,0.023529411764705882,20,10,31744,/mnt/sdc/dty_user/openvla_attack/evidence/phase7_object/breadth_120/tma_nolock/orange_juice_s2_s456,95400612eacde2e0e5308709,64c83e95bf621496640c7059065c11e05b9b306f9d63c9791d3943c322327dd2,True,OBJECT_BREADTH_ATTACK_PASS
43,libero_object,tomato,tomato_sauce,5,1,42,0,TMA_nolock,vanilla_tma_gripper_open_ce,TRUE_T10,False,student,-1,False,0,0.023529411764705882,20,10,31744,/mnt/sdc/dty_user/openvla_attack/evidence/phase7_object/breadth_120/tma_nolock/tomato_sauce_s1_s42,25535105d1fe97914cf9c88c,64c83e95bf621496640c7059065c11e05b9b306f9d63c9791d3943c322327dd2,True,OBJECT_BREADTH_ATTACK_PASS
44,libero_object,tomato,tomato_sauce,5,1,123,0,TMA_nolock,vanilla_tma_gripper_open_ce,TRUE_T10,False,student,-1,False,0,0.023529411764705882,20,10,31744,/mnt/sdc/dty_user/openvla_attack/evidence/phase7_object/breadth_120/tma_nolock/tomato_sauce_s1_s123,2028ae30206ad715e9c8edca,64c83e95bf621496640c7059065c11e05b9b306f9d63c9791d3943c322327dd2,True,OBJECT_BREADTH_ATTACK_PASS
45,libero_object,tomato,tomato_sauce,5,1,456,0,TMA_nolock,vanilla_tma_gripper_open_ce,TRUE_T10,False,student,-1,False,0,0.023529411764705882,20,10,31744,/mnt/sdc/dty_user/openvla_attack/evidence/phase7_object/breadth_120/tma_nolock/tomato_sauce_s1_s456,847623b82ac328da0e0ddefd,64c83e95bf621496640c7059065c11e05b9b306f9d63c9791d3943c322327dd2,True,OBJECT_BREADTH_ATTACK_PASS
46,libero_object,butterB,butter,6,6,42,0,TMA_nolock,vanilla_tma_gripper_open_ce,TRUE_T10,False,student,-1,False,0,0.023529411764705882,20,10,31744,/mnt/sdc/dty_user/openvla_attack/evidence/phase7_object/breadth_120/tma_nolock/butter_s6_s42,f7df3bf348e1a13e9b2dd2f4,64c83e95bf621496640c7059065c11e05b9b306f9d63c9791d3943c322327dd2,True,OBJECT_BREADTH_ATTACK_PASS
47,libero_object,butterB,butter,6,6,123,0,TMA_nolock,vanilla_tma_gripper_open_ce,TRUE_T10,False,student,-1,False,0,0.023529411764705882,20,10,31744,/mnt/sdc/dty_user/openvla_attack/evidence/phase7_object/breadth_120/tma_nolock/butter_s6_s123,1eefbfca464faa29c454d764,64c83e95bf621496640c7059065c11e05b9b306f9d63c9791d3943c322327dd2,True,OBJECT_BREADTH_ATTACK_PASS
48,libero_object,butterB,butter,6,6,456,0,TMA_nolock,vanilla_tma_gripper_open_ce,TRUE_T10,False,student,-1,False,0,0.023529411764705882,20,10,31744,/mnt/sdc/dty_user/openvla_attack/evidence/phase7_object/breadth_120/tma_nolock/butter_s6_s456,6206e14f14cf40ce77c83fc5,64c83e95bf621496640c7059065c11e05b9b306f9d63c9791d3943c322327dd2,True,OBJECT_BREADTH_ATTACK_PASS
49,libero_object,salad,salad_dressing,2,1,42,0,TMA_armlock,vanilla_tma_gripper_open_ce,TRUE_T10,True,student,-1,False,0,0.023529411764705882,20,10,31744,/mnt/sdc/dty_user/openvla_attack/evidence/phase7_object/breadth_120/tma_armlock/salad_dressing_s1_s42,ba2904605b310696215fb601,64c83e95bf621496640c7059065c11e05b9b306f9d63c9791d3943c322327dd2,True,OBJECT_BREADTH_ATTACK_PASS
50,libero_object,salad,salad_dressing,2,1,123,0,TMA_armlock,vanilla_tma_gripper_open_ce,TRUE_T10,True,student,-1,False,0,0.023529411764705882,20,10,31744,/mnt/sdc/dty_user/openvla_attack/evidence/phase7_object/breadth_120/tma_armlock/salad_dressing_s1_s123,8e7ef54b3dcec968fa9a8f53,64c83e95bf621496640c7059065c11e05b9b306f9d63c9791d3943c322327dd2,True,OBJECT_BREADTH_ATTACK_PASS
51,libero_object,salad,salad_dressing,2,1,456,0,TMA_armlock,vanilla_tma_gripper_open_ce,TRUE_T10,True,student,-1,False,0,0.023529411764705882,20,10,31744,/mnt/sdc/dty_user/openvla_attack/evidence/phase7_object/breadth_120/tma_armlock/salad_dressing_s1_s456,e58a08a2b27cb05f467fde83,64c83e95bf621496640c7059065c11e05b9b306f9d63c9791d3943c322327dd2,True,OBJECT_BREADTH_ATTACK_PASS
52,libero_object,bbq,bbq_sauce,3,4,42,0,TMA_armlock,vanilla_tma_gripper_open_ce,TRUE_T10,True,student,-1,False,0,0.023529411764705882,20,10,31744,/mnt/sdc/dty_user/openvla_attack/evidence/phase7_object/breadth_120/tma_armlock/bbq_sauce_s4_s42,9e67dfb42f9ebff11d1403a5,64c83e95bf621496640c7059065c11e05b9b306f9d63c9791d3943c322327dd2,True,OBJECT_BREADTH_ATTACK_PASS
53,libero_object,bbq,bbq_sauce,3,4,123,0,TMA_armlock,vanilla_tma_gripper_open_ce,TRUE_T10,True,student,-1,False,0,0.023529411764705882,20,10,31744,/mnt/sdc/dty_user/openvla_attack/evidence/phase7_object/breadth_120/tma_armlock/bbq_sauce_s4_s123,560310ba275c7a45b477254e,64c83e95bf621496640c7059065c11e05b9b306f9d63c9791d3943c322327dd2,True,OBJECT_BREADTH_ATTACK_PASS
54,libero_object,bbq,bbq_sauce,3,4,456,0,TMA_armlock,vanilla_tma_gripper_open_ce,TRUE_T10,True,student,-1,False,0,0.023529411764705882,20,10,31744,/mnt/sdc/dty_user/openvla_attack/evidence/phase7_object/breadth_120/tma_armlock/bbq_sauce_s4_s456,6cea86cef58d4f624a6ecb0e,64c83e95bf621496640c7059065c11e05b9b306f9d63c9791d3943c322327dd2,True,OBJECT_BREADTH_ATTACK_PASS
55,libero_object,ketchup,ketchup,4,1,42,0,TMA_armlock,vanilla_tma_gripper_open_ce,TRUE_T10,True,student,-1,False,0,0.023529411764705882,20,10,31744,/mnt/sdc/dty_user/openvla_attack/evidence/phase7_object/breadth_120/tma_armlock/ketchup_s1_s42,bef142ae34b0f09af01cb6f9,64c83e95bf621496640c7059065c11e05b9b306f9d63c9791d3943c322327dd2,True,OBJECT_BREADTH_ATTACK_PASS
56,libero_object,ketchup,ketchup,4,1,123,0,TMA_armlock,vanilla_tma_gripper_open_ce,TRUE_T10,True,student,-1,False,0,0.023529411764705882,20,10,31744,/mnt/sdc/dty_user/openvla_attack/evidence/phase7_object/breadth_120/tma_armlock/ketchup_s1_s123,a26ce324acec60c41b0dc1a2,64c83e95bf621496640c7059065c11e05b9b306f9d63c9791d3943c322327dd2,True,OBJECT_BREADTH_ATTACK_PASS
57,libero_object,ketchup,ketchup,4,1,456,0,TMA_armlock,vanilla_tma_gripper_open_ce,TRUE_T10,True,student,-1,False,0,0.023529411764705882,20,10,31744,/mnt/sdc/dty_user/openvla_attack/evidence/phase7_object/breadth_120/tma_armlock/ketchup_s1_s456,6c68d0dfd67577c65eecb6f8,64c83e95bf621496640c7059065c11e05b9b306f9d63c9791d3943c322327dd2,True,OBJECT_BREADTH_ATTACK_PASS
58,libero_object,milk,milk,7,5,42,0,TMA_armlock,vanilla_tma_gripper_open_ce,TRUE_T10,True,student,-1,False,0,0.023529411764705882,20,10,31744,/mnt/sdc/dty_user/openvla_attack/evidence/phase7_object/breadth_120/tma_armlock/milk_s5_s42,1776bba1e21207631446f4eb,64c83e95bf621496640c7059065c11e05b9b306f9d63c9791d3943c322327dd2,True,OBJECT_BREADTH_ATTACK_PASS
59,libero_object,milk,milk,7,5,123,0,TMA_armlock,vanilla_tma_gripper_open_ce,TRUE_T10,True,student,-1,False,0,0.023529411764705882,20,10,31744,/mnt/sdc/dty_user/openvla_attack/evidence/phase7_object/breadth_120/tma_armlock/milk_s5_s123,d6e3032fb8fb662a769bf8d6,64c83e95bf621496640c7059065c11e05b9b306f9d63c9791d3943c322327dd2,True,OBJECT_BREADTH_ATTACK_PASS
60,libero_object,milk,milk,7,5,456,0,TMA_armlock,vanilla_tma_gripper_open_ce,TRUE_T10,True,student,-1,False,0,0.023529411764705882,20,10,31744,/mnt/sdc/dty_user/openvla_attack/evidence/phase7_object/breadth_120/tma_armlock/milk_s5_s456,f82c9cb0b738880d1affba25,64c83e95bf621496640c7059065c11e05b9b306f9d63c9791d3943c322327dd2,True,OBJECT_BREADTH_ATTACK_PASS
61,libero_object,butterA,butter,6,5,42,0,TMA_armlock,vanilla_tma_gripper_open_ce,TRUE_T10,True,student,-1,False,0,0.023529411764705882,20,10,31744,/mnt/sdc/dty_user/openvla_attack/evidence/phase7_object/breadth_120/tma_armlock/butter_s5_s42,3855b17d5682c94a27aa9eeb,64c83e95bf621496640c7059065c11e05b9b306f9d63c9791d3943c322327dd2,True,OBJECT_BREADTH_ATTACK_PASS
62,libero_object,butterA,butter,6,5,123,0,TMA_armlock,vanilla_tma_gripper_open_ce,TRUE_T10,True,student,-1,False,0,0.023529411764705882,20,10,31744,/mnt/sdc/dty_user/openvla_attack/evidence/phase7_object/breadth_120/tma_armlock/butter_s5_s123,59bca2c671d0c8f4ae24c9b0,64c83e95bf621496640c7059065c11e05b9b306f9d63c9791d3943c322327dd2,True,OBJECT_BREADTH_ATTACK_PASS
63,libero_object,butterA,butter,6,5,456,0,TMA_armlock,vanilla_tma_gripper_open_ce,TRUE_T10,True,student,-1,False,0,0.023529411764705882,20,10,31744,/mnt/sdc/dty_user/openvla_attack/evidence/phase7_object/breadth_120/tma_armlock/butter_s5_s456,6f5f87d7fc0b5b0782dfa5cc,64c83e95bf621496640c7059065c11e05b9b306f9d63c9791d3943c322327dd2,True,OBJECT_BREADTH_ATTACK_PASS
64,libero_object,orange,orange_juice,9,2,42,0,TMA_armlock,vanilla_tma_gripper_open_ce,TRUE_T10,True,student,-1,False,0,0.023529411764705882,20,10,31744,/mnt/sdc/dty_user/openvla_attack/evidence/phase7_object/breadth_120/tma_armlock/orange_juice_s2_s42,9927e7f269432c41f3e09903,64c83e95bf621496640c7059065c11e05b9b306f9d63c9791d3943c322327dd2,True,OBJECT_BREADTH_ATTACK_PASS
