trace_id,task_key,state_id,seed,split,source_path,source_sha256,row_count,remapper_version,grasp_privilege_valid,n_close_candidates,n_tp_qualifying_candidates,teacher_p_step,teacher_r_step,category
trace_alphabet_soup_s41_w0_10_s20d_clean_seed0_job330032,alphabet_soup,41,0,val,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_alphabet_soup_s41_w0_10_s20d_clean_seed0_job330032.csv,f6fa8bee76a07e83c13e4218f201c8bcc0b44187aaee111eec3735865839d492,154,rc1a_corrected_v2_e1_5,True,2,1,64,16,ELIGIBLE_MULTI_CANDIDATE
trace_alphabet_soup_s42_w0_10_s20d_clean_seed0_job330033,alphabet_soup,42,0,val,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_alphabet_soup_s42_w0_10_s20d_clean_seed0_job330033.csv,f849aeacf61c8cda6d62d28ce079de0c75fec64cd09dfbda937d062e82ed7d63,280,rc1a_corrected_v2_e1_5,True,6,1,82,42,ELIGIBLE_MULTI_CANDIDATE
trace_alphabet_soup_s43_w0_10_s20d_clean_seed0_job330034,alphabet_soup,43,0,test,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_alphabet_soup_s43_w0_10_s20d_clean_seed0_job330034.csv,1077bbd71efd1116ce54d53bac28dceab5fb51f46e4157adfc6bb91171b9f9f5,159,rc1a_corrected_v2_e1_5,True,6,1,53,53,ELIGIBLE_MULTI_CANDIDATE
trace_alphabet_soup_s47_w0_10_s20d_clean_seed0_job330038,alphabet_soup,47,0,test,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_alphabet_soup_s47_w0_10_s20d_clean_seed0_job330038.csv,17bbd039111dbad9005d541b22819dabc979226bf34a9605e4b124f0961372a2,280,rc1a_corrected_v2_e1_5,True,2,1,53,53,ELIGIBLE_MULTI_CANDIDATE
trace_alphabet_soup_s49_w0_10_s20d_clean_seed0_job330040,alphabet_soup,49,0,test,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_alphabet_soup_s49_w0_10_s20d_clean_seed0_job330040.csv,93daf3293d726f494e1979fdd4e8d4435e09a407379c9341884db2f161da5b26,191,rc1a_corrected_v2_e1_5,True,8,1,104,49,ELIGIBLE_MULTI_CANDIDATE
trace_bbq_sauce_s0_w0_10_s20d_clean_seed0_job250001,bbq_sauce,0,0,train,/data/liuyu/outputs/stageb_s20k_clean_expansion_20260613/trace_bbq_sauce_s0_w0_10_s20d_clean_seed0_job250001.csv,87e05dff1c1de1cedc2aefbaa723eeeffb787debf8d2927a7f758a3f43a39271,163,rc1a_corrected_v2_e1_5,True,7,1,85,52,ELIGIBLE_MULTI_CANDIDATE
trace_bbq_sauce_s11_w0_10_s20d_clean_seed0_job330042,bbq_sauce,11,0,train,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_bbq_sauce_s11_w0_10_s20d_clean_seed0_job330042.csv,b9b99725bc28e5c5dd7b9ffe0e088617eab14adc095c27f99868d5fd7319a4cd,280,rc1a_corrected_v2_e1_5,True,4,1,178,175,ELIGIBLE_MULTI_CANDIDATE
trace_bbq_sauce_s12_w0_10_s20d_clean_seed0_job330043,bbq_sauce,12,0,train,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_bbq_sauce_s12_w0_10_s20d_clean_seed0_job330043.csv,9955811e93d4b4d65dcb0e2eeab117b14e14d9b3aed01060d55379ebb586d0fc,280,rc1a_corrected_v2_e1_5,True,17,1,253,66,ELIGIBLE_MULTI_CANDIDATE
trace_bbq_sauce_s13_w0_10_s20d_clean_seed0_job330044,bbq_sauce,13,0,train,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_bbq_sauce_s13_w0_10_s20d_clean_seed0_job330044.csv,f8ad222217954ed77f48c03b7d67709310b3def976fa0a04b4ba77dae5d8a575,134,rc1a_corrected_v2_e1_5,True,3,1,53,53,ELIGIBLE_MULTI_CANDIDATE
trace_bbq_sauce_s19_w0_10_s20d_clean_seed0_job330050,bbq_sauce,19,0,train,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_bbq_sauce_s19_w0_10_s20d_clean_seed0_job330050.csv,7caab0d7db25828d4462172835243f050c763729e88e257d40760060c1edfed9,254,rc1a_corrected_v2_e1_5,True,13,1,180,81,ELIGIBLE_MULTI_CANDIDATE
trace_bbq_sauce_s24_w0_10_s20d_clean_seed0_job330055,bbq_sauce,24,0,train,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_bbq_sauce_s24_w0_10_s20d_clean_seed0_job330055.csv,41c40a6638469e5521bea18d665074533389b17fa14ef4109eebc57235437919,144,rc1a_corrected_v2_e1_5,True,6,1,53,53,ELIGIBLE_MULTI_CANDIDATE
trace_bbq_sauce_s28_w0_10_s20d_clean_seed0_job330059,bbq_sauce,28,0,train,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_bbq_sauce_s28_w0_10_s20d_clean_seed0_job330059.csv,07f46c91882faf31d2a57d28410d26f3d0f50312fdb5bf5bac8bcb2dc7f3e272,162,rc1a_corrected_v2_e1_5,True,5,1,86,41,ELIGIBLE_MULTI_CANDIDATE
trace_bbq_sauce_s30_w0_10_s20d_clean_seed0_job330061,bbq_sauce,30,0,train,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_bbq_sauce_s30_w0_10_s20d_clean_seed0_job330061.csv,6f0589b664edecc92422165acaf8d9fd1ba580aa04ae697d2702461f66e0b1c7,280,rc1a_corrected_v2_e1_5,True,5,1,86,39,ELIGIBLE_MULTI_CANDIDATE
trace_bbq_sauce_s38_w0_10_s20d_clean_seed0_job330069,bbq_sauce,38,0,train,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_bbq_sauce_s38_w0_10_s20d_clean_seed0_job330069.csv,ede5fad8b0e5d589ad3085849335edc97936cb924faf87a6b6b4a515a983b825,280,rc1a_corrected_v2_e1_5,True,8,1,58,58,ELIGIBLE_MULTI_CANDIDATE
trace_bbq_sauce_s39_w0_10_s20d_clean_seed0_job330070,bbq_sauce,39,0,val,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_bbq_sauce_s39_w0_10_s20d_clean_seed0_job330070.csv,8bc1686db607cd3b98caabbac45c0749cc7d2eaed55c2d0cf1e2a31685737db5,160,rc1a_corrected_v2_e1_5,True,2,1,91,44,ELIGIBLE_MULTI_CANDIDATE
trace_bbq_sauce_s43_w0_10_s20d_clean_seed0_job330074,bbq_sauce,43,0,val,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_bbq_sauce_s43_w0_10_s20d_clean_seed0_job330074.csv,008c5be427ab01399a3fa853d7f1175560023200fc48e5771327c51a3c62c07b,108,rc1a_corrected_v2_e1_5,True,2,1,40,40,ELIGIBLE_MULTI_CANDIDATE
trace_bbq_sauce_s45_w0_10_s20d_clean_seed0_job330076,bbq_sauce,45,0,test,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_bbq_sauce_s45_w0_10_s20d_clean_seed0_job330076.csv,b63942bb2e2443b0b3692d804039c054fecd8c7e6fbac5963f4f095be2eaaa87,190,rc1a_corrected_v2_e1_5,True,9,1,117,6,ELIGIBLE_MULTI_CANDIDATE
trace_bbq_sauce_s46_w0_10_s20d_clean_seed0_job330077,bbq_sauce,46,0,test,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_bbq_sauce_s46_w0_10_s20d_clean_seed0_job330077.csv,ebf08593e5ac44ccf77bb2ebd0c56fb9f3f686001cddde7c3aa39068dfda126e,120,rc1a_corrected_v2_e1_5,True,2,1,57,7,ELIGIBLE_MULTI_CANDIDATE
trace_butter_s1_w0_10_s20d_clean_seed0_job250004,butter,1,0,train,/data/liuyu/outputs/stageb_s20k_clean_expansion_20260613/trace_butter_s1_w0_10_s20d_clean_seed0_job250004.csv,d87263357b162245fe177a541a28292610c2b94ee3d9acb36a93de532659c490,160,rc1a_corrected_v2_e1_5,True,9,1,72,6,ELIGIBLE_MULTI_CANDIDATE
trace_butter_s2_w0_10_s20d_clean_seed0_job250005,butter,2,0,train,/data/liuyu/outputs/stageb_s20k_clean_expansion_20260613/trace_butter_s2_w0_10_s20d_clean_seed0_job250005.csv,d689d14ef54426b0c6a3e0440d11f50e2d57bfc387a27b9b5611f9fa41c3de71,158,rc1a_corrected_v2_e1_5,True,6,1,68,4,ELIGIBLE_MULTI_CANDIDATE
trace_butter_s10_w0_10_s20d_clean_seed0_job330081,butter,10,0,train,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_butter_s10_w0_10_s20d_clean_seed0_job330081.csv,e23f4fa139d58a3381ab91aecc498a3c9290dcd2a1fd20822f3923b8addfbae3,157,rc1a_corrected_v2_e1_5,True,2,1,60,60,ELIGIBLE_MULTI_CANDIDATE
trace_butter_s14_w0_10_s20d_clean_seed0_job330085,butter,14,0,train,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_butter_s14_w0_10_s20d_clean_seed0_job330085.csv,bb39da500a425b5e1cba6cf11dbfa6ec40ef0039fca49791da7787f2b164aecc,147,rc1a_corrected_v2_e1_5,True,2,1,61,61,ELIGIBLE_MULTI_CANDIDATE
trace_butter_s15_w0_10_s20d_clean_seed0_job330086,butter,15,0,train,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_butter_s15_w0_10_s20d_clean_seed0_job330086.csv,3f9d3e445404a9f3788eacefe4618a3ce479fe4782379c9e3c202ca5a54df5a4,152,rc1a_corrected_v2_e1_5,True,2,1,57,10,ELIGIBLE_MULTI_CANDIDATE
trace_butter_s17_w0_10_s20d_clean_seed0_job330088,butter,17,0,train,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_butter_s17_w0_10_s20d_clean_seed0_job330088.csv,cd863a316748b72ccd5747dbb012d5229ae7a4d6dddad638e4fc7f7a55e38f5d,148,rc1a_corrected_v2_e1_5,True,4,1,54,9,ELIGIBLE_MULTI_CANDIDATE
trace_butter_s20_w0_10_s20d_clean_seed0_job330091,butter,20,0,train,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_butter_s20_w0_10_s20d_clean_seed0_job330091.csv,2da372643a8493c79a91b62698965eb76863b2a04a66b5ddf6c596bee32171d5,151,rc1a_corrected_v2_e1_5,True,6,1,54,54,ELIGIBLE_MULTI_CANDIDATE
trace_butter_s28_w0_10_s20d_clean_seed0_job330099,butter,28,0,train,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_butter_s28_w0_10_s20d_clean_seed0_job330099.csv,c92e3293248a8b4267879c11504e59a24e8b10649273635336e8e4abc4830965,166,rc1a_corrected_v2_e1_5,True,2,1,65,65,ELIGIBLE_MULTI_CANDIDATE
trace_butter_s31_w0_10_s20d_clean_seed0_job330102,butter,31,0,train,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_butter_s31_w0_10_s20d_clean_seed0_job330102.csv,600bcc9547a0d1adab2aaf13fa549014cf3883a988386f24bf6208ab8eb0b26a,157,rc1a_corrected_v2_e1_5,True,2,1,65,65,ELIGIBLE_MULTI_CANDIDATE
trace_butter_s33_w0_10_s20d_clean_seed0_job330104,butter,33,0,train,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_butter_s33_w0_10_s20d_clean_seed0_job330104.csv,51f0a7980d22c0090cb0e6df6c208b22a08662b81a070b64194468a5a65163bf,142,rc1a_corrected_v2_e1_5,True,5,1,45,45,ELIGIBLE_MULTI_CANDIDATE
trace_butter_s35_w0_10_s20d_clean_seed0_job330106,butter,35,0,train,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_butter_s35_w0_10_s20d_clean_seed0_job330106.csv,66c1dcf38d4a16ae4aed2b6756d9f4c7a052b876680771e02a2646743951ba2d,167,rc1a_corrected_v2_e1_5,True,5,1,61,61,ELIGIBLE_MULTI_CANDIDATE
trace_butter_s36_w0_10_s20d_clean_seed0_job330107,butter,36,0,train,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_butter_s36_w0_10_s20d_clean_seed0_job330107.csv,9f84ffc327d2920eb2726fd9ea57b31916aceb563557cb91b97ed6ddac325328,280,rc1a_corrected_v2_e1_5,True,10,1,56,56,ELIGIBLE_MULTI_CANDIDATE
trace_butter_s40_w0_10_s20d_clean_seed0_job330111,butter,40,0,val,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_butter_s40_w0_10_s20d_clean_seed0_job330111.csv,47c2d28a9a421991a8b9a01cee9cea06d30ad6e23b1b5ff2c7eba4e0d8437f09,143,rc1a_corrected_v2_e1_5,True,6,1,50,50,ELIGIBLE_MULTI_CANDIDATE
trace_butter_s41_w0_10_s20d_clean_seed0_job330112,butter,41,0,val,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_butter_s41_w0_10_s20d_clean_seed0_job330112.csv,b9539169eab88d9e2a49670ffd8bf2b11af5ef380744b4768c8dff3f2856837c,145,rc1a_corrected_v2_e1_5,True,2,1,63,63,ELIGIBLE_MULTI_CANDIDATE
trace_butter_s42_w0_10_s20d_clean_seed0_job330113,butter,42,0,test,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_butter_s42_w0_10_s20d_clean_seed0_job330113.csv,ffb2282277c2ee8ace5695eb38789d6c3343ced3f2f19b0869cc66c9dbb74724,219,rc1a_corrected_v2_e1_5,True,12,1,122,9,ELIGIBLE_MULTI_CANDIDATE
trace_butter_s46_w0_10_s20d_clean_seed0_job330117,butter,46,0,test,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_butter_s46_w0_10_s20d_clean_seed0_job330117.csv,589be8038b51f7ee351ef40e35181a0628c19eca4637f4d81cf84a4a3acb4f4d,148,rc1a_corrected_v2_e1_5,True,4,1,62,7,ELIGIBLE_MULTI_CANDIDATE
trace_butter_s48_w0_10_s20d_clean_seed0_job330119,butter,48,0,test,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_butter_s48_w0_10_s20d_clean_seed0_job330119.csv,450c0d60f918037d0929252f2ae73c292741553196d03c76eba2f846d0c395be,152,rc1a_corrected_v2_e1_5,True,5,1,69,9,ELIGIBLE_MULTI_CANDIDATE
trace_chocolate_pudding_s2_w0_10_s20d_clean_seed0_job250007,chocolate_pudding,2,0,train,/data/liuyu/outputs/stageb_s20k_clean_expansion_20260613/trace_chocolate_pudding_s2_w0_10_s20d_clean_seed0_job250007.csv,189005f961996c5f78e2dba5cc4773b2454cc9271df27f896f8ca72d70de025b,159,rc1a_corrected_v2_e1_5,True,3,1,58,58,ELIGIBLE_MULTI_CANDIDATE
trace_chocolate_pudding_s23_w0_10_s20d_clean_seed0_job330134,chocolate_pudding,23,0,train,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_chocolate_pudding_s23_w0_10_s20d_clean_seed0_job330134.csv,53848ca6cbce76e5b22683dc55c0cf947c9991302a75f412d946dfa041fbb8d6,145,rc1a_corrected_v2_e1_5,True,2,1,47,47,ELIGIBLE_MULTI_CANDIDATE
trace_chocolate_pudding_s25_w0_10_s20d_clean_seed0_job330136,chocolate_pudding,25,0,train,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_chocolate_pudding_s25_w0_10_s20d_clean_seed0_job330136.csv,df2f8d5e2d42ff5927fbb24f1a22697e52e7edc0e6db3c32a4bb09d49daa3360,171,rc1a_corrected_v2_e1_5,True,7,1,55,55,ELIGIBLE_MULTI_CANDIDATE
trace_chocolate_pudding_s33_w0_10_s20d_clean_seed0_job330144,chocolate_pudding,33,0,train,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_chocolate_pudding_s33_w0_10_s20d_clean_seed0_job330144.csv,3c1f8005dfa2d1d7f0c3ca113579a9c560e90bdb6fbb1509ecb01f172a92b3f6,152,rc1a_corrected_v2_e1_5,True,2,1,57,57,ELIGIBLE_MULTI_CANDIDATE
trace_chocolate_pudding_s44_w0_10_s20d_clean_seed0_job330155,chocolate_pudding,44,0,train,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_chocolate_pudding_s44_w0_10_s20d_clean_seed0_job330155.csv,644f0c8565d05e1d0f4aaad7f4851813c35686cf1629c3a4dfe02f615b60732f,226,rc1a_corrected_v2_e1_5,True,13,1,113,9,ELIGIBLE_MULTI_CANDIDATE
trace_chocolate_pudding_s46_w0_10_s20d_clean_seed0_job330157,chocolate_pudding,46,0,val,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_chocolate_pudding_s46_w0_10_s20d_clean_seed0_job330157.csv,1e7f302cceea5124cf04fbce27761e5e46ae1fd6cc5bb3bc7359b174a272df6b,133,rc1a_corrected_v2_e1_5,True,4,1,45,45,ELIGIBLE_MULTI_CANDIDATE
trace_chocolate_pudding_s49_w0_10_s20d_clean_seed0_job330160,chocolate_pudding,49,0,test,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_chocolate_pudding_s49_w0_10_s20d_clean_seed0_job330160.csv,201c64ef506db41c5e3dde9245194b938b0f931e4c4d736c0de5d004cdc32c0f,280,rc1a_corrected_v2_e1_5,True,4,1,66,50,ELIGIBLE_MULTI_CANDIDATE
trace_cream_cheese_s2_w0_10_s20d_clean_seed0_job250013,cream_cheese,2,0,train,/data/liuyu/outputs/stageb_s20k_clean_expansion_20260613/trace_cream_cheese_s2_w0_10_s20d_clean_seed0_job250013.csv,ec070d9d01c8fd2f2677665a0dc04f600d35b6702d662335bc39689b23b72c92,135,rc1a_corrected_v2_e1_5,True,4,1,63,59,ELIGIBLE_MULTI_CANDIDATE
trace_cream_cheese_s10_w0_10_s20d_clean_seed0_job330161,cream_cheese,10,0,train,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_cream_cheese_s10_w0_10_s20d_clean_seed0_job330161.csv,b64ee584da650067258bc50c7e922e61b011e8633c7327dbdcd523f5f977dce3,167,rc1a_corrected_v2_e1_5,True,4,1,90,90,ELIGIBLE_MULTI_CANDIDATE
trace_cream_cheese_s12_w0_10_s20d_clean_seed0_job330163,cream_cheese,12,0,train,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_cream_cheese_s12_w0_10_s20d_clean_seed0_job330163.csv,36cfd27f216a5a046d52693f6e85b8110ac29b2d32f05adee42767fe316b36d6,172,rc1a_corrected_v2_e1_5,True,4,1,99,66,ELIGIBLE_MULTI_CANDIDATE
trace_cream_cheese_s13_w0_10_s20d_clean_seed0_job330164,cream_cheese,13,0,train,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_cream_cheese_s13_w0_10_s20d_clean_seed0_job330164.csv,3b5a05f484d68ff12002b7392e8fc0847e157a841be9215173ffe3441c8033c2,133,rc1a_corrected_v2_e1_5,True,4,1,54,54,ELIGIBLE_MULTI_CANDIDATE
trace_cream_cheese_s15_w0_10_s20d_clean_seed0_job330166,cream_cheese,15,0,train,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_cream_cheese_s15_w0_10_s20d_clean_seed0_job330166.csv,e115ef579cc9611dea70c3791ee4aaf6e205841e668cfccad0a31d28db03c0db,120,rc1a_corrected_v2_e1_5,True,3,1,42,42,ELIGIBLE_MULTI_CANDIDATE
trace_cream_cheese_s18_w0_10_s20d_clean_seed0_job330169,cream_cheese,18,0,train,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_cream_cheese_s18_w0_10_s20d_clean_seed0_job330169.csv,512d075e4816d92666781bba6325a3469a2ad9eb8256f7b4d097389b2bc999a9,150,rc1a_corrected_v2_e1_5,True,5,1,64,64,ELIGIBLE_MULTI_CANDIDATE
trace_cream_cheese_s22_w0_10_s20d_clean_seed0_job330173,cream_cheese,22,0,train,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_cream_cheese_s22_w0_10_s20d_clean_seed0_job330173.csv,15be68598d5f51bc871601ad9a2cf5fef7dd036cb555ddba7aeea63f6ea3a39c,117,rc1a_corrected_v2_e1_5,True,2,1,54,10,ELIGIBLE_MULTI_CANDIDATE
trace_cream_cheese_s23_w0_10_s20d_clean_seed0_job330174,cream_cheese,23,0,train,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_cream_cheese_s23_w0_10_s20d_clean_seed0_job330174.csv,3802da06f578285240fae961bd8b77334f5ed2f55f3f566db3f0fc8353cc18ef,280,rc1a_corrected_v2_e1_5,True,21,1,151,45,ELIGIBLE_MULTI_CANDIDATE
trace_cream_cheese_s29_w0_10_s20d_clean_seed0_job330180,cream_cheese,29,0,train,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_cream_cheese_s29_w0_10_s20d_clean_seed0_job330180.csv,a936a81280af4221987e5042049e4e876d358a03b68f9052ce1313b8d67b329c,213,rc1a_corrected_v2_e1_5,True,20,1,59,59,ELIGIBLE_MULTI_CANDIDATE
trace_cream_cheese_s31_w0_10_s20d_clean_seed0_job330182,cream_cheese,31,0,train,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_cream_cheese_s31_w0_10_s20d_clean_seed0_job330182.csv,2bd6b7d55406409a0a6d71421c580f50fbcf2565abd48da3041eb231c82a733d,120,rc1a_corrected_v2_e1_5,True,2,1,52,52,ELIGIBLE_MULTI_CANDIDATE
trace_cream_cheese_s33_w0_10_s20d_clean_seed0_job330184,cream_cheese,33,0,val,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_cream_cheese_s33_w0_10_s20d_clean_seed0_job330184.csv,6c81e2ea43e8115973ce6f41a14d551c25f3edff25d52be500a288fff10c1d2e,123,rc1a_corrected_v2_e1_5,True,4,1,55,55,ELIGIBLE_MULTI_CANDIDATE
trace_cream_cheese_s36_w0_10_s20d_clean_seed0_job330187,cream_cheese,36,0,val,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_cream_cheese_s36_w0_10_s20d_clean_seed0_job330187.csv,9f3e7911f030f9f09fd16e23864fe2cfe316c90e4fbe29993f13e1e1ecf3265c,189,rc1a_corrected_v2_e1_5,True,6,1,120,49,ELIGIBLE_MULTI_CANDIDATE
