suite,task_id,episode_key,canonical_index_label,real_source_label_found,source_label_path,source_label_sha256,source_anchor,source_window_start,source_window_end,source_confidence,source_event_id,matches_canonical,notes
libero_object,2,libero_object/task_02/state_000/clean/attempt_01,"{""episode_key"": ""libero_object/task_02/state_000/clean/attempt_01"", ""n_privileged_records"": 122, ""parent_key"": ""libero_object/task_02/state_000"", ""state_id"": 0, ""suite"": ""libero_object"", ""task_id"": 2, ""teacher_anchor_step"": 0, ""teacher_artifact_sha256"": ""8cc22e3e7c5ef23dd736f96806c4985b0f0d422e1b6c2f94785c48dd16767c0d"", ""teacher_confidence"": 0.5, ""teacher_invalid_reason"": """", ""teacher_label_valid"": true, ""teacher_window_end"": 10, ""teacher_window_start"": 0}",True,CLEAN2000_SUPERVISION_AUTH_V1_2/TEACHER_EVENT_INDEX.jsonl,d840aa6752fb0425d6d6da264bcb2bfd35157fc619338c6922eeb43d38ce397c,74,74,83,UNKNOWN,,False,real source differs from canonical constant/default fields
libero_object,2,libero_object/task_02/state_001/clean/attempt_01,"{""episode_key"": ""libero_object/task_02/state_001/clean/attempt_01"", ""n_privileged_records"": 140, ""parent_key"": ""libero_object/task_02/state_001"", ""state_id"": 1, ""suite"": ""libero_object"", ""task_id"": 2, ""teacher_anchor_step"": 0, ""teacher_artifact_sha256"": ""1b0c03ff25ac7b30099208b95079edace30b8e48b8a727742853cbbf31ac9c71"", ""teacher_confidence"": 0.5, ""teacher_invalid_reason"": """", ""teacher_label_valid"": true, ""teacher_window_end"": 10, ""teacher_window_start"": 0}",True,CLEAN2000_SUPERVISION_AUTH_V1_2/TEACHER_EVENT_INDEX.jsonl,d840aa6752fb0425d6d6da264bcb2bfd35157fc619338c6922eeb43d38ce397c,83,83,92,UNKNOWN,,False,real source differs from canonical constant/default fields
libero_object,2,libero_object/task_02/state_002/clean/attempt_01,"{""episode_key"": ""libero_object/task_02/state_002/clean/attempt_01"", ""n_privileged_records"": 137, ""parent_key"": ""libero_object/task_02/state_002"", ""state_id"": 2, ""suite"": ""libero_object"", ""task_id"": 2, ""teacher_anchor_step"": 0, ""teacher_artifact_sha256"": ""3faba6f2957e3cbe944a99c807c98404d8f39b49c5d242aaeb88f025ce35aa1e"", ""teacher_confidence"": 0.5, ""teacher_invalid_reason"": """", ""teacher_label_valid"": true, ""teacher_window_end"": 10, ""teacher_window_start"": 0}",True,CLEAN2000_SUPERVISION_AUTH_V1_2/TEACHER_EVENT_INDEX.jsonl,d840aa6752fb0425d6d6da264bcb2bfd35157fc619338c6922eeb43d38ce397c,96,96,105,UNKNOWN,,False,real source differs from canonical constant/default fields
libero_object,2,libero_object/task_02/state_003/clean/attempt_01,"{""episode_key"": ""libero_object/task_02/state_003/clean/attempt_01"", ""n_privileged_records"": 135, ""parent_key"": ""libero_object/task_02/state_003"", ""state_id"": 3, ""suite"": ""libero_object"", ""task_id"": 2, ""teacher_anchor_step"": 0, ""teacher_artifact_sha256"": ""a1b30253a1c6e895f11a9b578446f3e5374682b23c8f2542c26b21e225d1c19d"", ""teacher_confidence"": 0.5, ""teacher_invalid_reason"": """", ""teacher_label_valid"": true, ""teacher_window_end"": 10, ""teacher_window_start"": 0}",True,CLEAN2000_SUPERVISION_AUTH_V1_2/TEACHER_EVENT_INDEX.jsonl,d840aa6752fb0425d6d6da264bcb2bfd35157fc619338c6922eeb43d38ce397c,88,88,97,UNKNOWN,,False,real source differs from canonical constant/default fields
libero_object,2,libero_object/task_02/state_004/clean/attempt_01,"{""episode_key"": ""libero_object/task_02/state_004/clean/attempt_01"", ""n_privileged_records"": 117, ""parent_key"": ""libero_object/task_02/state_004"", ""state_id"": 4, ""suite"": ""libero_object"", ""task_id"": 2, ""teacher_anchor_step"": 0, ""teacher_artifact_sha256"": ""3d0c15d3107999c7284e80515ae384e0a0f008ca772b0fbfb280db47f50b4d3d"", ""teacher_confidence"": 0.5, ""teacher_invalid_reason"": """", ""teacher_label_valid"": true, ""teacher_window_end"": 10, ""teacher_window_start"": 0}",True,CLEAN2000_SUPERVISION_AUTH_V1_2/TEACHER_EVENT_INDEX.jsonl,d840aa6752fb0425d6d6da264bcb2bfd35157fc619338c6922eeb43d38ce397c,75,75,84,UNKNOWN,,False,real source differs from canonical constant/default fields
libero_object,3,libero_object/task_03/state_000/clean/attempt_01,"{""episode_key"": ""libero_object/task_03/state_000/clean/attempt_01"", ""n_privileged_records"": 134, ""parent_key"": ""libero_object/task_03/state_000"", ""state_id"": 0, ""suite"": ""libero_object"", ""task_id"": 3, ""teacher_anchor_step"": 0, ""teacher_artifact_sha256"": ""e73f1a22d256e420ec5597aafa75d17a91a87bd5110db9583de8aad1f00108f5"", ""teacher_confidence"": 0.5, ""teacher_invalid_reason"": """", ""teacher_label_valid"": true, ""teacher_window_end"": 10, ""teacher_window_start"": 0}",True,CLEAN2000_SUPERVISION_AUTH_V1_2/TEACHER_EVENT_INDEX.jsonl,d840aa6752fb0425d6d6da264bcb2bfd35157fc619338c6922eeb43d38ce397c,79,79,88,UNKNOWN,,False,real source differs from canonical constant/default fields
libero_object,3,libero_object/task_03/state_001/clean/attempt_01,"{""episode_key"": ""libero_object/task_03/state_001/clean/attempt_01"", ""n_privileged_records"": 400, ""parent_key"": ""libero_object/task_03/state_001"", ""state_id"": 1, ""suite"": ""libero_object"", ""task_id"": 3, ""teacher_anchor_step"": 0, ""teacher_artifact_sha256"": ""913ffb9ba681a7b82feb277000d3aebe6b09a7b3971c8200ddc1c4b01187c462"", ""teacher_confidence"": 0.5, ""teacher_invalid_reason"": """", ""teacher_label_valid"": true, ""teacher_window_end"": 10, ""teacher_window_start"": 0}",True,CLEAN2000_SUPERVISION_AUTH_V1_2/TEACHER_EVENT_INDEX.jsonl,d840aa6752fb0425d6d6da264bcb2bfd35157fc619338c6922eeb43d38ce397c,-1,-1,-1,UNKNOWN,,False,real source differs from canonical constant/default fields
libero_object,3,libero_object/task_03/state_002/clean/attempt_01,"{""episode_key"": ""libero_object/task_03/state_002/clean/attempt_01"", ""n_privileged_records"": 400, ""parent_key"": ""libero_object/task_03/state_002"", ""state_id"": 2, ""suite"": ""libero_object"", ""task_id"": 3, ""teacher_anchor_step"": 0, ""teacher_artifact_sha256"": ""bc78a7ec8e44dc4a2e05f69ad2d4701adc6be884957b68bd930e00f1de324471"", ""teacher_confidence"": 0.5, ""teacher_invalid_reason"": """", ""teacher_label_valid"": true, ""teacher_window_end"": 10, ""teacher_window_start"": 0}",True,CLEAN2000_SUPERVISION_AUTH_V1_2/TEACHER_EVENT_INDEX.jsonl,d840aa6752fb0425d6d6da264bcb2bfd35157fc619338c6922eeb43d38ce397c,-1,-1,-1,UNKNOWN,,False,real source differs from canonical constant/default fields
libero_object,3,libero_object/task_03/state_003/clean/attempt_01,"{""episode_key"": ""libero_object/task_03/state_003/clean/attempt_01"", ""n_privileged_records"": 400, ""parent_key"": ""libero_object/task_03/state_003"", ""state_id"": 3, ""suite"": ""libero_object"", ""task_id"": 3, ""teacher_anchor_step"": 0, ""teacher_artifact_sha256"": ""ab69913e5414a62f9f5cf71c08a1c1b2559ac4de4c0e9d306fc16057f86f0215"", ""teacher_confidence"": 0.5, ""teacher_invalid_reason"": """", ""teacher_label_valid"": true, ""teacher_window_end"": 10, ""teacher_window_start"": 0}",True,CLEAN2000_SUPERVISION_AUTH_V1_2/TEACHER_EVENT_INDEX.jsonl,d840aa6752fb0425d6d6da264bcb2bfd35157fc619338c6922eeb43d38ce397c,-1,-1,-1,UNKNOWN,,False,real source differs from canonical constant/default fields
libero_object,3,libero_object/task_03/state_004/clean/attempt_01,"{""episode_key"": ""libero_object/task_03/state_004/clean/attempt_01"", ""n_privileged_records"": 143, ""parent_key"": ""libero_object/task_03/state_004"", ""state_id"": 4, ""suite"": ""libero_object"", ""task_id"": 3, ""teacher_anchor_step"": 0, ""teacher_artifact_sha256"": ""b72ac5d0339d377cf2f065def0cfc622195a74998957ce278504780eec30ade8"", ""teacher_confidence"": 0.5, ""teacher_invalid_reason"": """", ""teacher_label_valid"": true, ""teacher_window_end"": 10, ""teacher_window_start"": 0}",True,CLEAN2000_SUPERVISION_AUTH_V1_2/TEACHER_EVENT_INDEX.jsonl,d840aa6752fb0425d6d6da264bcb2bfd35157fc619338c6922eeb43d38ce397c,105,105,114,UNKNOWN,,False,real source differs from canonical constant/default fields
libero_object,4,libero_object/task_04/state_000/clean/attempt_01,"{""episode_key"": ""libero_object/task_04/state_000/clean/attempt_01"", ""n_privileged_records"": 157, ""parent_key"": ""libero_object/task_04/state_000"", ""state_id"": 0, ""suite"": ""libero_object"", ""task_id"": 4, ""teacher_anchor_step"": 0, ""teacher_artifact_sha256"": ""45296a0edc189143fb3a5c875c555eebfab41f25ee172e8ad71f3de38e74e7cc"", ""teacher_confidence"": 0.5, ""teacher_invalid_reason"": """", ""teacher_label_valid"": true, ""teacher_window_end"": 10, ""teacher_window_start"": 0}",True,CLEAN2000_SUPERVISION_AUTH_V1_2/TEACHER_EVENT_INDEX.jsonl,d840aa6752fb0425d6d6da264bcb2bfd35157fc619338c6922eeb43d38ce397c,91,91,100,UNKNOWN,,False,real source differs from canonical constant/default fields
libero_object,4,libero_object/task_04/state_001/clean/attempt_01,"{""episode_key"": ""libero_object/task_04/state_001/clean/attempt_01"", ""n_privileged_records"": 147, ""parent_key"": ""libero_object/task_04/state_001"", ""state_id"": 1, ""suite"": ""libero_object"", ""task_id"": 4, ""teacher_anchor_step"": 0, ""teacher_artifact_sha256"": ""e15ef508415514fbeeeab32726d5c4a5393c41e8f8d744d7b06ea77f342c414d"", ""teacher_confidence"": 0.5, ""teacher_invalid_reason"": """", ""teacher_label_valid"": true, ""teacher_window_end"": 10, ""teacher_window_start"": 0}",True,CLEAN2000_SUPERVISION_AUTH_V1_2/TEACHER_EVENT_INDEX.jsonl,d840aa6752fb0425d6d6da264bcb2bfd35157fc619338c6922eeb43d38ce397c,84,84,93,UNKNOWN,,False,real source differs from canonical constant/default fields
libero_object,4,libero_object/task_04/state_002/clean/attempt_01,"{""episode_key"": ""libero_object/task_04/state_002/clean/attempt_01"", ""n_privileged_records"": 147, ""parent_key"": ""libero_object/task_04/state_002"", ""state_id"": 2, ""suite"": ""libero_object"", ""task_id"": 4, ""teacher_anchor_step"": 0, ""teacher_artifact_sha256"": ""297d484897dfeb2282be9b06adb753a48863827cbac913061efdf3bc69599dcf"", ""teacher_confidence"": 0.5, ""teacher_invalid_reason"": """", ""teacher_label_valid"": true, ""teacher_window_end"": 10, ""teacher_window_start"": 0}",True,CLEAN2000_SUPERVISION_AUTH_V1_2/TEACHER_EVENT_INDEX.jsonl,d840aa6752fb0425d6d6da264bcb2bfd35157fc619338c6922eeb43d38ce397c,85,85,94,UNKNOWN,,False,real source differs from canonical constant/default fields
libero_object,4,libero_object/task_04/state_003/clean/attempt_01,"{""episode_key"": ""libero_object/task_04/state_003/clean/attempt_01"", ""n_privileged_records"": 199, ""parent_key"": ""libero_object/task_04/state_003"", ""state_id"": 3, ""suite"": ""libero_object"", ""task_id"": 4, ""teacher_anchor_step"": 0, ""teacher_artifact_sha256"": ""a42f70f7bfb70e08890c1efc7a308e7f1eb4113e8ab73ba467f8257efef61cb7"", ""teacher_confidence"": 0.5, ""teacher_invalid_reason"": """", ""teacher_label_valid"": true, ""teacher_window_end"": 10, ""teacher_window_start"": 0}",True,CLEAN2000_SUPERVISION_AUTH_V1_2/TEACHER_EVENT_INDEX.jsonl,d840aa6752fb0425d6d6da264bcb2bfd35157fc619338c6922eeb43d38ce397c,130,130,139,UNKNOWN,,False,real source differs from canonical constant/default fields
libero_object,4,libero_object/task_04/state_004/clean/attempt_01,"{""episode_key"": ""libero_object/task_04/state_004/clean/attempt_01"", ""n_privileged_records"": 145, ""parent_key"": ""libero_object/task_04/state_004"", ""state_id"": 4, ""suite"": ""libero_object"", ""task_id"": 4, ""teacher_anchor_step"": 0, ""teacher_artifact_sha256"": ""21857407d35f23cf270714edc6d4ef39ae912bf3a0e6a1857e5853fb9a552701"", ""teacher_confidence"": 0.5, ""teacher_invalid_reason"": """", ""teacher_label_valid"": true, ""teacher_window_end"": 10, ""teacher_window_start"": 0}",True,CLEAN2000_SUPERVISION_AUTH_V1_2/TEACHER_EVENT_INDEX.jsonl,d840aa6752fb0425d6d6da264bcb2bfd35157fc619338c6922eeb43d38ce397c,80,80,89,UNKNOWN,,False,real source differs from canonical constant/default fields
libero_object,5,libero_object/task_05/state_000/clean/attempt_01,"{""episode_key"": ""libero_object/task_05/state_000/clean/attempt_01"", ""n_privileged_records"": 186, ""parent_key"": ""libero_object/task_05/state_000"", ""state_id"": 0, ""suite"": ""libero_object"", ""task_id"": 5, ""teacher_anchor_step"": 0, ""teacher_artifact_sha256"": ""063331367e9b5938da1d812bb0308d84838978a84feecfe2d69266bb31b6bf3f"", ""teacher_confidence"": 0.5, ""teacher_invalid_reason"": """", ""teacher_label_valid"": true, ""teacher_window_end"": 10, ""teacher_window_start"": 0}",True,CLEAN2000_SUPERVISION_AUTH_V1_2/TEACHER_EVENT_INDEX.jsonl,d840aa6752fb0425d6d6da264bcb2bfd35157fc619338c6922eeb43d38ce397c,118,118,127,UNKNOWN,,False,real source differs from canonical constant/default fields
libero_object,5,libero_object/task_05/state_001/clean/attempt_01,"{""episode_key"": ""libero_object/task_05/state_001/clean/attempt_01"", ""n_privileged_records"": 228, ""parent_key"": ""libero_object/task_05/state_001"", ""state_id"": 1, ""suite"": ""libero_object"", ""task_id"": 5, ""teacher_anchor_step"": 0, ""teacher_artifact_sha256"": ""7567404f377f340d53074380e837b465e907a362806fbb3dd75a6c0b3b6b20c2"", ""teacher_confidence"": 0.5, ""teacher_invalid_reason"": """", ""teacher_label_valid"": true, ""teacher_window_end"": 10, ""teacher_window_start"": 0}",True,CLEAN2000_SUPERVISION_AUTH_V1_2/TEACHER_EVENT_INDEX.jsonl,d840aa6752fb0425d6d6da264bcb2bfd35157fc619338c6922eeb43d38ce397c,173,173,182,UNKNOWN,,False,real source differs from canonical constant/default fields
libero_object,5,libero_object/task_05/state_002/clean/attempt_01,"{""episode_key"": ""libero_object/task_05/state_002/clean/attempt_01"", ""n_privileged_records"": 197, ""parent_key"": ""libero_object/task_05/state_002"", ""state_id"": 2, ""suite"": ""libero_object"", ""task_id"": 5, ""teacher_anchor_step"": 0, ""teacher_artifact_sha256"": ""9e3dc22f0f6e42c3f566be6f7ae836b36e4db3e9f2bf74048b8e6a1d7db894bb"", ""teacher_confidence"": 0.5, ""teacher_invalid_reason"": """", ""teacher_label_valid"": true, ""teacher_window_end"": 10, ""teacher_window_start"": 0}",True,CLEAN2000_SUPERVISION_AUTH_V1_2/TEACHER_EVENT_INDEX.jsonl,d840aa6752fb0425d6d6da264bcb2bfd35157fc619338c6922eeb43d38ce397c,146,146,155,UNKNOWN,,False,real source differs from canonical constant/default fields
libero_object,5,libero_object/task_05/state_003/clean/attempt_01,"{""episode_key"": ""libero_object/task_05/state_003/clean/attempt_01"", ""n_privileged_records"": 158, ""parent_key"": ""libero_object/task_05/state_003"", ""state_id"": 3, ""suite"": ""libero_object"", ""task_id"": 5, ""teacher_anchor_step"": 0, ""teacher_artifact_sha256"": ""312aeebdb5a7da7da05049b52823a1608649f57d5ab0766f21faff79db93873d"", ""teacher_confidence"": 0.5, ""teacher_invalid_reason"": """", ""teacher_label_valid"": true, ""teacher_window_end"": 10, ""teacher_window_start"": 0}",True,CLEAN2000_SUPERVISION_AUTH_V1_2/TEACHER_EVENT_INDEX.jsonl,d840aa6752fb0425d6d6da264bcb2bfd35157fc619338c6922eeb43d38ce397c,91,91,100,UNKNOWN,,False,real source differs from canonical constant/default fields
libero_object,5,libero_object/task_05/state_004/clean/attempt_01,"{""episode_key"": ""libero_object/task_05/state_004/clean/attempt_01"", ""n_privileged_records"": 169, ""parent_key"": ""libero_object/task_05/state_004"", ""state_id"": 4, ""suite"": ""libero_object"", ""task_id"": 5, ""teacher_anchor_step"": 0, ""teacher_artifact_sha256"": ""d6a6979bc4c01c32e064e1ed4df4e7b891c5d7ce195c4de8480e1f0e4bb59564"", ""teacher_confidence"": 0.5, ""teacher_invalid_reason"": """", ""teacher_label_valid"": true, ""teacher_window_end"": 10, ""teacher_window_start"": 0}",True,CLEAN2000_SUPERVISION_AUTH_V1_2/TEACHER_EVENT_INDEX.jsonl,d840aa6752fb0425d6d6da264bcb2bfd35157fc619338c6922eeb43d38ce397c,113,113,122,UNKNOWN,,False,real source differs from canonical constant/default fields
libero_object,6,libero_object/task_06/state_000/clean/attempt_01,"{""episode_key"": ""libero_object/task_06/state_000/clean/attempt_01"", ""n_privileged_records"": 143, ""parent_key"": ""libero_object/task_06/state_000"", ""state_id"": 0, ""suite"": ""libero_object"", ""task_id"": 6, ""teacher_anchor_step"": 0, ""teacher_artifact_sha256"": ""1337ade729c43ceb38ec5696d1e58cc216f864e17cfec184d0b66caca834cc6e"", ""teacher_confidence"": 0.5, ""teacher_invalid_reason"": """", ""teacher_label_valid"": true, ""teacher_window_end"": 10, ""teacher_window_start"": 0}",True,CLEAN2000_SUPERVISION_AUTH_V1_2/TEACHER_EVENT_INDEX.jsonl,d840aa6752fb0425d6d6da264bcb2bfd35157fc619338c6922eeb43d38ce397c,78,78,87,UNKNOWN,,False,real source differs from canonical constant/default fields
libero_object,6,libero_object/task_06/state_001/clean/attempt_01,"{""episode_key"": ""libero_object/task_06/state_001/clean/attempt_01"", ""n_privileged_records"": 400, ""parent_key"": ""libero_object/task_06/state_001"", ""state_id"": 1, ""suite"": ""libero_object"", ""task_id"": 6, ""teacher_anchor_step"": 0, ""teacher_artifact_sha256"": ""cbb38ea80754bf447bd4bf319abbf586a1b0fe110cf5dffd0953e53db146459e"", ""teacher_confidence"": 0.5, ""teacher_invalid_reason"": """", ""teacher_label_valid"": true, ""teacher_window_end"": 10, ""teacher_window_start"": 0}",True,CLEAN2000_SUPERVISION_AUTH_V1_2/TEACHER_EVENT_INDEX.jsonl,d840aa6752fb0425d6d6da264bcb2bfd35157fc619338c6922eeb43d38ce397c,-1,-1,-1,UNKNOWN,,False,real source differs from canonical constant/default fields
libero_object,6,libero_object/task_06/state_002/clean/attempt_01,"{""episode_key"": ""libero_object/task_06/state_002/clean/attempt_01"", ""n_privileged_records"": 149, ""parent_key"": ""libero_object/task_06/state_002"", ""state_id"": 2, ""suite"": ""libero_object"", ""task_id"": 6, ""teacher_anchor_step"": 0, ""teacher_artifact_sha256"": ""fb246a9923761303ee3a1d7a165db2c1ff364e2c3820c37e207b498a36bc8d7a"", ""teacher_confidence"": 0.5, ""teacher_invalid_reason"": """", ""teacher_label_valid"": true, ""teacher_window_end"": 10, ""teacher_window_start"": 0}",True,CLEAN2000_SUPERVISION_AUTH_V1_2/TEACHER_EVENT_INDEX.jsonl,d840aa6752fb0425d6d6da264bcb2bfd35157fc619338c6922eeb43d38ce397c,83,83,92,UNKNOWN,,False,real source differs from canonical constant/default fields
