path,relative_path,type,size,mtime,sha256,git_tracked,git_status,scientific_relevance,used_by_experiment,contains_secret_risk,preservation_status,notes
/mnt/sdc/dty_user/openvla_attack/migration_audit/detector/c0_deterministic_fp32.json,migration_audit/detector/c0_deterministic_fp32.json,json,739,1782064914.9239807,26a1feb4baeaab45849d27171032e47eda4e0788e3cdba9cde1f693ca7c13274,False,untracked,UNKNOWN,UNKNOWN,UNREVIEWED,INVENTORIED_NOT_COPIED,from git status --porcelain
/mnt/sdc/dty_user/openvla_attack/migration_audit/detector/c0_noninterference_report.json,migration_audit/detector/c0_noninterference_report.json,json,1352,1782063619.3864186,0d7b2d7cba212b29ba6ce3fe45ccef8a3afc9054790b4683d63a95de14881f7e,False,untracked,UNKNOWN,UNKNOWN,UNREVIEWED,INVENTORIED_NOT_COPIED,from git status --porcelain
/mnt/sdc/dty_user/openvla_attack/migration_audit/detector/gripper_boundary_audit.json,migration_audit/detector/gripper_boundary_audit.json,json,455,1782059956.0592172,0d7ca91e7cbd9ff31e9b7cad2ac018ea075ded5025b8c87bd200992ee8c60102,False,untracked,UNKNOWN,UNKNOWN,UNREVIEWED,INVENTORIED_NOT_COPIED,from git status --porcelain
/mnt/sdc/dty_user/openvla_attack/migration_audit/m1c/sc5_v2_data/SC5_V2_STEP_DATASET.csv,migration_audit/m1c/sc5_v2_data/SC5_V2_STEP_DATASET.csv,csv,41594003,1782359503.8974106,SKIPPED_LARGE,False,untracked,UNKNOWN,UNKNOWN,UNREVIEWED,INVENTORIED_NOT_COPIED,from git status --porcelain
/mnt/sdc/dty_user/openvla_attack/patch_tma.py,patch_tma.py,py,5840,1782434932.7815473,470b560000e6c2ccc9abf6da1a141ec21c800640f4c4eb2777964ddc5b79a3c0,False,untracked,UNKNOWN,UNKNOWN,UNREVIEWED,INVENTORIED_NOT_COPIED,from git status --porcelain
/mnt/sdc/dty_user/openvla_attack/run_v5_lean_collector.py,run_v5_lean_collector.py,py,9010,1782240402.509162,351140df78e88fe134bb3bd2a4e106ac0016327020cfb7223b42ab6008707665,False,untracked,UNKNOWN,UNKNOWN,UNREVIEWED,INVENTORIED_NOT_COPIED,from git status --porcelain
/mnt/sdc/dty_user/openvla_attack/scripts/attack_adapter.py,scripts/attack_adapter.py,py,98493,1782376671.441928,b28c57e9c002662110b92607e2b698f98a2688b9467517a985e64e75989644f4,False,untracked,UNKNOWN,UNKNOWN,UNREVIEWED,INVENTORIED_NOT_COPIED,from git status --porcelain
/mnt/sdc/dty_user/openvla_attack/scripts/detector/libero_spatial_object_target_binding.json,scripts/detector/libero_spatial_object_target_binding.json,json,2647,1782055987.5710218,28188f63671d3da9c754073b460ab4a193140ae65632e7bf49db21c0f65a7913,False,untracked,UNKNOWN,UNKNOWN,UNREVIEWED,INVENTORIED_NOT_COPIED,from git status --porcelain
/mnt/sdc/dty_user/openvla_attack/scripts/detector/sc5mlp_v1.py,scripts/detector/sc5mlp_v1.py,py,1954,1782055987.2590177,52f52df02707e9f66709d48b78fc4592150d6e9e0c08b62c9373839db34e74f0,False,untracked,UNKNOWN,UNKNOWN,UNREVIEWED,INVENTORIED_NOT_COPIED,from git status --porcelain
/mnt/sdc/dty_user/openvla_attack/scripts/detector/upstream_sc5_corpus_plan.json,scripts/detector/upstream_sc5_corpus_plan.json,json,8782,1782055987.4150198,7028b56882d47d8b083cd911dde42ed69f179b63b1b185db3372419389ecaeb8,False,untracked,UNKNOWN,UNKNOWN,UNREVIEWED,INVENTORIED_NOT_COPIED,from git status --porcelain
/mnt/sdc/dty_user/openvla_attack/scripts/hold_gpu4.py,scripts/hold_gpu4.py,py,349,1782023660.1563017,43930894946efcd67aaf5832fce94c1cee34f70873f4ac9dfe172f2c33519f49,False,untracked,UNKNOWN,UNKNOWN,UNREVIEWED,INVENTORIED_NOT_COPIED,from git status --porcelain
/mnt/sdc/dty_user/openvla_attack/scripts/infra/run_bf16_flash2_static_matrix.py,scripts/infra/run_bf16_flash2_static_matrix.py,py,4254,1782017245.978039,6ea2c10b1216e95f91618c5e811ff15a7c22ecb84e500266624baeda2920227f,False,untracked,UNKNOWN,UNKNOWN,UNREVIEWED,INVENTORIED_NOT_COPIED,from git status --porcelain
/mnt/sdc/dty_user/openvla_attack/scripts/m1a_install_all.sh,scripts/m1a_install_all.sh,sh,2236,1781946727.0372212,0183219b7e90104084f379cd9c41c4f13dbd2ac28612d4f44f7910657b31a77c,False,untracked,UNKNOWN,UNKNOWN,UNREVIEWED,INVENTORIED_NOT_COPIED,from git status --porcelain
/mnt/sdc/dty_user/openvla_attack/scripts/m1a_install_pytorch.sh,scripts/m1a_install_pytorch.sh,sh,1159,1781945179.8676975,cd26f366dbbda06eaf442d3ab7dfee59e03250e49aa8f6098276a8ce23b0668e,False,untracked,UNKNOWN,UNKNOWN,UNREVIEWED,INVENTORIED_NOT_COPIED,from git status --porcelain
/mnt/sdc/dty_user/openvla_attack/scripts/m1a_install_torch_v2.sh,scripts/m1a_install_torch_v2.sh,sh,1412,1781945921.6260378,97142e90f23b1a3ff6ceb0dbb8f6be5464a6125c31914a8ac5afa3236a39af59,False,untracked,UNKNOWN,UNKNOWN,UNREVIEWED,INVENTORIED_NOT_COPIED,from git status --porcelain
/mnt/sdc/dty_user/openvla_attack/scripts/phase8_controller_v2.py,scripts/phase8_controller_v2.py,py,5909,1782551715.5121088,87756453c2f5f3ec00a35b5656eda6e56c657fada0b3a6670174b499baeedec2,False,untracked,UNKNOWN,UNKNOWN,UNREVIEWED,INVENTORIED_NOT_COPIED,from git status --porcelain
/mnt/sdc/dty_user/openvla_attack/scripts/phase8_final_audit.py,scripts/phase8_final_audit.py,py,7570,1782567800.131855,90609acc726ef6161ff37ebf2f1783293dc1b72dcfd92c7d1a5aa090b6a100f7,False,untracked,UNKNOWN,UNKNOWN,UNREVIEWED,INVENTORIED_NOT_COPIED,from git status --porcelain
/mnt/sdc/dty_user/openvla_attack/scripts/phase8_oracle_experiment.py,scripts/phase8_oracle_experiment.py,py,5312,1782569446.2162735,32ea89acbc38f0dfbaf8645d2f5f1de71dbaf66f7785ffa706d1b599e9191f04,False,untracked,UNKNOWN,UNKNOWN,UNREVIEWED,INVENTORIED_NOT_COPIED,from git status --porcelain
/mnt/sdc/dty_user/openvla_attack/scripts/phase8_patch_bridge.py,scripts/phase8_patch_bridge.py,py,4618,1782548313.8344297,cee3dcd46c286c117ef1ac67c070ae9947c42edb4c321835a9847610b60dd8a9,False,untracked,UNKNOWN,UNKNOWN,UNREVIEWED,INVENTORIED_NOT_COPIED,from git status --porcelain
/mnt/sdc/dty_user/openvla_attack/scripts/phase8_probe_suite_objects.py,scripts/phase8_probe_suite_objects.py,py,5994,1782547981.9815395,b993b1b1dd1500ce2f7f36b217e2713d431c35c04339a99f2a07470afcce94cf,False,untracked,UNKNOWN,UNKNOWN,UNREVIEWED,INVENTORIED_NOT_COPIED,from git status --porcelain
/mnt/sdc/dty_user/openvla_attack/scripts/phase8_worker_v2.sh,scripts/phase8_worker_v2.sh,sh,6847,1782562366.8816876,6f4da27ab04e834a211e6018e7b1eeb36e29671d8d07c2e38f78088767b7474c,False,untracked,UNKNOWN,UNKNOWN,UNREVIEWED,INVENTORIED_NOT_COPIED,from git status --porcelain
/mnt/sdc/dty_user/openvla_attack/scripts/stageb/audit_phase7_table1_object.py,scripts/stageb/audit_phase7_table1_object.py,py,11251,1782407486.033638,3b1de0a7f92db73a8207d76c412c8817145a8a8bdd13cb6e3f408ee39c1786c3,False,untracked,UNKNOWN,UNKNOWN,UNREVIEWED,INVENTORIED_NOT_COPIED,from git status --porcelain
/mnt/sdc/dty_user/openvla_attack/scripts/stageb/audit_sc5_object_raw_availability_v1.py,scripts/stageb/audit_sc5_object_raw_availability_v1.py,py,7482,1782577192.801346,bde57fa2c806d453d771647afebedff95ca30302e9932135a4a353e43b673caf,False,untracked,UNKNOWN,UNKNOWN,UNREVIEWED,INVENTORIED_NOT_COPIED,from git status --porcelain
/mnt/sdc/dty_user/openvla_attack/scripts/stageb/audit_sc5_teacher_replay_60cell_v1.py,scripts/stageb/audit_sc5_teacher_replay_60cell_v1.py,py,5794,1782577880.3556206,a964715a197345465174911771db94dc1b3a9e693e9f0aa71e8bde389b5d340e,False,untracked,UNKNOWN,UNKNOWN,UNREVIEWED,INVENTORIED_NOT_COPIED,from git status --porcelain
/mnt/sdc/dty_user/openvla_attack/scripts/stageb/build_features_fold0_v1.py,scripts/stageb/build_features_fold0_v1.py,py,9257,1782618149.7697854,db63b4da530abc67c072b73dbcb4a99b9c5b90c4f57019326c105cedfa125003,False,untracked,UNKNOWN,UNKNOWN,UNREVIEWED,INVENTORIED_NOT_COPIED,from git status --porcelain
/mnt/sdc/dty_user/openvla_attack/scripts/stageb/build_formal_nc_safety_panel.py,scripts/stageb/build_formal_nc_safety_panel.py,py,6612,1782407346.0038989,3e0f9f82bf830de12c183d9f1bba307a7283f4294994bdce1102aa97799182a3,False,untracked,UNKNOWN,UNKNOWN,UNREVIEWED,INVENTORIED_NOT_COPIED,from git status --porcelain
/mnt/sdc/dty_user/openvla_attack/scripts/stageb/build_phase7_table1_object.py,scripts/stageb/build_phase7_table1_object.py,py,21699,1782407484.5136192,ace1626c3326445efbe69c66deaa7a674d3274f626fb86afe3cf9db5c390db4d,False,untracked,UNKNOWN,UNKNOWN,UNREVIEWED,INVENTORIED_NOT_COPIED,from git status --porcelain
/mnt/sdc/dty_user/openvla_attack/scripts/stageb/build_sc5_loto_fold_v3.py,scripts/stageb/build_sc5_loto_fold_v3.py,py,11803,1782634697.4463391,e0b9218fb8e9a3afe375249dc3642dafdce3f41e23b1c5c721ec29941ca9ddb5,False,untracked,UNKNOWN,UNKNOWN,UNREVIEWED,INVENTORIED_NOT_COPIED,from git status --porcelain
/mnt/sdc/dty_user/openvla_attack/scripts/stageb/build_sc5_object_final_fold0_v1.py,scripts/stageb/build_sc5_object_final_fold0_v1.py,py,20825,1782618019.7798352,22e2e1cf5f21c83a12fb538cacde78da3a38c697584ba7b024762ab55d9d00ee,False,untracked,UNKNOWN,UNKNOWN,UNREVIEWED,INVENTORIED_NOT_COPIED,from git status --porcelain
/mnt/sdc/dty_user/openvla_attack/scripts/stageb/build_sc5_object_loto_v1.py,scripts/stageb/build_sc5_object_loto_v1.py,py,11457,1782576757.2029123,d0685cc9d188ced3f6c98420de4cb37a24f205d2c001d0f86dc8cc8fa71bd9e6,False,untracked,UNKNOWN,UNKNOWN,UNREVIEWED,INVENTORIED_NOT_COPIED,from git status --porcelain
/mnt/sdc/dty_user/openvla_attack/scripts/stageb/build_sc5_object_strict_fold0_v1.py,scripts/stageb/build_sc5_object_strict_fold0_v1.py,py,15892,1782585004.8264842,072642c2f939ac07274042ceff06162ff7c9a133360809a3b45f2781be4bb02c,False,untracked,UNKNOWN,UNKNOWN,UNREVIEWED,INVENTORIED_NOT_COPIED,from git status --porcelain
/mnt/sdc/dty_user/openvla_attack/scripts/stageb/collect_privileged_object_v1.py,scripts/stageb/collect_privileged_object_v1.py,py,9682,1782581331.263096,38970bb69868ec138f1ed357b3c0bd2b9399e2cc9cf538a09360d6389bcdadd4,False,untracked,UNKNOWN,UNKNOWN,UNREVIEWED,INVENTORIED_NOT_COPIED,from git status --porcelain
/mnt/sdc/dty_user/openvla_attack/scripts/stageb/collect_sc5_object_privileged_v1.py,scripts/stageb/collect_sc5_object_privileged_v1.py,py,8854,1782579215.5755134,3913ee41ed658dffcbc0e694c073e0e897800150e96900ebe7fc3b14393ee6bb,False,untracked,UNKNOWN,UNKNOWN,UNREVIEWED,INVENTORIED_NOT_COPIED,from git status --porcelain
/mnt/sdc/dty_user/openvla_attack/scripts/stageb/convert_telemetry_to_privileged_v1.py,scripts/stageb/convert_telemetry_to_privileged_v1.py,py,3956,1782582032.581578,e607889c363df55904547327b1063832f5a2bef0fd8e7719a898896bd9650f6c,False,untracked,UNKNOWN,UNKNOWN,UNREVIEWED,INVENTORIED_NOT_COPIED,from git status --porcelain
/mnt/sdc/dty_user/openvla_attack/scripts/stageb/eval_sc5_loto_heldout_v1.py,scripts/stageb/eval_sc5_loto_heldout_v1.py,py,15151,1782667446.7946985,d6140f089c1fe7cfcdccc37a37ef39d8cbe676c09bf443242d8a8b7d2ba07b81,False,untracked,UNKNOWN,UNKNOWN,UNREVIEWED,INVENTORIED_NOT_COPIED,from git status --porcelain
/mnt/sdc/dty_user/openvla_attack/scripts/stageb/eval_sc5_strict_fold0_v1.py,scripts/stageb/eval_sc5_strict_fold0_v1.py,py,22871,1782623104.9010656,2324c2cd21c307a5ee2d56bc328a2eed5956b69c88efe9807837b52040571898,False,untracked,UNKNOWN,UNKNOWN,UNREVIEWED,INVENTORIED_NOT_COPIED,from git status --porcelain
/mnt/sdc/dty_user/openvla_attack/scripts/stageb/generate_clean1500_manifest_v1.py,scripts/stageb/generate_clean1500_manifest_v1.py,py,2774,1782659225.6051261,1205213f04dee6110fd62140a646738e412ccf7c4feff3088f19319a228cb805,False,untracked,UNKNOWN,UNKNOWN,UNREVIEWED,INVENTORIED_NOT_COPIED,from git status --porcelain
/mnt/sdc/dty_user/openvla_attack/scripts/stageb/materialize_sc5_loto_heldout_labels_v2.py,scripts/stageb/materialize_sc5_loto_heldout_labels_v2.py,py,7641,1782667476.8471658,6ae512576228a0008de54d4d2c12ee90a8b3699561b450d0ae9b04d581085453,False,untracked,UNKNOWN,UNKNOWN,UNREVIEWED,INVENTORIED_NOT_COPIED,from git status --porcelain
/mnt/sdc/dty_user/openvla_attack/scripts/stageb/rebuild_features_v2.py,scripts/stageb/rebuild_features_v2.py,py,16972,1782619375.1363099,09511e5388f0b1a6f3b5b7a6597cbcec5529583afd0dcd65334492f8be5a4381,False,untracked,UNKNOWN,UNKNOWN,UNREVIEWED,INVENTORIED_NOT_COPIED,from git status --porcelain
/mnt/sdc/dty_user/openvla_attack/scripts/stageb/run_census_relabel.py,scripts/stageb/run_census_relabel.py,py,12032,1782391041.9415133,51e482003a02d91719efd8b7c03f970896ab3ad8e63fe959f0fb221be098299c,False,untracked,UNKNOWN,UNKNOWN,UNREVIEWED,INVENTORIED_NOT_COPIED,from git status --porcelain
/mnt/sdc/dty_user/openvla_attack/scripts/stageb/run_cross_suite_clean1500_queue_v1.py,scripts/stageb/run_cross_suite_clean1500_queue_v1.py,py,4232,1782659226.9651463,e136cb50b644fac8138bf20b85d0e72b74852bb15dfe915c76611c3e9cda3fc6,False,untracked,UNKNOWN,UNKNOWN,UNREVIEWED,INVENTORIED_NOT_COPIED,from git status --porcelain
/mnt/sdc/dty_user/openvla_attack/scripts/stageb/run_cross_suite_clean_v3.py,scripts/stageb/run_cross_suite_clean_v3.py,py,16893,1782793205.5672135,0667a43d74254817e8ce7471a47961c257b0fefabbb6b869780d553783801ccd,False,untracked,UNKNOWN,UNKNOWN,UNREVIEWED,INVENTORIED_NOT_COPIED,from git status --porcelain
/mnt/sdc/dty_user/openvla_attack/scripts/stageb/run_cross_suite_clean_v3.py.bak,scripts/stageb/run_cross_suite_clean_v3.py.bak,bak,16973,1782793104.273647,e98754bdcf766356f8c07eb8d87224e4eea6d8ccbc90613c665591c9bb788b06,False,untracked,UNKNOWN,UNKNOWN,UNREVIEWED,INVENTORIED_NOT_COPIED,from git status --porcelain
/mnt/sdc/dty_user/openvla_attack/scripts/stageb/run_m0e_object_e2e.py,scripts/stageb/run_m0e_object_e2e.py,py,3827,1782098731.2996223,235d040b6eaba0b445b4812b6259b7a61e8f2a5a77754b3f45977a4400d78faa,False,untracked,UNKNOWN,UNKNOWN,UNREVIEWED,INVENTORIED_NOT_COPIED,from git status --porcelain
/mnt/sdc/dty_user/openvla_attack/scripts/stageb/run_multi_detector_replay.py,scripts/stageb/run_multi_detector_replay.py,py,7198,1782389027.2976627,ffee1a0a4feceaa9780835e5a547d024bf238c411b8e8953485f3ee57772eac9,False,untracked,UNKNOWN,UNKNOWN,UNREVIEWED,INVENTORIED_NOT_COPIED,from git status --porcelain
/mnt/sdc/dty_user/openvla_attack/scripts/stageb/run_nc_relabel.py,scripts/stageb/run_nc_relabel.py,py,8056,1782389027.4856653,6ca3d31c5f121b735f824803066276239a345f98bc6d786d6eb934346fc24007,False,untracked,UNKNOWN,UNKNOWN,UNREVIEWED,INVENTORIED_NOT_COPIED,from git status --porcelain
/mnt/sdc/dty_user/openvla_attack/scripts/stageb/run_p0_closeout.py,scripts/stageb/run_p0_closeout.py,py,10074,1782389081.6584105,c15314e57c7bba52e135a412b60973bfea65e15c8df3db3e4114cac25692f198,False,untracked,UNKNOWN,UNKNOWN,UNREVIEWED,INVENTORIED_NOT_COPIED,from git status --porcelain
/mnt/sdc/dty_user/openvla_attack/scripts/stageb/run_sota_worker.py,scripts/stageb/run_sota_worker.py,py,7122,1782928107.405626,46250ffc32305482fcb7daa72a6a718c999f8176a374e2cd4f24244e784861d6,False,untracked,UNKNOWN,UNKNOWN,UNREVIEWED,INVENTORIED_NOT_COPIED,from git status --porcelain
/mnt/sdc/dty_user/openvla_attack/scripts/stageb/run_v2_vis_sc5_mlp_bridge.py.bak,scripts/stageb/run_v2_vis_sc5_mlp_bridge.py.bak,bak,17234,1782108966.1568115,8deec28d0a2397a477376e7b29d14e4a828218a0fc472cfc25c61cc09e60a6c1,False,untracked,UNKNOWN,UNKNOWN,UNREVIEWED,INVENTORIED_NOT_COPIED,from git status --porcelain
/mnt/sdc/dty_user/openvla_attack/scripts/stageb/run_v2_vis_sc5_mlp_bridge.py.m1bak,scripts/stageb/run_v2_vis_sc5_mlp_bridge.py.m1bak,m1bak,17234,1782109077.7624934,8deec28d0a2397a477376e7b29d14e4a828218a0fc472cfc25c61cc09e60a6c1,False,untracked,UNKNOWN,UNKNOWN,UNREVIEWED,INVENTORIED_NOT_COPIED,from git status --porcelain
/mnt/sdc/dty_user/openvla_attack/scripts/stageb/run_v2_vis_sc5_mlp_bridge.py.suppbak,scripts/stageb/run_v2_vis_sc5_mlp_bridge.py.suppbak,suppbak,21168,1782410659.4109647,33e7420829cb0b31e127d42fdaa3bfc34ce9ed6042605ac359e998c985dba9d0,False,untracked,UNKNOWN,UNKNOWN,UNREVIEWED,INVENTORIED_NOT_COPIED,from git status --porcelain
