backup_component,relative_path,source_size,destination_size,source_sha256,destination_sha256,source_path,destination_path,path_present_in_destination,size_match,sha256_match,status
object,CLEAN/MANIFEST_retry_gpu1.jsonl,3873,3873,ea8d0b78666ad7cee25cd6fbe07e71e7c2d73377c29161420db21e556e41504a,ea8d0b78666ad7cee25cd6fbe07e71e7c2d73377c29161420db21e556e41504a,/mnt/sdc/dty_user/openvla_attack/evidence/sc5_object_privileged_loto_v1/vis_heldout_formal_v1/CLEAN/MANIFEST_retry_gpu1.jsonl,/data/liuyu/openvla_gripper_freeze/20260702_codex_verified_v3/object/vis_heldout_formal_v1/CLEAN/MANIFEST_retry_gpu1.jsonl,True,True,True,PASS
object,CLEAN/MANIFEST_retry_gpu3.jsonl,3872,3872,003ef30cc9e2d2c326f7ea42af2ca8899f3825f832bcba94d20b4f063fab365c,003ef30cc9e2d2c326f7ea42af2ca8899f3825f832bcba94d20b4f063fab365c,/mnt/sdc/dty_user/openvla_attack/evidence/sc5_object_privileged_loto_v1/vis_heldout_formal_v1/CLEAN/MANIFEST_retry_gpu3.jsonl,/data/liuyu/openvla_gripper_freeze/20260702_codex_verified_v3/object/vis_heldout_formal_v1/CLEAN/MANIFEST_retry_gpu3.jsonl,True,True,True,PASS
object,CLEAN/fold_01/state_0/det_seed_1/pert_seed_0/episode_summary.json,930,930,bf29d8bf5f132cffc27612dca1a40565b7854e1989d32cd741ca5485a05fc8e3,bf29d8bf5f132cffc27612dca1a40565b7854e1989d32cd741ca5485a05fc8e3,/mnt/sdc/dty_user/openvla_attack/evidence/sc5_object_privileged_loto_v1/vis_heldout_formal_v1/CLEAN/fold_01/state_0/det_seed_1/pert_seed_0/episode_summary.json,/data/liuyu/openvla_gripper_freeze/20260702_codex_verified_v3/object/vis_heldout_formal_v1/CLEAN/fold_01/state_0/det_seed_1/pert_seed_0/episode_summary.json,True,True,True,PASS
object,CLEAN/fold_01/state_0/det_seed_1/pert_seed_0/stderr.log,10737,10737,35bba54b17a03265a592c7c53840540a05192e3b4daab469c356574de3be6dde,35bba54b17a03265a592c7c53840540a05192e3b4daab469c356574de3be6dde,/mnt/sdc/dty_user/openvla_attack/evidence/sc5_object_privileged_loto_v1/vis_heldout_formal_v1/CLEAN/fold_01/state_0/det_seed_1/pert_seed_0/stderr.log,/data/liuyu/openvla_gripper_freeze/20260702_codex_verified_v3/object/vis_heldout_formal_v1/CLEAN/fold_01/state_0/det_seed_1/pert_seed_0/stderr.log,True,True,True,PASS
object,CLEAN/fold_01/state_0/det_seed_1/pert_seed_0/stdout.log,387,387,699a8d1d2dda2408c1561c928e3431d280898a6013e4cccaebbaa3e55cc76a39,699a8d1d2dda2408c1561c928e3431d280898a6013e4cccaebbaa3e55cc76a39,/mnt/sdc/dty_user/openvla_attack/evidence/sc5_object_privileged_loto_v1/vis_heldout_formal_v1/CLEAN/fold_01/state_0/det_seed_1/pert_seed_0/stdout.log,/data/liuyu/openvla_gripper_freeze/20260702_codex_verified_v3/object/vis_heldout_formal_v1/CLEAN/fold_01/state_0/det_seed_1/pert_seed_0/stdout.log,True,True,True,PASS
object,CLEAN/fold_01/state_0/det_seed_1/pert_seed_0/step_telemetry.csv,154267,154267,e904726d3cbf8b7480caa75df0758ce90e4a37c7e2c2d10a87035f186332e21f,e904726d3cbf8b7480caa75df0758ce90e4a37c7e2c2d10a87035f186332e21f,/mnt/sdc/dty_user/openvla_attack/evidence/sc5_object_privileged_loto_v1/vis_heldout_formal_v1/CLEAN/fold_01/state_0/det_seed_1/pert_seed_0/step_telemetry.csv,/data/liuyu/openvla_gripper_freeze/20260702_codex_verified_v3/object/vis_heldout_formal_v1/CLEAN/fold_01/state_0/det_seed_1/pert_seed_0/step_telemetry.csv,True,True,True,PASS
object,CLEAN/fold_01/state_0/det_seed_1/pert_seed_1/episode_summary.json,930,930,bf29d8bf5f132cffc27612dca1a40565b7854e1989d32cd741ca5485a05fc8e3,bf29d8bf5f132cffc27612dca1a40565b7854e1989d32cd741ca5485a05fc8e3,/mnt/sdc/dty_user/openvla_attack/evidence/sc5_object_privileged_loto_v1/vis_heldout_formal_v1/CLEAN/fold_01/state_0/det_seed_1/pert_seed_1/episode_summary.json,/data/liuyu/openvla_gripper_freeze/20260702_codex_verified_v3/object/vis_heldout_formal_v1/CLEAN/fold_01/state_0/det_seed_1/pert_seed_1/episode_summary.json,True,True,True,PASS
object,CLEAN/fold_01/state_0/det_seed_1/pert_seed_1/stderr.log,10737,10737,a2401128f866c2e7b9ab21644232fb6204b6135909b8a4cb875894e34c87f2be,a2401128f866c2e7b9ab21644232fb6204b6135909b8a4cb875894e34c87f2be,/mnt/sdc/dty_user/openvla_attack/evidence/sc5_object_privileged_loto_v1/vis_heldout_formal_v1/CLEAN/fold_01/state_0/det_seed_1/pert_seed_1/stderr.log,/data/liuyu/openvla_gripper_freeze/20260702_codex_verified_v3/object/vis_heldout_formal_v1/CLEAN/fold_01/state_0/det_seed_1/pert_seed_1/stderr.log,True,True,True,PASS
object,CLEAN/fold_01/state_0/det_seed_1/pert_seed_1/stdout.log,387,387,699a8d1d2dda2408c1561c928e3431d280898a6013e4cccaebbaa3e55cc76a39,699a8d1d2dda2408c1561c928e3431d280898a6013e4cccaebbaa3e55cc76a39,/mnt/sdc/dty_user/openvla_attack/evidence/sc5_object_privileged_loto_v1/vis_heldout_formal_v1/CLEAN/fold_01/state_0/det_seed_1/pert_seed_1/stdout.log,/data/liuyu/openvla_gripper_freeze/20260702_codex_verified_v3/object/vis_heldout_formal_v1/CLEAN/fold_01/state_0/det_seed_1/pert_seed_1/stdout.log,True,True,True,PASS
object,CLEAN/fold_01/state_0/det_seed_1/pert_seed_1/step_telemetry.csv,154273,154273,a0c169dbf89d1d7a94ee264cd947b13ee1cf00807eaef15cae2c177e1d150c66,a0c169dbf89d1d7a94ee264cd947b13ee1cf00807eaef15cae2c177e1d150c66,/mnt/sdc/dty_user/openvla_attack/evidence/sc5_object_privileged_loto_v1/vis_heldout_formal_v1/CLEAN/fold_01/state_0/det_seed_1/pert_seed_1/step_telemetry.csv,/data/liuyu/openvla_gripper_freeze/20260702_codex_verified_v3/object/vis_heldout_formal_v1/CLEAN/fold_01/state_0/det_seed_1/pert_seed_1/step_telemetry.csv,True,True,True,PASS
object,CLEAN/fold_01/state_0/det_seed_1/pert_seed_2/episode_summary.json,930,930,bf29d8bf5f132cffc27612dca1a40565b7854e1989d32cd741ca5485a05fc8e3,bf29d8bf5f132cffc27612dca1a40565b7854e1989d32cd741ca5485a05fc8e3,/mnt/sdc/dty_user/openvla_attack/evidence/sc5_object_privileged_loto_v1/vis_heldout_formal_v1/CLEAN/fold_01/state_0/det_seed_1/pert_seed_2/episode_summary.json,/data/liuyu/openvla_gripper_freeze/20260702_codex_verified_v3/object/vis_heldout_formal_v1/CLEAN/fold_01/state_0/det_seed_1/pert_seed_2/episode_summary.json,True,True,True,PASS
object,CLEAN/fold_01/state_0/det_seed_1/pert_seed_2/stderr.log,10737,10737,51d2dd79c30f01c7c6c987ce5761f6488ed31e82fee1f4f198843d4d01085edc,51d2dd79c30f01c7c6c987ce5761f6488ed31e82fee1f4f198843d4d01085edc,/mnt/sdc/dty_user/openvla_attack/evidence/sc5_object_privileged_loto_v1/vis_heldout_formal_v1/CLEAN/fold_01/state_0/det_seed_1/pert_seed_2/stderr.log,/data/liuyu/openvla_gripper_freeze/20260702_codex_verified_v3/object/vis_heldout_formal_v1/CLEAN/fold_01/state_0/det_seed_1/pert_seed_2/stderr.log,True,True,True,PASS
object,CLEAN/fold_01/state_0/det_seed_1/pert_seed_2/stdout.log,387,387,699a8d1d2dda2408c1561c928e3431d280898a6013e4cccaebbaa3e55cc76a39,699a8d1d2dda2408c1561c928e3431d280898a6013e4cccaebbaa3e55cc76a39,/mnt/sdc/dty_user/openvla_attack/evidence/sc5_object_privileged_loto_v1/vis_heldout_formal_v1/CLEAN/fold_01/state_0/det_seed_1/pert_seed_2/stdout.log,/data/liuyu/openvla_gripper_freeze/20260702_codex_verified_v3/object/vis_heldout_formal_v1/CLEAN/fold_01/state_0/det_seed_1/pert_seed_2/stdout.log,True,True,True,PASS
object,CLEAN/fold_01/state_0/det_seed_1/pert_seed_2/step_telemetry.csv,154270,154270,53861e6efbacdf3297de1c3ad5f2f5aeba57a990951ddb9d9514521f34f9633d,53861e6efbacdf3297de1c3ad5f2f5aeba57a990951ddb9d9514521f34f9633d,/mnt/sdc/dty_user/openvla_attack/evidence/sc5_object_privileged_loto_v1/vis_heldout_formal_v1/CLEAN/fold_01/state_0/det_seed_1/pert_seed_2/step_telemetry.csv,/data/liuyu/openvla_gripper_freeze/20260702_codex_verified_v3/object/vis_heldout_formal_v1/CLEAN/fold_01/state_0/det_seed_1/pert_seed_2/step_telemetry.csv,True,True,True,PASS
object,CLEAN/fold_01/state_0/det_seed_2/pert_seed_0/episode_summary.json,930,930,c9ff22d67bb1904586329fd552498e00d2dbb0b405b0d3e5c35a70108c03b58d,c9ff22d67bb1904586329fd552498e00d2dbb0b405b0d3e5c35a70108c03b58d,/mnt/sdc/dty_user/openvla_attack/evidence/sc5_object_privileged_loto_v1/vis_heldout_formal_v1/CLEAN/fold_01/state_0/det_seed_2/pert_seed_0/episode_summary.json,/data/liuyu/openvla_gripper_freeze/20260702_codex_verified_v3/object/vis_heldout_formal_v1/CLEAN/fold_01/state_0/det_seed_2/pert_seed_0/episode_summary.json,True,True,True,PASS
object,CLEAN/fold_01/state_0/det_seed_2/pert_seed_0/stderr.log,10737,10737,c427f77ae1b62f8d5e2d6cf927490286234ea9a13919f5200a5e045f19e73940,c427f77ae1b62f8d5e2d6cf927490286234ea9a13919f5200a5e045f19e73940,/mnt/sdc/dty_user/openvla_attack/evidence/sc5_object_privileged_loto_v1/vis_heldout_formal_v1/CLEAN/fold_01/state_0/det_seed_2/pert_seed_0/stderr.log,/data/liuyu/openvla_gripper_freeze/20260702_codex_verified_v3/object/vis_heldout_formal_v1/CLEAN/fold_01/state_0/det_seed_2/pert_seed_0/stderr.log,True,True,True,PASS
object,CLEAN/fold_01/state_0/det_seed_2/pert_seed_0/stdout.log,387,387,0f2187d36b4709f20f4b156cbd37cbe139cb838441787244e7298a58456d2bc1,0f2187d36b4709f20f4b156cbd37cbe139cb838441787244e7298a58456d2bc1,/mnt/sdc/dty_user/openvla_attack/evidence/sc5_object_privileged_loto_v1/vis_heldout_formal_v1/CLEAN/fold_01/state_0/det_seed_2/pert_seed_0/stdout.log,/data/liuyu/openvla_gripper_freeze/20260702_codex_verified_v3/object/vis_heldout_formal_v1/CLEAN/fold_01/state_0/det_seed_2/pert_seed_0/stdout.log,True,True,True,PASS
object,CLEAN/fold_01/state_0/det_seed_2/pert_seed_0/step_telemetry.csv,154707,154707,03c784d0729ac0ba0b2be024f7f0d272f8c58c0f871cd3318cc1b67da1170715,03c784d0729ac0ba0b2be024f7f0d272f8c58c0f871cd3318cc1b67da1170715,/mnt/sdc/dty_user/openvla_attack/evidence/sc5_object_privileged_loto_v1/vis_heldout_formal_v1/CLEAN/fold_01/state_0/det_seed_2/pert_seed_0/step_telemetry.csv,/data/liuyu/openvla_gripper_freeze/20260702_codex_verified_v3/object/vis_heldout_formal_v1/CLEAN/fold_01/state_0/det_seed_2/pert_seed_0/step_telemetry.csv,True,True,True,PASS
object,CLEAN/fold_01/state_0/det_seed_2/pert_seed_1/episode_summary.json,930,930,c9ff22d67bb1904586329fd552498e00d2dbb0b405b0d3e5c35a70108c03b58d,c9ff22d67bb1904586329fd552498e00d2dbb0b405b0d3e5c35a70108c03b58d,/mnt/sdc/dty_user/openvla_attack/evidence/sc5_object_privileged_loto_v1/vis_heldout_formal_v1/CLEAN/fold_01/state_0/det_seed_2/pert_seed_1/episode_summary.json,/data/liuyu/openvla_gripper_freeze/20260702_codex_verified_v3/object/vis_heldout_formal_v1/CLEAN/fold_01/state_0/det_seed_2/pert_seed_1/episode_summary.json,True,True,True,PASS
object,CLEAN/fold_01/state_0/det_seed_2/pert_seed_1/stderr.log,10737,10737,3ddd8728525781ad39ae6f34ff8536f38a1427e0a9ca677ffe3d9f9cbf7b31fa,3ddd8728525781ad39ae6f34ff8536f38a1427e0a9ca677ffe3d9f9cbf7b31fa,/mnt/sdc/dty_user/openvla_attack/evidence/sc5_object_privileged_loto_v1/vis_heldout_formal_v1/CLEAN/fold_01/state_0/det_seed_2/pert_seed_1/stderr.log,/data/liuyu/openvla_gripper_freeze/20260702_codex_verified_v3/object/vis_heldout_formal_v1/CLEAN/fold_01/state_0/det_seed_2/pert_seed_1/stderr.log,True,True,True,PASS
object,CLEAN/fold_01/state_0/det_seed_2/pert_seed_1/stdout.log,387,387,0f2187d36b4709f20f4b156cbd37cbe139cb838441787244e7298a58456d2bc1,0f2187d36b4709f20f4b156cbd37cbe139cb838441787244e7298a58456d2bc1,/mnt/sdc/dty_user/openvla_attack/evidence/sc5_object_privileged_loto_v1/vis_heldout_formal_v1/CLEAN/fold_01/state_0/det_seed_2/pert_seed_1/stdout.log,/data/liuyu/openvla_gripper_freeze/20260702_codex_verified_v3/object/vis_heldout_formal_v1/CLEAN/fold_01/state_0/det_seed_2/pert_seed_1/stdout.log,True,True,True,PASS
object,CLEAN/fold_01/state_0/det_seed_2/pert_seed_1/step_telemetry.csv,154707,154707,f130e1833504008061e65923af82ec2f2dbe9b2075d5ef12e34dcff33549d773,f130e1833504008061e65923af82ec2f2dbe9b2075d5ef12e34dcff33549d773,/mnt/sdc/dty_user/openvla_attack/evidence/sc5_object_privileged_loto_v1/vis_heldout_formal_v1/CLEAN/fold_01/state_0/det_seed_2/pert_seed_1/step_telemetry.csv,/data/liuyu/openvla_gripper_freeze/20260702_codex_verified_v3/object/vis_heldout_formal_v1/CLEAN/fold_01/state_0/det_seed_2/pert_seed_1/step_telemetry.csv,True,True,True,PASS
object,CLEAN/fold_01/state_0/det_seed_2/pert_seed_2/episode_summary.json,930,930,c9ff22d67bb1904586329fd552498e00d2dbb0b405b0d3e5c35a70108c03b58d,c9ff22d67bb1904586329fd552498e00d2dbb0b405b0d3e5c35a70108c03b58d,/mnt/sdc/dty_user/openvla_attack/evidence/sc5_object_privileged_loto_v1/vis_heldout_formal_v1/CLEAN/fold_01/state_0/det_seed_2/pert_seed_2/episode_summary.json,/data/liuyu/openvla_gripper_freeze/20260702_codex_verified_v3/object/vis_heldout_formal_v1/CLEAN/fold_01/state_0/det_seed_2/pert_seed_2/episode_summary.json,True,True,True,PASS
object,CLEAN/fold_01/state_0/det_seed_2/pert_seed_2/stderr.log,10737,10737,3a8bf0ab4d1c0b01cfc5d8d31ede4f4ec8ca16352637981feb1579b97afa6be2,3a8bf0ab4d1c0b01cfc5d8d31ede4f4ec8ca16352637981feb1579b97afa6be2,/mnt/sdc/dty_user/openvla_attack/evidence/sc5_object_privileged_loto_v1/vis_heldout_formal_v1/CLEAN/fold_01/state_0/det_seed_2/pert_seed_2/stderr.log,/data/liuyu/openvla_gripper_freeze/20260702_codex_verified_v3/object/vis_heldout_formal_v1/CLEAN/fold_01/state_0/det_seed_2/pert_seed_2/stderr.log,True,True,True,PASS
object,CLEAN/fold_01/state_0/det_seed_2/pert_seed_2/stdout.log,387,387,0f2187d36b4709f20f4b156cbd37cbe139cb838441787244e7298a58456d2bc1,0f2187d36b4709f20f4b156cbd37cbe139cb838441787244e7298a58456d2bc1,/mnt/sdc/dty_user/openvla_attack/evidence/sc5_object_privileged_loto_v1/vis_heldout_formal_v1/CLEAN/fold_01/state_0/det_seed_2/pert_seed_2/stdout.log,/data/liuyu/openvla_gripper_freeze/20260702_codex_verified_v3/object/vis_heldout_formal_v1/CLEAN/fold_01/state_0/det_seed_2/pert_seed_2/stdout.log,True,True,True,PASS
object,CLEAN/fold_01/state_0/det_seed_2/pert_seed_2/step_telemetry.csv,154708,154708,bf902b1fbf7fa9bcd9f3da26b9d2ed24d486012cd2235759685947d79e35c493,bf902b1fbf7fa9bcd9f3da26b9d2ed24d486012cd2235759685947d79e35c493,/mnt/sdc/dty_user/openvla_attack/evidence/sc5_object_privileged_loto_v1/vis_heldout_formal_v1/CLEAN/fold_01/state_0/det_seed_2/pert_seed_2/step_telemetry.csv,/data/liuyu/openvla_gripper_freeze/20260702_codex_verified_v3/object/vis_heldout_formal_v1/CLEAN/fold_01/state_0/det_seed_2/pert_seed_2/step_telemetry.csv,True,True,True,PASS
object,CLEAN/fold_01/state_0/det_seed_3/pert_seed_0/episode_summary.json,930,930,ca11124252161856c7d4768418e09d163709c8a3d7b0e237a66b19de90c5dcf3,ca11124252161856c7d4768418e09d163709c8a3d7b0e237a66b19de90c5dcf3,/mnt/sdc/dty_user/openvla_attack/evidence/sc5_object_privileged_loto_v1/vis_heldout_formal_v1/CLEAN/fold_01/state_0/det_seed_3/pert_seed_0/episode_summary.json,/data/liuyu/openvla_gripper_freeze/20260702_codex_verified_v3/object/vis_heldout_formal_v1/CLEAN/fold_01/state_0/det_seed_3/pert_seed_0/episode_summary.json,True,True,True,PASS
object,CLEAN/fold_01/state_0/det_seed_3/pert_seed_0/stderr.log,10737,10737,4ce97ae82abc359df25c3f3559e9368d58a804d82de2b94327770961ee2bf3dd,4ce97ae82abc359df25c3f3559e9368d58a804d82de2b94327770961ee2bf3dd,/mnt/sdc/dty_user/openvla_attack/evidence/sc5_object_privileged_loto_v1/vis_heldout_formal_v1/CLEAN/fold_01/state_0/det_seed_3/pert_seed_0/stderr.log,/data/liuyu/openvla_gripper_freeze/20260702_codex_verified_v3/object/vis_heldout_formal_v1/CLEAN/fold_01/state_0/det_seed_3/pert_seed_0/stderr.log,True,True,True,PASS
object,CLEAN/fold_01/state_0/det_seed_3/pert_seed_0/stdout.log,387,387,0f2187d36b4709f20f4b156cbd37cbe139cb838441787244e7298a58456d2bc1,0f2187d36b4709f20f4b156cbd37cbe139cb838441787244e7298a58456d2bc1,/mnt/sdc/dty_user/openvla_attack/evidence/sc5_object_privileged_loto_v1/vis_heldout_formal_v1/CLEAN/fold_01/state_0/det_seed_3/pert_seed_0/stdout.log,/data/liuyu/openvla_gripper_freeze/20260702_codex_verified_v3/object/vis_heldout_formal_v1/CLEAN/fold_01/state_0/det_seed_3/pert_seed_0/stdout.log,True,True,True,PASS
object,CLEAN/fold_01/state_0/det_seed_3/pert_seed_0/step_telemetry.csv,154656,154656,311fae18fdc6bd5d60100396d7cd1fcfe0415f16deefc8b1e0f952c20a531e14,311fae18fdc6bd5d60100396d7cd1fcfe0415f16deefc8b1e0f952c20a531e14,/mnt/sdc/dty_user/openvla_attack/evidence/sc5_object_privileged_loto_v1/vis_heldout_formal_v1/CLEAN/fold_01/state_0/det_seed_3/pert_seed_0/step_telemetry.csv,/data/liuyu/openvla_gripper_freeze/20260702_codex_verified_v3/object/vis_heldout_formal_v1/CLEAN/fold_01/state_0/det_seed_3/pert_seed_0/step_telemetry.csv,True,True,True,PASS
object,CLEAN/fold_01/state_0/det_seed_3/pert_seed_1/episode_summary.json,930,930,ca11124252161856c7d4768418e09d163709c8a3d7b0e237a66b19de90c5dcf3,ca11124252161856c7d4768418e09d163709c8a3d7b0e237a66b19de90c5dcf3,/mnt/sdc/dty_user/openvla_attack/evidence/sc5_object_privileged_loto_v1/vis_heldout_formal_v1/CLEAN/fold_01/state_0/det_seed_3/pert_seed_1/episode_summary.json,/data/liuyu/openvla_gripper_freeze/20260702_codex_verified_v3/object/vis_heldout_formal_v1/CLEAN/fold_01/state_0/det_seed_3/pert_seed_1/episode_summary.json,True,True,True,PASS
object,CLEAN/fold_01/state_0/det_seed_3/pert_seed_1/stderr.log,10737,10737,cfbe26617ca7bddccbdb4ea60a95d1d1e64184b7c042fe39b31d4e3819698a22,cfbe26617ca7bddccbdb4ea60a95d1d1e64184b7c042fe39b31d4e3819698a22,/mnt/sdc/dty_user/openvla_attack/evidence/sc5_object_privileged_loto_v1/vis_heldout_formal_v1/CLEAN/fold_01/state_0/det_seed_3/pert_seed_1/stderr.log,/data/liuyu/openvla_gripper_freeze/20260702_codex_verified_v3/object/vis_heldout_formal_v1/CLEAN/fold_01/state_0/det_seed_3/pert_seed_1/stderr.log,True,True,True,PASS
object,CLEAN/fold_01/state_0/det_seed_3/pert_seed_1/stdout.log,387,387,0f2187d36b4709f20f4b156cbd37cbe139cb838441787244e7298a58456d2bc1,0f2187d36b4709f20f4b156cbd37cbe139cb838441787244e7298a58456d2bc1,/mnt/sdc/dty_user/openvla_attack/evidence/sc5_object_privileged_loto_v1/vis_heldout_formal_v1/CLEAN/fold_01/state_0/det_seed_3/pert_seed_1/stdout.log,/data/liuyu/openvla_gripper_freeze/20260702_codex_verified_v3/object/vis_heldout_formal_v1/CLEAN/fold_01/state_0/det_seed_3/pert_seed_1/stdout.log,True,True,True,PASS
object,CLEAN/fold_01/state_0/det_seed_3/pert_seed_1/step_telemetry.csv,154662,154662,3ba8c6825db605c6bc6c65dee2517cc44a734980cbc7f3c6d5a2acb2cd987455,3ba8c6825db605c6bc6c65dee2517cc44a734980cbc7f3c6d5a2acb2cd987455,/mnt/sdc/dty_user/openvla_attack/evidence/sc5_object_privileged_loto_v1/vis_heldout_formal_v1/CLEAN/fold_01/state_0/det_seed_3/pert_seed_1/step_telemetry.csv,/data/liuyu/openvla_gripper_freeze/20260702_codex_verified_v3/object/vis_heldout_formal_v1/CLEAN/fold_01/state_0/det_seed_3/pert_seed_1/step_telemetry.csv,True,True,True,PASS
object,CLEAN/fold_01/state_0/det_seed_3/pert_seed_2/episode_summary.json,930,930,ca11124252161856c7d4768418e09d163709c8a3d7b0e237a66b19de90c5dcf3,ca11124252161856c7d4768418e09d163709c8a3d7b0e237a66b19de90c5dcf3,/mnt/sdc/dty_user/openvla_attack/evidence/sc5_object_privileged_loto_v1/vis_heldout_formal_v1/CLEAN/fold_01/state_0/det_seed_3/pert_seed_2/episode_summary.json,/data/liuyu/openvla_gripper_freeze/20260702_codex_verified_v3/object/vis_heldout_formal_v1/CLEAN/fold_01/state_0/det_seed_3/pert_seed_2/episode_summary.json,True,True,True,PASS
