task,state_id,tier,tier_reason,completeness,copy_rank,n_copies,tie_breaker,n_rows,step_ok,step_note,n_d4_basic_fields,n_d4_privileged_fields,has_detector_candidates,has_provenance,has_artifact_hashes,has_teacher_sidecar,prov_commit,prov_gpu,step_trace_sha256_fast,candidates_sha256_fast,episode_dir
alphabet_soup,15,streaming_replay_usable,full_d4_schema_with_candidates,66,1,2,highest_completeness,208,True,208_steps_ok,15,20,1,1,1,1,44bf7b86bafdda79,"1,3",f2ddae15e6720293ffef199e7a3bd84e0cb77a19c741e9f6f5bd622f68acab0b,e4145ea91272a9be7e049ef3e11a52d8f86041f327a07cdcde08be592c799420,/data/liuyu/outputs/d44d_balanced120_gpu13_r1/alphabet_soup_s15_shadow_attempt1
alphabet_soup,15,streaming_replay_usable,full_d4_schema_with_candidates,66,2,2,completeness_rank_2,208,True,208_steps_ok,15,20,1,1,1,1,44bf7b86bafdda79,"2,6",f2ddae15e6720293ffef199e7a3bd84e0cb77a19c741e9f6f5bd622f68acab0b,e4145ea91272a9be7e049ef3e11a52d8f86041f327a07cdcde08be592c799420,/data/liuyu/outputs/d5_120_privileged_capture/alphabet_soup_s15_shadow_attempt1
alphabet_soup,17,streaming_replay_usable,full_d4_schema_with_candidates,66,1,2,highest_completeness,280,True,280_steps_ok,15,20,1,1,1,1,44bf7b86bafdda79,"1,3",17e0382b19d89682edf328303f920d26c0e3184ec92377437f23dae78ac2ce60,9b2a37ef5ee85ae33b962712d8174ddc7ec630114203ed518f216bed08719c19,/data/liuyu/outputs/d44d_balanced120_gpu13_r1/alphabet_soup_s17_shadow_attempt1
alphabet_soup,17,streaming_replay_usable,full_d4_schema_with_candidates,66,2,2,completeness_rank_2,280,True,280_steps_ok,15,20,1,1,1,1,44bf7b86bafdda79,"1,3",17e0382b19d89682edf328303f920d26c0e3184ec92377437f23dae78ac2ce60,9b2a37ef5ee85ae33b962712d8174ddc7ec630114203ed518f216bed08719c19,/data/liuyu/outputs/d5_120_privileged_capture/alphabet_soup_s17_shadow_attempt1
alphabet_soup,18,streaming_replay_usable,full_d4_schema_with_candidates,66,1,1,highest_completeness,166,True,166_steps_ok,15,20,1,1,1,1,44bf7b86bafdda79,"2,6",65c2c33e9c2579b78a880a7f005bc6faa616c1e5029b8d71230cf8e7ed906911,6b88667091e3ea0820c084091fbe265a09447a2191a9e45af5653e34631dabbf,/data/liuyu/outputs/d5_120_privileged_capture/alphabet_soup_s18_shadow_attempt1
alphabet_soup,20,streaming_replay_usable,full_d4_schema_with_candidates,66,1,1,highest_completeness,137,True,137_steps_ok,15,20,1,1,1,1,44bf7b86bafdda79,"2,6",fb8e42ea0642a4b5cb479d4491cbe7847bf9bc67d2154b93f2a7090c0c197804,3f4f702024870dc5ad1ee8f16340a278cb99a1069987e03d9d182a2ed151e965,/data/liuyu/outputs/d5_120_privileged_capture/alphabet_soup_s20_shadow_attempt1
alphabet_soup,22,streaming_replay_usable,full_d4_schema_with_candidates,66,1,1,highest_completeness,166,True,166_steps_ok,15,20,1,1,1,1,44bf7b86bafdda79,"2,6",e47a0d3ab8fbaa7b5fb6e314aaa9b6154a1c961d8da14a05069a2a1084d0b7f5,33f6fbaabf8c18caf8dbae77de6b094ab6d21baa0ef1b8a21905cbb458bc475d,/data/liuyu/outputs/d5_120_privileged_capture/alphabet_soup_s22_shadow_attempt1
alphabet_soup,34,streaming_replay_usable,full_d4_schema_with_candidates,66,1,7,highest_completeness,280,True,280_steps_ok,15,20,1,1,1,1,c9c7a3a7c81d1233,"2,6",d5c29c65dc73a72ed7db2bce46fa6134ffeabfc48fe47130861c29f12bd443cc,42bb870879ed3cc0b448cafbc67095eeac92656b516ff38eb3f0e283c0fa4962,/data/liuyu/outputs/d4_34_privileged_replay/alphabet_soup_s34_shadow_attempt1
alphabet_soup,34,student_train_usable,has_candidates_no_privileged,46,2,7,completeness_rank_2,280,True,280_steps_ok,15,0,1,1,1,1,f2051d9fc8f1939b,"0,1",6e14385c96cb48b6721a91bf402523d7439055216d60a561f37098c78faa9fc8,e2d86704fd81e51b40954d73d3f9e223a82b088377cac15d3de07c08d0c00a4f,/data/liuyu/outputs/d4_3b_panel_f2051d9_r1/alphabet_soup_s34_reference_attempt1
alphabet_soup,34,student_train_usable,has_candidates_no_privileged,46,3,7,completeness_rank_3,151,True,151_steps_ok,15,0,1,1,1,1,f2051d9fc8f1939b,"0,1",686b5cdd97570a61e187b8036be002eb2143b4a5dc26e0762a8b193ae0c20bdf,c71095912d16c3bcee28d44a7d6c0df457272691c67169cb4af1cf036ce7ba61,/data/liuyu/outputs/d4_3b_panel_f2051d9_r1/alphabet_soup_s34_shadow_attempt1
alphabet_soup,34,student_train_usable,has_candidates_no_privileged,46,4,7,completeness_rank_4,280,True,280_steps_ok,15,0,1,1,1,1,d2e2a0ab80f87764,"1,3",db0674d3a39a8791bcd2ea95e29b4def9b263b168559e3e6b881a2ea855332d4,e2d86704fd81e51b40954d73d3f9e223a82b088377cac15d3de07c08d0c00a4f,/data/liuyu/outputs/d4_3b_panel_d2e2a0a_r2/alphabet_soup_s34_reference_attempt1
alphabet_soup,34,student_train_usable,has_candidates_no_privileged,46,5,7,completeness_rank_5,280,True,280_steps_ok,15,0,1,1,1,1,d2e2a0ab80f87764,"1,3",db0674d3a39a8791bcd2ea95e29b4def9b263b168559e3e6b881a2ea855332d4,42bb870879ed3cc0b448cafbc67095eeac92656b516ff38eb3f0e283c0fa4962,/data/liuyu/outputs/d4_3b_panel_d2e2a0a_r2/alphabet_soup_s34_shadow_attempt1
alphabet_soup,34,student_train_usable,has_candidates_no_privileged,46,6,7,completeness_rank_6,280,True,280_steps_ok,15,0,1,1,1,1,989449346f873e50,"1,3",db0674d3a39a8791bcd2ea95e29b4def9b263b168559e3e6b881a2ea855332d4,e2d86704fd81e51b40954d73d3f9e223a82b088377cac15d3de07c08d0c00a4f,/data/liuyu/outputs/d4_3b_panel_9894493_parallel_r1/alphabet_soup_s34_reference_attempt1
alphabet_soup,34,student_train_usable,has_candidates_no_privileged,46,7,7,completeness_rank_7,280,True,280_steps_ok,15,0,1,1,1,1,989449346f873e50,"1,3",db0674d3a39a8791bcd2ea95e29b4def9b263b168559e3e6b881a2ea855332d4,42bb870879ed3cc0b448cafbc67095eeac92656b516ff38eb3f0e283c0fa4962,/data/liuyu/outputs/d4_3b_panel_9894493_parallel_r1/alphabet_soup_s34_shadow_attempt1
alphabet_soup,35,streaming_replay_usable,full_d4_schema_with_candidates,66,1,1,highest_completeness,280,True,280_steps_ok,15,20,1,1,1,1,44bf7b86bafdda79,"2,6",2bbfe614cb42882ce5bcf2431d834900f1ef3b2ea7bb15ebe60e54b22208856d,ebf5a63deaba312841665340c29919b75fba8cfe431cb7a602898af1c67d748a,/data/liuyu/outputs/d5_120_privileged_capture/alphabet_soup_s35_shadow_attempt1
alphabet_soup,40,streaming_replay_usable,full_d4_schema_with_candidates,66,1,1,highest_completeness,167,True,167_steps_ok,15,20,1,1,1,1,44bf7b86bafdda79,"2,6",8b685b6029970a8e4117dcb955c3b6a6a7bfeedb474611902534354aeb712f67,c16a2a4803ecf6f20e9465603eef649ddbd31cc3fbd343f993f600b80adc8460,/data/liuyu/outputs/d5_120_privileged_capture/alphabet_soup_s40_shadow_attempt1
alphabet_soup,44,streaming_replay_usable,full_d4_schema_with_candidates,66,1,1,highest_completeness,197,True,197_steps_ok,15,20,1,1,1,1,44bf7b86bafdda79,"2,6",beff662ae97d11ba344e20ff8acc0c5ad9a525e55ca52b2aa8acd331ad21c623,2ee608f522699d4530859a12b6b21c61391f179d11d7a1cedd7366e9b6345d1d,/data/liuyu/outputs/d5_120_privileged_capture/alphabet_soup_s44_shadow_attempt1
bbq_sauce,2,streaming_replay_usable,full_d4_schema_with_candidates,66,1,5,highest_completeness,280,True,280_steps_ok,15,20,1,1,1,1,c9c7a3a7c81d1233,"2,6",05e9567beecc7d2eb49b61a157c2a0c50c1eb0ab4d194ae35fc82f1f02baca0a,21376be1d1ec451cbf47d6a2195a14d8e127e4662b8e9a3e3ddde8866936ff9d,/data/liuyu/outputs/d4_34_privileged_replay/bbq_sauce_s2_shadow_attempt1
bbq_sauce,2,student_train_usable,has_candidates_no_privileged,46,2,5,completeness_rank_2,280,True,280_steps_ok,15,0,1,1,1,1,989449346f873e50,"2,6",42a8db276bac2db6b6d202086c960cb69ebf805bd3f2f687e26a51b7ac09f80d,e2d86704fd81e51b40954d73d3f9e223a82b088377cac15d3de07c08d0c00a4f,/data/liuyu/outputs/d4_crossover_gpu26_v2/bbq_sauce_s2_reference_attempt1
bbq_sauce,2,student_train_usable,has_candidates_no_privileged,46,3,5,completeness_rank_3,280,True,280_steps_ok,15,0,1,1,1,1,989449346f873e50,"2,6",42a8db276bac2db6b6d202086c960cb69ebf805bd3f2f687e26a51b7ac09f80d,21376be1d1ec451cbf47d6a2195a14d8e127e4662b8e9a3e3ddde8866936ff9d,/data/liuyu/outputs/d4_crossover_gpu26_v2/bbq_sauce_s2_shadow_attempt1
bbq_sauce,2,student_train_usable,has_candidates_no_privileged,46,4,5,completeness_rank_4,280,True,280_steps_ok,15,0,1,1,1,1,989449346f873e50,"4,5",c80297beb9b25d5ee0db2983ab85498c066e6a53fcd9ac5334050d196c393acf,e2d86704fd81e51b40954d73d3f9e223a82b088377cac15d3de07c08d0c00a4f,/data/liuyu/outputs/d4_3b_panel_9894493_parallel_r1/bbq_sauce_s2_reference_attempt1
bbq_sauce,2,student_train_usable,has_candidates_no_privileged,46,5,5,completeness_rank_5,280,True,280_steps_ok,15,0,1,1,1,1,989449346f873e50,"4,5",e99c69c735cb6d09410e418c56f84a1e0d17c13b072917b1aa19a7174d8eed47,c4f9b95536d29077d81cbc3586c1dd633b41933b11b680cd570a6e307d40bff7,/data/liuyu/outputs/d4_3b_panel_9894493_parallel_r1/bbq_sauce_s2_shadow_attempt1
bbq_sauce,5,streaming_replay_usable,full_d4_schema_with_candidates,66,1,1,highest_completeness,141,True,141_steps_ok,15,20,1,1,1,1,44bf7b86bafdda79,"2,6",337b14ba6a7cf28be516ba9cff52d43c1f5ba9bd568bf4d183d94f54ce581ed5,9ff97732b806f86981a8b9e8da621fd63a32c4f10216a118cc1635e899ea6e89,/data/liuyu/outputs/d44d_balanced120_gpu26_r1/bbq_sauce_s5_shadow_attempt1
bbq_sauce,10,streaming_replay_usable,full_d4_schema_with_candidates,66,1,1,highest_completeness,280,True,280_steps_ok,15,20,1,1,1,1,44bf7b86bafdda79,"2,6",068aa152087cd3b6027195ae8f72e6bbaff6eb501e3d8452333a1870f5e81c7a,72feec0cc9669a6d6165df20eb67ebaaa64fc6fc09c3fdcc31a089c501b7885c,/data/liuyu/outputs/d44d_balanced120_gpu26_r1/bbq_sauce_s10_shadow_attempt1
bbq_sauce,17,streaming_replay_usable,full_d4_schema_with_candidates,66,1,1,highest_completeness,280,True,280_steps_ok,15,20,1,1,1,1,b236cc0f786f4eca,"5,1",15be0c0564603be11981d3fca239a2a868d81fd81a0f73afdd963469327602a6,e2d86704fd81e51b40954d73d3f9e223a82b088377cac15d3de07c08d0c00a4f,/data/liuyu/outputs/d44d_balanced120_gpu50_r1/bbq_sauce_s17_shadow_attempt1
bbq_sauce,18,streaming_replay_usable,full_d4_schema_with_candidates,66,1,1,highest_completeness,280,True,280_steps_ok,15,20,1,1,1,1,44bf7b86bafdda79,"2,6",b3ed0bf5b077ed65ab29690c7556e3553da0436c51125a0e03ad0279aaef1499,2b2a6986c46bac2c29e5822f30742165dbd67e732bc6cd4de027a384ad267c62,/data/liuyu/outputs/d44d_balanced120_gpu26_r1/bbq_sauce_s18_shadow_attempt1
bbq_sauce,21,streaming_replay_usable,full_d4_schema_with_candidates,66,1,1,highest_completeness,280,True,280_steps_ok,15,20,1,1,1,1,b236cc0f786f4eca,"2,6",51179637780eedc8254346d6061621e66999c2e188392128653e3be0a225c973,e2d86704fd81e51b40954d73d3f9e223a82b088377cac15d3de07c08d0c00a4f,/data/liuyu/outputs/d44d_balanced120_gpu26_r1/bbq_sauce_s21_shadow_attempt1
bbq_sauce,26,streaming_replay_usable,full_d4_schema_with_candidates,66,1,1,highest_completeness,280,True,280_steps_ok,15,20,1,1,1,1,44bf7b86bafdda79,"5,0",11bbe1f6d9c64195e599b4af6bf5634b20cf8109a3f48f481a56d7cb07afd080,efefd5ebdb13c2cc218341ce25a6fc8e30462f79522a6a18f6fe71886ddba2ae,/data/liuyu/outputs/d44d_balanced120_gpu50_r1/bbq_sauce_s26_shadow_attempt1
bbq_sauce,27,streaming_replay_usable,full_d4_schema_with_candidates,66,1,4,highest_completeness,129,True,129_steps_ok,15,20,1,1,1,1,44bf7b86bafdda79,"2,6",cfb36371d7ff0730726ac3e24bee563fe28b8ecf9d518ee9e02dd2b3194a21b7,7ea1f52d21a3ea0bcb6e595e768bb0dc3dbd998b8af730ff54fd35f06ff47627,/data/liuyu/outputs/d44d_balanced120_gpu26_r1/bbq_sauce_s27_shadow_attempt1
bbq_sauce,27,streaming_replay_usable,full_d4_schema_with_candidates,66,2,4,completeness_rank_2,129,True,129_steps_ok,15,20,1,1,1,1,52bdc33507a584e1,"2,6",cfb36371d7ff0730726ac3e24bee563fe28b8ecf9d518ee9e02dd2b3194a21b7,7ea1f52d21a3ea0bcb6e595e768bb0dc3dbd998b8af730ff54fd35f06ff47627,/data/liuyu/outputs/l12_sidecar_smoke/bbq_sauce_s27_shadow_attempt1
bbq_sauce,27,streaming_replay_usable,full_d4_schema_with_candidates,66,3,4,completeness_rank_3,129,True,129_steps_ok,15,20,1,1,1,1,44bf7b86bafdda79,"5,1",cfb36371d7ff0730726ac3e24bee563fe28b8ecf9d518ee9e02dd2b3194a21b7,7ea1f52d21a3ea0bcb6e595e768bb0dc3dbd998b8af730ff54fd35f06ff47627,/data/liuyu/outputs/d44d_balanced120_gpu50_r1/bbq_sauce_s27_shadow_attempt1
bbq_sauce,27,student_train_usable,has_candidates_no_privileged,46,4,4,completeness_rank_4,129,True,129_steps_ok,15,0,1,1,1,1,52bdc33507a584e1,"2,6",cfd943d0f5186ebf9e68cf6d99ec4d0e06290cfbc519181fd328a028b20aece8,e2d86704fd81e51b40954d73d3f9e223a82b088377cac15d3de07c08d0c00a4f,/data/liuyu/outputs/l12_sidecar_smoke/bbq_sauce_s27_reference_attempt1
bbq_sauce,29,streaming_replay_usable,full_d4_schema_with_candidates,66,1,1,highest_completeness,153,True,153_steps_ok,15,20,1,1,1,1,44bf7b86bafdda79,"5,1",a2d19c19c0a1ca939cdcadf1e5ce61ee627f62644f46dbf99e97be13146496b3,86b09b0a7728318c03a057e0ad27afd2cd0449b49134ed4de98062468fa928c1,/data/liuyu/outputs/d44d_balanced120_gpu50_r1/bbq_sauce_s29_shadow_attempt1
bbq_sauce,30,streaming_replay_usable,full_d4_schema_with_candidates,66,1,1,highest_completeness,173,True,173_steps_ok,15,20,1,1,1,1,44bf7b86bafdda79,"2,6",91e1cbad4dea67c1f53f5727446312cf0673cce2929f35d2440b6af93efa64e9,670f240f77f103ed79c034b8376a896a0a81c0764abcefca9d71aae0c48fc435,/data/liuyu/outputs/d44d_balanced120_gpu26_r1/bbq_sauce_s30_shadow_attempt1
bbq_sauce,31,streaming_replay_usable,full_d4_schema_with_candidates,66,1,5,highest_completeness,280,True,280_steps_ok,15,20,1,1,1,1,c9c7a3a7c81d1233,"2,6",9f905a62fe551157cc0ba0454c30cec64245c56074f549adfb3a3b82d1017af3,6638fcf81d6ad86a7d66b203b7f10551c780061473c395d9015f53cf9fcf3c25,/data/liuyu/outputs/d4_34_privileged_replay/bbq_sauce_s31_shadow_attempt1
bbq_sauce,31,student_train_usable,has_candidates_no_privileged,46,2,5,completeness_rank_2,280,True,280_steps_ok,15,0,1,1,1,1,f2051d9fc8f1939b,"0,1",e93f437eb3f1799785b0f05e825e972395f0ff1584ecc3a96363a9ec1223751f,e2d86704fd81e51b40954d73d3f9e223a82b088377cac15d3de07c08d0c00a4f,/data/liuyu/outputs/d4_3b_panel_f2051d9_r1/bbq_sauce_s31_shadow_attempt1
bbq_sauce,31,student_train_usable,has_candidates_no_privileged,46,3,5,completeness_rank_3,280,True,280_steps_ok,15,0,1,1,1,1,d2e2a0ab80f87764,"1,3",bedd8b00cecd8058075ce1071c6619467ae3084b2d1a72b2ea62c9eaa644e314,e2d86704fd81e51b40954d73d3f9e223a82b088377cac15d3de07c08d0c00a4f,/data/liuyu/outputs/d4_3b_panel_d2e2a0a_r2/bbq_sauce_s31_reference_attempt1
bbq_sauce,31,student_train_usable,has_candidates_no_privileged,46,4,5,completeness_rank_4,280,True,280_steps_ok,15,0,1,1,1,1,989449346f873e50,"1,3",bedd8b00cecd8058075ce1071c6619467ae3084b2d1a72b2ea62c9eaa644e314,e2d86704fd81e51b40954d73d3f9e223a82b088377cac15d3de07c08d0c00a4f,/data/liuyu/outputs/d4_3b_panel_9894493_parallel_r1/bbq_sauce_s31_reference_attempt1
bbq_sauce,31,student_train_usable,has_candidates_no_privileged,46,5,5,completeness_rank_5,280,True,280_steps_ok,15,0,1,1,1,1,989449346f873e50,"1,3",bedd8b00cecd8058075ce1071c6619467ae3084b2d1a72b2ea62c9eaa644e314,6638fcf81d6ad86a7d66b203b7f10551c780061473c395d9015f53cf9fcf3c25,/data/liuyu/outputs/d4_3b_panel_9894493_parallel_r1/bbq_sauce_s31_shadow_attempt1
bbq_sauce,33,streaming_replay_usable,full_d4_schema_with_candidates,66,1,1,highest_completeness,119,True,119_steps_ok,15,20,1,1,1,1,44bf7b86bafdda79,"2,6",f952c82350139524b9a2c3f816c9a0fb04c667b4a4a3c8c0adc33f36c6b2a465,a4a2feb736a6163646ed6ec207c7b1a33cb513b95003c5949ba501188e60b82f,/data/liuyu/outputs/d44d_balanced120_gpu26_r1/bbq_sauce_s33_shadow_attempt1
bbq_sauce,36,streaming_replay_usable,full_d4_schema_with_candidates,66,1,6,highest_completeness,165,True,165_steps_ok,15,20,1,1,1,1,c9c7a3a7c81d1233,"2,6",68130a20299b256a59f4e959b2184509fc880091077b7adb0b210b3234a8385e,5376e36c7a9bee3e89e6b2ef51a86d426fee7ab179c917dd6032253f858f7cf2,/data/liuyu/outputs/d4_34_privileged_replay/bbq_sauce_s36_shadow_attempt1
bbq_sauce,36,streaming_replay_usable,full_d4_schema_with_candidates,66,2,6,completeness_rank_2,165,True,165_steps_ok,15,20,1,1,1,1,c9c7a3a7c81d1233,"2,6",68130a20299b256a59f4e959b2184509fc880091077b7adb0b210b3234a8385e,5376e36c7a9bee3e89e6b2ef51a86d426fee7ab179c917dd6032253f858f7cf2,/data/liuyu/outputs/d4_smoke_on/bbq_sauce_s36_shadow_attempt1
bbq_sauce,36,student_train_usable,has_candidates_no_privileged,46,3,6,completeness_rank_3,165,True,165_steps_ok,15,0,1,1,1,1,eecd0f82d612565a,"2,6",b21cbb80461bb7d164b9eb44a2187095106be93b6635c01f3dd36484a852f500,e2d86704fd81e51b40954d73d3f9e223a82b088377cac15d3de07c08d0c00a4f,/data/liuyu/outputs/d4_3a_canary_eecd0f8_r2/bbq_sauce_s36_reference_attempt1
bbq_sauce,36,student_train_usable,has_candidates_no_privileged,46,4,6,completeness_rank_4,165,True,165_steps_ok,15,0,1,1,1,1,c9c7a3a7c81d1233,"2,6",b21cbb80461bb7d164b9eb44a2187095106be93b6635c01f3dd36484a852f500,5376e36c7a9bee3e89e6b2ef51a86d426fee7ab179c917dd6032253f858f7cf2,/data/liuyu/outputs/d4_smoke_off/bbq_sauce_s36_shadow_attempt1
