suite,task_idx,task_name,instruction,bddl_file,problem_folder,all_sites,default_sites,candidate_objects,primary_site,object_key,resolution,verified,error
libero_goal,0,open_the_middle_drawer_of_the_cabinet,open the middle drawer of the cabinet,/mnt/sdc/dty_user/pi0_openpi/third_party/libero/libero/libero/./bddl_files/libero_goal/open_the_middle_drawer_of_the_cabinet.bddl,libero_goal,table_top|main_table_plate_region|main_table_akita_black_bowl_region|main_table_wine_bottle_region|main_table_cream_cheese_region|main_table_stove_front_region|main_table_cabinet_region|main_table_stove_region|main_table_wine_rack_region|gripper0_ft_frame|gripper0_grip_site|gripper0_ee_x|gripper0_ee_y|gripper0_ee_z|gripper0_grip_site_cylinder|akita_black_bowl_1_default_site|cream_cheese_1_default_site|wine_bottle_1_default_site|plate_1_default_site|wooden_cabinet_1_default_site|wooden_cabinet_1_top_side|wooden_cabinet_1_top_region|wooden_cabinet_1_middle_region|wooden_cabinet_1_bottom_region|flat_stove_1_default_site|flat_stove_1_cook_region|flat_stove_1_burner|wine_rack_1_top_region|wine_rack_1_default_site,akita_black_bowl_1_default_site|cream_cheese_1_default_site|wine_bottle_1_default_site|plate_1_default_site|wooden_cabinet_1_default_site|flat_stove_1_default_site|wine_rack_1_default_site,akita_black_bowl|cream_cheese|wine_bottle|plate|wooden_cabinet|flat_stove|wine_rack,akita_black_bowl_1_default_site,akita_black_bowl,first_non_furniture,false,
libero_goal,1,put_the_bowl_on_the_stove,put the bowl on the stove,/mnt/sdc/dty_user/pi0_openpi/third_party/libero/libero/libero/./bddl_files/libero_goal/put_the_bowl_on_the_stove.bddl,libero_goal,table_top|main_table_plate_region|main_table_akita_black_bowl_region|main_table_wine_bottle_region|main_table_cream_cheese_region|main_table_stove_front_region|main_table_cabinet_region|main_table_stove_region|main_table_wine_rack_region|gripper0_ft_frame|gripper0_grip_site|gripper0_ee_x|gripper0_ee_y|gripper0_ee_z|gripper0_grip_site_cylinder|akita_black_bowl_1_default_site|cream_cheese_1_default_site|wine_bottle_1_default_site|plate_1_default_site|wooden_cabinet_1_default_site|wooden_cabinet_1_top_side|wooden_cabinet_1_top_region|wooden_cabinet_1_middle_region|wooden_cabinet_1_bottom_region|flat_stove_1_default_site|flat_stove_1_cook_region|flat_stove_1_burner|wine_rack_1_top_region|wine_rack_1_default_site,akita_black_bowl_1_default_site|cream_cheese_1_default_site|wine_bottle_1_default_site|plate_1_default_site|wooden_cabinet_1_default_site|flat_stove_1_default_site|wine_rack_1_default_site,akita_black_bowl|cream_cheese|wine_bottle|plate|wooden_cabinet|flat_stove|wine_rack,akita_black_bowl_1_default_site,akita_black_bowl,first_non_furniture,false,
libero_goal,2,put_the_wine_bottle_on_top_of_the_cabinet,put the wine bottle on top of the cabinet,/mnt/sdc/dty_user/pi0_openpi/third_party/libero/libero/libero/./bddl_files/libero_goal/put_the_wine_bottle_on_top_of_the_cabinet.bddl,libero_goal,table_top|main_table_plate_region|main_table_akita_black_bowl_region|main_table_wine_bottle_region|main_table_cream_cheese_region|main_table_stove_front_region|main_table_cabinet_region|main_table_stove_region|main_table_wine_rack_region|gripper0_ft_frame|gripper0_grip_site|gripper0_ee_x|gripper0_ee_y|gripper0_ee_z|gripper0_grip_site_cylinder|akita_black_bowl_1_default_site|cream_cheese_1_default_site|wine_bottle_1_default_site|plate_1_default_site|wooden_cabinet_1_default_site|wooden_cabinet_1_top_side|wooden_cabinet_1_top_region|wooden_cabinet_1_middle_region|wooden_cabinet_1_bottom_region|flat_stove_1_default_site|flat_stove_1_cook_region|flat_stove_1_burner|wine_rack_1_top_region|wine_rack_1_default_site,akita_black_bowl_1_default_site|cream_cheese_1_default_site|wine_bottle_1_default_site|plate_1_default_site|wooden_cabinet_1_default_site|flat_stove_1_default_site|wine_rack_1_default_site,akita_black_bowl|cream_cheese|wine_bottle|plate|wooden_cabinet|flat_stove|wine_rack,akita_black_bowl_1_default_site,akita_black_bowl,first_non_furniture,false,
libero_goal,3,open_the_top_drawer_and_put_the_bowl_inside,open the top drawer and put the bowl inside,/mnt/sdc/dty_user/pi0_openpi/third_party/libero/libero/libero/./bddl_files/libero_goal/open_the_top_drawer_and_put_the_bowl_inside.bddl,libero_goal,table_top|main_table_plate_region|main_table_akita_black_bowl_region|main_table_wine_bottle_region|main_table_cream_cheese_region|main_table_stove_front_region|main_table_cabinet_region|main_table_stove_region|main_table_wine_rack_region|gripper0_ft_frame|gripper0_grip_site|gripper0_ee_x|gripper0_ee_y|gripper0_ee_z|gripper0_grip_site_cylinder|akita_black_bowl_1_default_site|cream_cheese_1_default_site|wine_bottle_1_default_site|plate_1_default_site|wooden_cabinet_1_default_site|wooden_cabinet_1_top_side|wooden_cabinet_1_top_region|wooden_cabinet_1_middle_region|wooden_cabinet_1_bottom_region|flat_stove_1_default_site|flat_stove_1_cook_region|flat_stove_1_burner|wine_rack_1_top_region|wine_rack_1_default_site,akita_black_bowl_1_default_site|cream_cheese_1_default_site|wine_bottle_1_default_site|plate_1_default_site|wooden_cabinet_1_default_site|flat_stove_1_default_site|wine_rack_1_default_site,akita_black_bowl|cream_cheese|wine_bottle|plate|wooden_cabinet|flat_stove|wine_rack,akita_black_bowl_1_default_site,akita_black_bowl,first_non_furniture,false,
libero_goal,4,put_the_bowl_on_top_of_the_cabinet,put the bowl on top of the cabinet,/mnt/sdc/dty_user/pi0_openpi/third_party/libero/libero/libero/./bddl_files/libero_goal/put_the_bowl_on_top_of_the_cabinet.bddl,libero_goal,table_top|main_table_plate_region|main_table_akita_black_bowl_region|main_table_wine_bottle_region|main_table_cream_cheese_region|main_table_stove_front_region|main_table_cabinet_region|main_table_stove_region|main_table_wine_rack_region|gripper0_ft_frame|gripper0_grip_site|gripper0_ee_x|gripper0_ee_y|gripper0_ee_z|gripper0_grip_site_cylinder|akita_black_bowl_1_default_site|cream_cheese_1_default_site|wine_bottle_1_default_site|plate_1_default_site|wooden_cabinet_1_default_site|wooden_cabinet_1_top_side|wooden_cabinet_1_top_region|wooden_cabinet_1_middle_region|wooden_cabinet_1_bottom_region|flat_stove_1_default_site|flat_stove_1_cook_region|flat_stove_1_burner|wine_rack_1_top_region|wine_rack_1_default_site,akita_black_bowl_1_default_site|cream_cheese_1_default_site|wine_bottle_1_default_site|plate_1_default_site|wooden_cabinet_1_default_site|flat_stove_1_default_site|wine_rack_1_default_site,akita_black_bowl|cream_cheese|wine_bottle|plate|wooden_cabinet|flat_stove|wine_rack,akita_black_bowl_1_default_site,akita_black_bowl,first_non_furniture,false,
libero_goal,5,push_the_plate_to_the_front_of_the_stove,push the plate to the front of the stove,/mnt/sdc/dty_user/pi0_openpi/third_party/libero/libero/libero/./bddl_files/libero_goal/push_the_plate_to_the_front_of_the_stove.bddl,libero_goal,table_top|main_table_plate_region|main_table_akita_black_bowl_region|main_table_wine_bottle_region|main_table_cream_cheese_region|main_table_stove_front_region|main_table_cabinet_region|main_table_stove_region|main_table_wine_rack_region|gripper0_ft_frame|gripper0_grip_site|gripper0_ee_x|gripper0_ee_y|gripper0_ee_z|gripper0_grip_site_cylinder|akita_black_bowl_1_default_site|cream_cheese_1_default_site|wine_bottle_1_default_site|plate_1_default_site|wooden_cabinet_1_default_site|wooden_cabinet_1_top_side|wooden_cabinet_1_top_region|wooden_cabinet_1_middle_region|wooden_cabinet_1_bottom_region|flat_stove_1_default_site|flat_stove_1_cook_region|flat_stove_1_burner|wine_rack_1_top_region|wine_rack_1_default_site,akita_black_bowl_1_default_site|cream_cheese_1_default_site|wine_bottle_1_default_site|plate_1_default_site|wooden_cabinet_1_default_site|flat_stove_1_default_site|wine_rack_1_default_site,akita_black_bowl|cream_cheese|wine_bottle|plate|wooden_cabinet|flat_stove|wine_rack,akita_black_bowl_1_default_site,akita_black_bowl,first_non_furniture,false,
libero_goal,6,put_the_cream_cheese_in_the_bowl,put the cream cheese in the bowl,/mnt/sdc/dty_user/pi0_openpi/third_party/libero/libero/libero/./bddl_files/libero_goal/put_the_cream_cheese_in_the_bowl.bddl,libero_goal,table_top|main_table_plate_region|main_table_akita_black_bowl_region|main_table_wine_bottle_region|main_table_cream_cheese_region|main_table_stove_front_region|main_table_cabinet_region|main_table_stove_region|main_table_wine_rack_region|gripper0_ft_frame|gripper0_grip_site|gripper0_ee_x|gripper0_ee_y|gripper0_ee_z|gripper0_grip_site_cylinder|akita_black_bowl_1_default_site|cream_cheese_1_default_site|wine_bottle_1_default_site|plate_1_default_site|wooden_cabinet_1_default_site|wooden_cabinet_1_top_side|wooden_cabinet_1_top_region|wooden_cabinet_1_middle_region|wooden_cabinet_1_bottom_region|flat_stove_1_default_site|flat_stove_1_cook_region|flat_stove_1_burner|wine_rack_1_top_region|wine_rack_1_default_site,akita_black_bowl_1_default_site|cream_cheese_1_default_site|wine_bottle_1_default_site|plate_1_default_site|wooden_cabinet_1_default_site|flat_stove_1_default_site|wine_rack_1_default_site,akita_black_bowl|cream_cheese|wine_bottle|plate|wooden_cabinet|flat_stove|wine_rack,akita_black_bowl_1_default_site,akita_black_bowl,first_non_furniture,false,
libero_goal,7,turn_on_the_stove,turn on the stove,/mnt/sdc/dty_user/pi0_openpi/third_party/libero/libero/libero/./bddl_files/libero_goal/turn_on_the_stove.bddl,libero_goal,table_top|main_table_plate_region|main_table_akita_black_bowl_region|main_table_wine_bottle_region|main_table_cream_cheese_region|main_table_stove_front_region|main_table_cabinet_region|main_table_stove_region|main_table_wine_rack_region|gripper0_ft_frame|gripper0_grip_site|gripper0_ee_x|gripper0_ee_y|gripper0_ee_z|gripper0_grip_site_cylinder|akita_black_bowl_1_default_site|cream_cheese_1_default_site|wine_bottle_1_default_site|plate_1_default_site|wooden_cabinet_1_default_site|wooden_cabinet_1_top_side|wooden_cabinet_1_top_region|wooden_cabinet_1_middle_region|wooden_cabinet_1_bottom_region|flat_stove_1_default_site|flat_stove_1_cook_region|flat_stove_1_burner|wine_rack_1_top_region|wine_rack_1_default_site,akita_black_bowl_1_default_site|cream_cheese_1_default_site|wine_bottle_1_default_site|plate_1_default_site|wooden_cabinet_1_default_site|flat_stove_1_default_site|wine_rack_1_default_site,akita_black_bowl|cream_cheese|wine_bottle|plate|wooden_cabinet|flat_stove|wine_rack,akita_black_bowl_1_default_site,akita_black_bowl,first_non_furniture,false,
libero_goal,8,put_the_bowl_on_the_plate,put the bowl on the plate,/mnt/sdc/dty_user/pi0_openpi/third_party/libero/libero/libero/./bddl_files/libero_goal/put_the_bowl_on_the_plate.bddl,libero_goal,table_top|main_table_plate_region|main_table_akita_black_bowl_region|main_table_wine_bottle_region|main_table_cream_cheese_region|main_table_stove_front_region|main_table_cabinet_region|main_table_stove_region|main_table_wine_rack_region|gripper0_ft_frame|gripper0_grip_site|gripper0_ee_x|gripper0_ee_y|gripper0_ee_z|gripper0_grip_site_cylinder|akita_black_bowl_1_default_site|cream_cheese_1_default_site|wine_bottle_1_default_site|plate_1_default_site|wooden_cabinet_1_default_site|wooden_cabinet_1_top_side|wooden_cabinet_1_top_region|wooden_cabinet_1_middle_region|wooden_cabinet_1_bottom_region|flat_stove_1_default_site|flat_stove_1_cook_region|flat_stove_1_burner|wine_rack_1_top_region|wine_rack_1_default_site,akita_black_bowl_1_default_site|cream_cheese_1_default_site|wine_bottle_1_default_site|plate_1_default_site|wooden_cabinet_1_default_site|flat_stove_1_default_site|wine_rack_1_default_site,akita_black_bowl|cream_cheese|wine_bottle|plate|wooden_cabinet|flat_stove|wine_rack,akita_black_bowl_1_default_site,akita_black_bowl,first_non_furniture,false,
libero_goal,9,put_the_wine_bottle_on_the_rack,put the wine bottle on the rack,/mnt/sdc/dty_user/pi0_openpi/third_party/libero/libero/libero/./bddl_files/libero_goal/put_the_wine_bottle_on_the_rack.bddl,libero_goal,table_top|main_table_plate_region|main_table_akita_black_bowl_region|main_table_wine_bottle_region|main_table_cream_cheese_region|main_table_stove_front_region|main_table_cabinet_region|main_table_stove_region|main_table_wine_rack_region|gripper0_ft_frame|gripper0_grip_site|gripper0_ee_x|gripper0_ee_y|gripper0_ee_z|gripper0_grip_site_cylinder|akita_black_bowl_1_default_site|cream_cheese_1_default_site|wine_bottle_1_default_site|plate_1_default_site|wooden_cabinet_1_default_site|wooden_cabinet_1_top_side|wooden_cabinet_1_top_region|wooden_cabinet_1_middle_region|wooden_cabinet_1_bottom_region|flat_stove_1_default_site|flat_stove_1_cook_region|flat_stove_1_burner|wine_rack_1_top_region|wine_rack_1_default_site,akita_black_bowl_1_default_site|cream_cheese_1_default_site|wine_bottle_1_default_site|plate_1_default_site|wooden_cabinet_1_default_site|flat_stove_1_default_site|wine_rack_1_default_site,akita_black_bowl|cream_cheese|wine_bottle|plate|wooden_cabinet|flat_stove|wine_rack,akita_black_bowl_1_default_site,akita_black_bowl,first_non_furniture,false,
