review_round_id,review_stratum,proposal_version,resolver_commit,ontology_sha256,teacher_schema_sha256,physics_config_sha256,timing_contract_sha256,source_queue_sha256,teacher_overlay_manifest_sha256,review_id,episode_key,suite,task_idx,state_id,mechanism_type,teacher_status,object_binding_status,target_binding_status,abstain_reason,event_id,proposed_object_body,proposed_target_body_or_site,proposed_close_onset,proposed_grasp_established,proposed_lift_onset,proposed_stable_carry_start,proposed_window_start,proposed_anchor,proposed_window_end,proposed_release_onset,raw_video_path,teacher_only_timeline_path,teacher_only_timeline_status,teacher_only_overlay_path,teacher_only_overlay_status,video_status,reviewer_id,review_timestamp,object_identity_valid,target_identity_valid,event_exists,close_onset_valid,grasp_established_valid,lift_onset_valid,stable_carry_valid,window_start_valid,anchor_valid,window_end_valid,release_separation_valid,false_positive_carry,abstain_or_fail_closed_correct,corrected_object_body,corrected_target_body_or_site,corrected_close_onset,corrected_grasp_established,corrected_lift_onset,corrected_stable_carry_start,corrected_window_start,corrected_anchor,corrected_window_end,corrected_release_onset,disagreement_reason,reviewer_notes
h2_diagnostic_review_round_v2_20260620,DEV_CANARY,h2_diagnostic_review_package_v2,6eb88630f20f99aac4d64356974b5a18345c3673,89bd296b15525c48a4fbd3be84eb4a8c0b269ca11170cfe901b449cc1bb77359,ac2ffb8b064a502f8b5cab7b0c4183914701c7bf21443dd01189e023403ebca8,1f5e0dbeb0e227d2c6708a310ef171863c216bf84a5cddda62af992766700059,18b21f9e032fdba410e291f67edba60e649b2c6c4ae3d2f33df08a7c31f6ef60,435802e43d53f3777b825e2b34c8203bd6b7a350a13c164856072160913f6903,01d951d5fc6523a15137f84fcfe6a8cade58bcfdf1c86d75397f1b52713fb3ba,v2_dev_010_event_00,libero_10|9|6|0|CLEAN,libero_10,9,6,mixed_articulated_pick_place,RESOLVER_NOT_IMPLEMENTED_FOR_MECHANISM,NOT_APPLICABLE,AMBIGUOUS,supplementary_event_segmentation_not_reliably_resolved,,,,,,,,,,,,/data/liuyu/outputs/cross_suite_clean_300_20260619_waveb_worker15_6379397/B/waveB_libero_10_t09_s06/rollout_raw.mp4,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_round_v2/teacher_timelines/v2_dev_010_event_00_teacher_timeline.csv,WROTE,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_round_v2/teacher_overlays/v2_dev_010_event_00_teacher_overlay.mp4,WROTE,source_path,,,,,,,,,,,,,,,,,,,,,,,,,,,
h2_diagnostic_review_round_v2_20260620,DEV_CANARY,h2_diagnostic_review_package_v2,6eb88630f20f99aac4d64356974b5a18345c3673,89bd296b15525c48a4fbd3be84eb4a8c0b269ca11170cfe901b449cc1bb77359,ac2ffb8b064a502f8b5cab7b0c4183914701c7bf21443dd01189e023403ebca8,1f5e0dbeb0e227d2c6708a310ef171863c216bf84a5cddda62af992766700059,18b21f9e032fdba410e291f67edba60e649b2c6c4ae3d2f33df08a7c31f6ef60,435802e43d53f3777b825e2b34c8203bd6b7a350a13c164856072160913f6903,01d951d5fc6523a15137f84fcfe6a8cade58bcfdf1c86d75397f1b52713fb3ba,v2_dev_011_event_00,libero_10|1|5|0|CLEAN,libero_10,1,5,multi_object_transfer,RESOLVER_NOT_IMPLEMENTED_FOR_MECHANISM,NOT_APPLICABLE,AMBIGUOUS,supplementary_event_segmentation_not_reliably_resolved,,,,,,,,,,,,/data/liuyu/outputs/cross_suite_clean_300_20260619_waveb_worker15_6379397/B/waveB_libero_10_t01_s05/rollout_raw.mp4,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_round_v2/teacher_timelines/v2_dev_011_event_00_teacher_timeline.csv,WROTE,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_round_v2/teacher_overlays/v2_dev_011_event_00_teacher_overlay.mp4,WROTE,source_path,,,,,,,,,,,,,,,,,,,,,,,,,,,
h2_diagnostic_review_round_v2_20260620,DIAGNOSTIC_HOLDOUT,h2_diagnostic_review_package_v2,6eb88630f20f99aac4d64356974b5a18345c3673,89bd296b15525c48a4fbd3be84eb4a8c0b269ca11170cfe901b449cc1bb77359,ac2ffb8b064a502f8b5cab7b0c4183914701c7bf21443dd01189e023403ebca8,1f5e0dbeb0e227d2c6708a310ef171863c216bf84a5cddda62af992766700059,18b21f9e032fdba410e291f67edba60e649b2c6c4ae3d2f33df08a7c31f6ef60,dfcc279b362b8f679484bbb133c991af7d7ba5d61b830229c2cece4bc7346248,01d951d5fc6523a15137f84fcfe6a8cade58bcfdf1c86d75397f1b52713fb3ba,review_000_event_00,libero_10|5|2|0|CLEAN,libero_10,5,2,single_object_pick_place,TARGET_BINDING_AMBIGUOUS,,,,,,,,,,,,,,,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/videos/review_000_libero_10_t05_s02.mp4,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_timelines/review_000_event_00_teacher_timeline.csv,WROTE,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_overlays/review_000_event_00_teacher_overlay.mp4,WROTE,symlink,,,,,,,,,,,,,,,,,,,,,,,,,,,
h2_diagnostic_review_round_v2_20260620,DIAGNOSTIC_HOLDOUT,h2_diagnostic_review_package_v2,6eb88630f20f99aac4d64356974b5a18345c3673,89bd296b15525c48a4fbd3be84eb4a8c0b269ca11170cfe901b449cc1bb77359,ac2ffb8b064a502f8b5cab7b0c4183914701c7bf21443dd01189e023403ebca8,1f5e0dbeb0e227d2c6708a310ef171863c216bf84a5cddda62af992766700059,18b21f9e032fdba410e291f67edba60e649b2c6c4ae3d2f33df08a7c31f6ef60,dfcc279b362b8f679484bbb133c991af7d7ba5d61b830229c2cece4bc7346248,01d951d5fc6523a15137f84fcfe6a8cade58bcfdf1c86d75397f1b52713fb3ba,review_001_event_00,libero_10|5|4|0|CLEAN,libero_10,5,4,single_object_pick_place,TARGET_BINDING_AMBIGUOUS,,,,,,,,,,,,,,,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/videos/review_001_libero_10_t05_s04.mp4,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_timelines/review_001_event_00_teacher_timeline.csv,WROTE,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_overlays/review_001_event_00_teacher_overlay.mp4,WROTE,symlink,,,,,,,,,,,,,,,,,,,,,,,,,,,
h2_diagnostic_review_round_v2_20260620,DIAGNOSTIC_HOLDOUT,h2_diagnostic_review_package_v2,6eb88630f20f99aac4d64356974b5a18345c3673,89bd296b15525c48a4fbd3be84eb4a8c0b269ca11170cfe901b449cc1bb77359,ac2ffb8b064a502f8b5cab7b0c4183914701c7bf21443dd01189e023403ebca8,1f5e0dbeb0e227d2c6708a310ef171863c216bf84a5cddda62af992766700059,18b21f9e032fdba410e291f67edba60e649b2c6c4ae3d2f33df08a7c31f6ef60,dfcc279b362b8f679484bbb133c991af7d7ba5d61b830229c2cece4bc7346248,01d951d5fc6523a15137f84fcfe6a8cade58bcfdf1c86d75397f1b52713fb3ba,review_002_event_00,libero_10|0|5|0|CLEAN,libero_10,0,5,multi_object_transfer,RESOLVER_NOT_IMPLEMENTED_FOR_MECHANISM,,,,,,,,,,,,,,,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/videos/review_002_libero_10_t00_s05.mp4,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_timelines/review_002_event_00_teacher_timeline.csv,WROTE,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_overlays/review_002_event_00_teacher_overlay.mp4,WROTE,symlink,,,,,,,,,,,,,,,,,,,,,,,,,,,
h2_diagnostic_review_round_v2_20260620,DIAGNOSTIC_HOLDOUT,h2_diagnostic_review_package_v2,6eb88630f20f99aac4d64356974b5a18345c3673,89bd296b15525c48a4fbd3be84eb4a8c0b269ca11170cfe901b449cc1bb77359,ac2ffb8b064a502f8b5cab7b0c4183914701c7bf21443dd01189e023403ebca8,1f5e0dbeb0e227d2c6708a310ef171863c216bf84a5cddda62af992766700059,18b21f9e032fdba410e291f67edba60e649b2c6c4ae3d2f33df08a7c31f6ef60,dfcc279b362b8f679484bbb133c991af7d7ba5d61b830229c2cece4bc7346248,01d951d5fc6523a15137f84fcfe6a8cade58bcfdf1c86d75397f1b52713fb3ba,review_003_event_00,libero_10|1|8|0|CLEAN,libero_10,1,8,multi_object_transfer,RESOLVER_NOT_IMPLEMENTED_FOR_MECHANISM,,,,,,,,,,,,,,,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/videos/review_003_libero_10_t01_s08.mp4,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_timelines/review_003_event_00_teacher_timeline.csv,WROTE,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_overlays/review_003_event_00_teacher_overlay.mp4,WROTE,symlink,,,,,,,,,,,,,,,,,,,,,,,,,,,
h2_diagnostic_review_round_v2_20260620,DIAGNOSTIC_HOLDOUT,h2_diagnostic_review_package_v2,6eb88630f20f99aac4d64356974b5a18345c3673,89bd296b15525c48a4fbd3be84eb4a8c0b269ca11170cfe901b449cc1bb77359,ac2ffb8b064a502f8b5cab7b0c4183914701c7bf21443dd01189e023403ebca8,1f5e0dbeb0e227d2c6708a310ef171863c216bf84a5cddda62af992766700059,18b21f9e032fdba410e291f67edba60e649b2c6c4ae3d2f33df08a7c31f6ef60,dfcc279b362b8f679484bbb133c991af7d7ba5d61b830229c2cece4bc7346248,01d951d5fc6523a15137f84fcfe6a8cade58bcfdf1c86d75397f1b52713fb3ba,review_004_event_00,libero_goal|6|4|0|CLEAN,libero_goal,6,4,single_object_pick_place,NO_RELEVANT_GRASP_EVENT,,,,,,,,,,,,,,,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/videos/review_004_libero_goal_t06_s04.mp4,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_timelines/review_004_event_00_teacher_timeline.csv,WROTE,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_overlays/review_004_event_00_teacher_overlay.mp4,WROTE,symlink,,,,,,,,,,,,,,,,,,,,,,,,,,,
h2_diagnostic_review_round_v2_20260620,DIAGNOSTIC_HOLDOUT,h2_diagnostic_review_package_v2,6eb88630f20f99aac4d64356974b5a18345c3673,89bd296b15525c48a4fbd3be84eb4a8c0b269ca11170cfe901b449cc1bb77359,ac2ffb8b064a502f8b5cab7b0c4183914701c7bf21443dd01189e023403ebca8,1f5e0dbeb0e227d2c6708a310ef171863c216bf84a5cddda62af992766700059,18b21f9e032fdba410e291f67edba60e649b2c6c4ae3d2f33df08a7c31f6ef60,dfcc279b362b8f679484bbb133c991af7d7ba5d61b830229c2cece4bc7346248,01d951d5fc6523a15137f84fcfe6a8cade58bcfdf1c86d75397f1b52713fb3ba,review_005_event_00,libero_goal|1|2|0|CLEAN,libero_goal,1,2,single_object_pick_place,ELIGIBLE_EVENT,,,,libero_goal|1|2|0|CLEAN|event0,akita_black_bowl_1_main,flat_stove_1_default_site,31,31,50,50,29,31,77,,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/videos/review_005_libero_goal_t01_s02.mp4,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_timelines/review_005_event_00_teacher_timeline.csv,WROTE,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_overlays/review_005_event_00_teacher_overlay.mp4,WROTE,symlink,,,,,,,,,,,,,,,,,,,,,,,,,,,
h2_diagnostic_review_round_v2_20260620,DIAGNOSTIC_HOLDOUT,h2_diagnostic_review_package_v2,6eb88630f20f99aac4d64356974b5a18345c3673,89bd296b15525c48a4fbd3be84eb4a8c0b269ca11170cfe901b449cc1bb77359,ac2ffb8b064a502f8b5cab7b0c4183914701c7bf21443dd01189e023403ebca8,1f5e0dbeb0e227d2c6708a310ef171863c216bf84a5cddda62af992766700059,18b21f9e032fdba410e291f67edba60e649b2c6c4ae3d2f33df08a7c31f6ef60,dfcc279b362b8f679484bbb133c991af7d7ba5d61b830229c2cece4bc7346248,01d951d5fc6523a15137f84fcfe6a8cade58bcfdf1c86d75397f1b52713fb3ba,review_006_event_00,libero_goal|5|3|0|CLEAN,libero_goal,5,3,push_or_planar,CORRECT_SEMANTIC_ABSTAIN,,,,,,,,,,,,,,,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/videos/review_006_libero_goal_t05_s03.mp4,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_timelines/review_006_event_00_teacher_timeline.csv,WROTE,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_overlays/review_006_event_00_teacher_overlay.mp4,WROTE,symlink,,,,,,,,,,,,,,,,,,,,,,,,,,,
h2_diagnostic_review_round_v2_20260620,DIAGNOSTIC_HOLDOUT,h2_diagnostic_review_package_v2,6eb88630f20f99aac4d64356974b5a18345c3673,89bd296b15525c48a4fbd3be84eb4a8c0b269ca11170cfe901b449cc1bb77359,ac2ffb8b064a502f8b5cab7b0c4183914701c7bf21443dd01189e023403ebca8,1f5e0dbeb0e227d2c6708a310ef171863c216bf84a5cddda62af992766700059,18b21f9e032fdba410e291f67edba60e649b2c6c4ae3d2f33df08a7c31f6ef60,dfcc279b362b8f679484bbb133c991af7d7ba5d61b830229c2cece4bc7346248,01d951d5fc6523a15137f84fcfe6a8cade58bcfdf1c86d75397f1b52713fb3ba,review_007_event_00,libero_goal|7|2|0|CLEAN,libero_goal,7,2,articulated_only,CORRECT_SEMANTIC_ABSTAIN,,,,,,,,,,,,,,,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/videos/review_007_libero_goal_t07_s02.mp4,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_timelines/review_007_event_00_teacher_timeline.csv,WROTE,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_overlays/review_007_event_00_teacher_overlay.mp4,WROTE,symlink,,,,,,,,,,,,,,,,,,,,,,,,,,,
h2_diagnostic_review_round_v2_20260620,DIAGNOSTIC_HOLDOUT,h2_diagnostic_review_package_v2,6eb88630f20f99aac4d64356974b5a18345c3673,89bd296b15525c48a4fbd3be84eb4a8c0b269ca11170cfe901b449cc1bb77359,ac2ffb8b064a502f8b5cab7b0c4183914701c7bf21443dd01189e023403ebca8,1f5e0dbeb0e227d2c6708a310ef171863c216bf84a5cddda62af992766700059,18b21f9e032fdba410e291f67edba60e649b2c6c4ae3d2f33df08a7c31f6ef60,dfcc279b362b8f679484bbb133c991af7d7ba5d61b830229c2cece4bc7346248,01d951d5fc6523a15137f84fcfe6a8cade58bcfdf1c86d75397f1b52713fb3ba,review_008_event_00,libero_goal|3|9|0|CLEAN,libero_goal,3,9,mixed_articulated_pick_place,RESOLVER_NOT_IMPLEMENTED_FOR_MECHANISM,,,,,,,,,,,,,,,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/videos/review_008_libero_goal_t03_s09.mp4,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_timelines/review_008_event_00_teacher_timeline.csv,WROTE,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_overlays/review_008_event_00_teacher_overlay.mp4,WROTE,symlink,,,,,,,,,,,,,,,,,,,,,,,,,,,
h2_diagnostic_review_round_v2_20260620,DIAGNOSTIC_HOLDOUT,h2_diagnostic_review_package_v2,6eb88630f20f99aac4d64356974b5a18345c3673,89bd296b15525c48a4fbd3be84eb4a8c0b269ca11170cfe901b449cc1bb77359,ac2ffb8b064a502f8b5cab7b0c4183914701c7bf21443dd01189e023403ebca8,1f5e0dbeb0e227d2c6708a310ef171863c216bf84a5cddda62af992766700059,18b21f9e032fdba410e291f67edba60e649b2c6c4ae3d2f33df08a7c31f6ef60,dfcc279b362b8f679484bbb133c991af7d7ba5d61b830229c2cece4bc7346248,01d951d5fc6523a15137f84fcfe6a8cade58bcfdf1c86d75397f1b52713fb3ba,review_009_event_00,libero_goal|3|2|0|CLEAN,libero_goal,3,2,mixed_articulated_pick_place,RESOLVER_NOT_IMPLEMENTED_FOR_MECHANISM,,,,,,,,,,,,,,,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/videos/review_009_libero_goal_t03_s02.mp4,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_timelines/review_009_event_00_teacher_timeline.csv,WROTE,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_overlays/review_009_event_00_teacher_overlay.mp4,WROTE,symlink,,,,,,,,,,,,,,,,,,,,,,,,,,,
h2_diagnostic_review_round_v2_20260620,DIAGNOSTIC_HOLDOUT,h2_diagnostic_review_package_v2,6eb88630f20f99aac4d64356974b5a18345c3673,89bd296b15525c48a4fbd3be84eb4a8c0b269ca11170cfe901b449cc1bb77359,ac2ffb8b064a502f8b5cab7b0c4183914701c7bf21443dd01189e023403ebca8,1f5e0dbeb0e227d2c6708a310ef171863c216bf84a5cddda62af992766700059,18b21f9e032fdba410e291f67edba60e649b2c6c4ae3d2f33df08a7c31f6ef60,dfcc279b362b8f679484bbb133c991af7d7ba5d61b830229c2cece4bc7346248,01d951d5fc6523a15137f84fcfe6a8cade58bcfdf1c86d75397f1b52713fb3ba,review_010_event_00,libero_spatial|7|9|0|CLEAN,libero_spatial,7,9,single_object_pick_place,NO_RELEVANT_GRASP_EVENT,,,,,,,,,,,,,,,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/videos/review_010_libero_spatial_t07_s09.mp4,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_timelines/review_010_event_00_teacher_timeline.csv,WROTE,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_overlays/review_010_event_00_teacher_overlay.mp4,WROTE,symlink,,,,,,,,,,,,,,,,,,,,,,,,,,,
h2_diagnostic_review_round_v2_20260620,DIAGNOSTIC_HOLDOUT,h2_diagnostic_review_package_v2,6eb88630f20f99aac4d64356974b5a18345c3673,89bd296b15525c48a4fbd3be84eb4a8c0b269ca11170cfe901b449cc1bb77359,ac2ffb8b064a502f8b5cab7b0c4183914701c7bf21443dd01189e023403ebca8,1f5e0dbeb0e227d2c6708a310ef171863c216bf84a5cddda62af992766700059,18b21f9e032fdba410e291f67edba60e649b2c6c4ae3d2f33df08a7c31f6ef60,dfcc279b362b8f679484bbb133c991af7d7ba5d61b830229c2cece4bc7346248,01d951d5fc6523a15137f84fcfe6a8cade58bcfdf1c86d75397f1b52713fb3ba,review_011_event_00,libero_spatial|8|7|0|CLEAN,libero_spatial,8,7,single_object_pick_place,ELIGIBLE_EVENT,,,,libero_spatial|8|7|0|CLEAN|event0,akita_black_bowl_1_main,plate_1_default_site,48,48,86,86,46,48,86,107,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/videos/review_011_libero_spatial_t08_s07.mp4,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_timelines/review_011_event_00_teacher_timeline.csv,WROTE,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_overlays/review_011_event_00_teacher_overlay.mp4,WROTE,symlink,,,,,,,,,,,,,,,,,,,,,,,,,,,
h2_diagnostic_review_round_v2_20260620,DIAGNOSTIC_HOLDOUT,h2_diagnostic_review_package_v2,6eb88630f20f99aac4d64356974b5a18345c3673,89bd296b15525c48a4fbd3be84eb4a8c0b269ca11170cfe901b449cc1bb77359,ac2ffb8b064a502f8b5cab7b0c4183914701c7bf21443dd01189e023403ebca8,1f5e0dbeb0e227d2c6708a310ef171863c216bf84a5cddda62af992766700059,18b21f9e032fdba410e291f67edba60e649b2c6c4ae3d2f33df08a7c31f6ef60,dfcc279b362b8f679484bbb133c991af7d7ba5d61b830229c2cece4bc7346248,01d951d5fc6523a15137f84fcfe6a8cade58bcfdf1c86d75397f1b52713fb3ba,review_012_event_00,libero_10|5|5|0|CLEAN,libero_10,5,5,single_object_pick_place,TARGET_BINDING_AMBIGUOUS,,,,,,,,,,,,,,,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/videos/review_012_libero_10_t05_s05.mp4,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_timelines/review_012_event_00_teacher_timeline.csv,WROTE,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_overlays/review_012_event_00_teacher_overlay.mp4,WROTE,symlink,,,,,,,,,,,,,,,,,,,,,,,,,,,
h2_diagnostic_review_round_v2_20260620,DIAGNOSTIC_HOLDOUT,h2_diagnostic_review_package_v2,6eb88630f20f99aac4d64356974b5a18345c3673,89bd296b15525c48a4fbd3be84eb4a8c0b269ca11170cfe901b449cc1bb77359,ac2ffb8b064a502f8b5cab7b0c4183914701c7bf21443dd01189e023403ebca8,1f5e0dbeb0e227d2c6708a310ef171863c216bf84a5cddda62af992766700059,18b21f9e032fdba410e291f67edba60e649b2c6c4ae3d2f33df08a7c31f6ef60,dfcc279b362b8f679484bbb133c991af7d7ba5d61b830229c2cece4bc7346248,01d951d5fc6523a15137f84fcfe6a8cade58bcfdf1c86d75397f1b52713fb3ba,review_013_event_00,libero_10|5|6|0|CLEAN,libero_10,5,6,single_object_pick_place,TARGET_BINDING_AMBIGUOUS,,,,,,,,,,,,,,,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/videos/review_013_libero_10_t05_s06.mp4,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_timelines/review_013_event_00_teacher_timeline.csv,WROTE,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_overlays/review_013_event_00_teacher_overlay.mp4,WROTE,symlink,,,,,,,,,,,,,,,,,,,,,,,,,,,
h2_diagnostic_review_round_v2_20260620,DIAGNOSTIC_HOLDOUT,h2_diagnostic_review_package_v2,6eb88630f20f99aac4d64356974b5a18345c3673,89bd296b15525c48a4fbd3be84eb4a8c0b269ca11170cfe901b449cc1bb77359,ac2ffb8b064a502f8b5cab7b0c4183914701c7bf21443dd01189e023403ebca8,1f5e0dbeb0e227d2c6708a310ef171863c216bf84a5cddda62af992766700059,18b21f9e032fdba410e291f67edba60e649b2c6c4ae3d2f33df08a7c31f6ef60,dfcc279b362b8f679484bbb133c991af7d7ba5d61b830229c2cece4bc7346248,01d951d5fc6523a15137f84fcfe6a8cade58bcfdf1c86d75397f1b52713fb3ba,review_014_event_00,libero_10|4|3|0|CLEAN,libero_10,4,3,multi_object_transfer,RESOLVER_NOT_IMPLEMENTED_FOR_MECHANISM,,,,,,,,,,,,,,,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/videos/review_014_libero_10_t04_s03.mp4,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_timelines/review_014_event_00_teacher_timeline.csv,WROTE,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_overlays/review_014_event_00_teacher_overlay.mp4,WROTE,symlink,,,,,,,,,,,,,,,,,,,,,,,,,,,
h2_diagnostic_review_round_v2_20260620,DIAGNOSTIC_HOLDOUT,h2_diagnostic_review_package_v2,6eb88630f20f99aac4d64356974b5a18345c3673,89bd296b15525c48a4fbd3be84eb4a8c0b269ca11170cfe901b449cc1bb77359,ac2ffb8b064a502f8b5cab7b0c4183914701c7bf21443dd01189e023403ebca8,1f5e0dbeb0e227d2c6708a310ef171863c216bf84a5cddda62af992766700059,18b21f9e032fdba410e291f67edba60e649b2c6c4ae3d2f33df08a7c31f6ef60,dfcc279b362b8f679484bbb133c991af7d7ba5d61b830229c2cece4bc7346248,01d951d5fc6523a15137f84fcfe6a8cade58bcfdf1c86d75397f1b52713fb3ba,review_015_event_00,libero_10|0|9|0|CLEAN,libero_10,0,9,multi_object_transfer,RESOLVER_NOT_IMPLEMENTED_FOR_MECHANISM,,,,,,,,,,,,,,,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/videos/review_015_libero_10_t00_s09.mp4,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_timelines/review_015_event_00_teacher_timeline.csv,WROTE,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_overlays/review_015_event_00_teacher_overlay.mp4,WROTE,symlink,,,,,,,,,,,,,,,,,,,,,,,,,,,
h2_diagnostic_review_round_v2_20260620,DIAGNOSTIC_HOLDOUT,h2_diagnostic_review_package_v2,6eb88630f20f99aac4d64356974b5a18345c3673,89bd296b15525c48a4fbd3be84eb4a8c0b269ca11170cfe901b449cc1bb77359,ac2ffb8b064a502f8b5cab7b0c4183914701c7bf21443dd01189e023403ebca8,1f5e0dbeb0e227d2c6708a310ef171863c216bf84a5cddda62af992766700059,18b21f9e032fdba410e291f67edba60e649b2c6c4ae3d2f33df08a7c31f6ef60,dfcc279b362b8f679484bbb133c991af7d7ba5d61b830229c2cece4bc7346248,01d951d5fc6523a15137f84fcfe6a8cade58bcfdf1c86d75397f1b52713fb3ba,review_016_event_00,libero_goal|2|8|0|CLEAN,libero_goal,2,8,single_object_pick_place,ELIGIBLE_EVENT,,,,libero_goal|2|8|0|CLEAN|event0,wine_bottle_1_main,wooden_cabinet_1_cabinet_top,290,290,367,367,288,290,370,370,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/videos/review_016_libero_goal_t02_s08.mp4,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_timelines/review_016_event_00_teacher_timeline.csv,WROTE,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_overlays/review_016_event_00_teacher_overlay.mp4,WROTE,symlink,,,,,,,,,,,,,,,,,,,,,,,,,,,
