review_id,episode_key,owner_source,owner_event_exists,owner_false_positive_carry,repaired_teacher_status,repaired_event_count,close_onset_step,grasp_established_step,lift_onset_step,stable_carry_start,teacher_window_end,audit_flags
review_008_event_00,libero_goal|3|9|0|CLEAN,owner_fail_closed_override_20260622,NO_OFFICIAL_ACCEPTED_EVENT,NO,RESOLVER_NOT_IMPLEMENTED_FOR_MECHANISM,0,,,,,,
review_009_event_00,libero_goal|3|2|0|CLEAN,owner_fail_closed_override_20260622,NO_OFFICIAL_ACCEPTED_EVENT,NO,RESOLVER_NOT_IMPLEMENTED_FOR_MECHANISM,0,,,,,,
review_010_event_00,libero_spatial|7|9|0|CLEAN,owner_fail_closed_override_20260622,NO_OFFICIAL_ACCEPTED_EVENT,NO,NO_RELEVANT_GRASP_EVENT,0,,,,,,
review_011_event_00,libero_spatial|8|7|0|CLEAN,explicit_owner_override_20260622,YES,NO,ELIGIBLE_EVENT,1,52,53,93,93,107,
review_012_event_00,libero_10|5|5|0|CLEAN,owner_fail_closed_override_20260622,NO_OFFICIAL_ACCEPTED_EVENT,NO,TARGET_BINDING_AMBIGUOUS,0,,,,,,
review_013_event_00,libero_10|5|6|0|CLEAN,owner_fail_closed_override_20260622,NO_OFFICIAL_ACCEPTED_EVENT,NO,TARGET_BINDING_AMBIGUOUS,0,,,,,,
review_014_event_00,libero_10|4|3|0|CLEAN,owner_fail_closed_override_20260622,NO_OFFICIAL_ACCEPTED_EVENT,NO,RESOLVER_NOT_IMPLEMENTED_FOR_MECHANISM,0,,,,,,
review_015_event_00,libero_10|0|9|0|CLEAN,owner_fail_closed_override_20260622,NO_OFFICIAL_ACCEPTED_EVENT,NO,RESOLVER_NOT_IMPLEMENTED_FOR_MECHANISM,0,,,,,,
review_016_event_00,libero_goal|2|8|0|CLEAN,explicit_owner_override_20260622,NO,YES,NO_RELEVANT_GRASP_EVENT,0,,,,,,
review_017_event_00,libero_goal|1|8|0|CLEAN,owner_default_accept_existing_ai_assisted_recommendation_unless_regression_contradicts,YES,NO,ELIGIBLE_EVENT,1,40,41,52,52,90,
review_018_event_00,libero_goal|0|3|0|CLEAN,owner_fail_closed_override_20260622,NO_OFFICIAL_ACCEPTED_EVENT,NO,CORRECT_SEMANTIC_ABSTAIN,0,,,,,,
review_019_event_00,libero_goal|7|9|0|CLEAN,owner_fail_closed_override_20260622,NO_OFFICIAL_ACCEPTED_EVENT,NO,CORRECT_SEMANTIC_ABSTAIN,0,,,,,,
review_020_event_00,libero_goal|3|4|0|CLEAN,owner_fail_closed_override_20260622,NO_OFFICIAL_ACCEPTED_EVENT,NO,RESOLVER_NOT_IMPLEMENTED_FOR_MECHANISM,0,,,,,,
review_021_event_00,libero_goal|3|8|0|CLEAN,owner_fail_closed_override_20260622,NO_OFFICIAL_ACCEPTED_EVENT,NO,RESOLVER_NOT_IMPLEMENTED_FOR_MECHANISM,0,,,,,,
review_022_event_00,libero_spatial|3|7|0|CLEAN,owner_default_accept_existing_ai_assisted_recommendation_unless_regression_contradicts,YES,NO,ELIGIBLE_EVENT,1,57,58,69,69,88,
review_023_event_00,libero_spatial|3|1|0|CLEAN,owner_default_accept_existing_ai_assisted_recommendation_unless_regression_contradicts,YES,NO,ELIGIBLE_EVENT,1,52,53,65,65,81,
