review_id,episode_key,suite,task_idx,state_id,mechanism_type,teacher_status,event_id,proposed_object_body,proposed_target_body_or_site,proposed_close_onset,proposed_grasp_established,proposed_lift_onset,proposed_stable_carry_start,proposed_window_start,proposed_anchor,proposed_window_end,proposed_release_onset,blind_video_path,teacher_only_timeline_path,teacher_only_overlay_path,reviewer_id,review_timestamp,object_identity_valid,target_identity_valid,event_exists,close_onset_valid,grasp_established_valid,lift_onset_valid,stable_carry_valid,window_start_valid,anchor_valid,window_end_valid,release_separation_valid,false_positive_carry,abstain_or_fail_closed_correct,corrected_object_body,corrected_target_body_or_site,corrected_close_onset,corrected_grasp_established,corrected_lift_onset,corrected_stable_carry_start,corrected_window_start,corrected_anchor,corrected_window_end,corrected_release_onset,disagreement_reason,reviewer_notes
review_010_event_00,libero_spatial|7|9|0|CLEAN,libero_spatial,7,9,single_object_pick_place,NO_RELEVANT_GRASP_EVENT,,,,,,,,,,,,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/videos/review_010_libero_spatial_t07_s09.mp4,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_timelines/review_010_event_00_teacher_timeline.csv,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_overlays/review_010_event_00_teacher_overlay.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,
review_011_event_00,libero_spatial|8|7|0|CLEAN,libero_spatial,8,7,single_object_pick_place,ELIGIBLE_EVENT,libero_spatial|8|7|0|CLEAN|event0,akita_black_bowl_1_main,plate_1_default_site,48,48,86,86,46,48,86,107,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/videos/review_011_libero_spatial_t08_s07.mp4,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_timelines/review_011_event_00_teacher_timeline.csv,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_overlays/review_011_event_00_teacher_overlay.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,
review_012_event_00,libero_10|5|5|0|CLEAN,libero_10,5,5,single_object_pick_place,TARGET_BINDING_AMBIGUOUS,,,,,,,,,,,,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/videos/review_012_libero_10_t05_s05.mp4,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_timelines/review_012_event_00_teacher_timeline.csv,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_overlays/review_012_event_00_teacher_overlay.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,
review_013_event_00,libero_10|5|6|0|CLEAN,libero_10,5,6,single_object_pick_place,TARGET_BINDING_AMBIGUOUS,,,,,,,,,,,,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/videos/review_013_libero_10_t05_s06.mp4,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_timelines/review_013_event_00_teacher_timeline.csv,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_overlays/review_013_event_00_teacher_overlay.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,
review_014_event_00,libero_10|4|3|0|CLEAN,libero_10,4,3,multi_object_transfer,RESOLVER_NOT_IMPLEMENTED_FOR_MECHANISM,,,,,,,,,,,,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/videos/review_014_libero_10_t04_s03.mp4,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_timelines/review_014_event_00_teacher_timeline.csv,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_overlays/review_014_event_00_teacher_overlay.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,
review_015_event_00,libero_10|0|9|0|CLEAN,libero_10,0,9,multi_object_transfer,RESOLVER_NOT_IMPLEMENTED_FOR_MECHANISM,,,,,,,,,,,,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/videos/review_015_libero_10_t00_s09.mp4,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_timelines/review_015_event_00_teacher_timeline.csv,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_overlays/review_015_event_00_teacher_overlay.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,
review_016_event_00,libero_goal|2|8|0|CLEAN,libero_goal,2,8,single_object_pick_place,ELIGIBLE_EVENT,libero_goal|2|8|0|CLEAN|event0,wine_bottle_1_main,wooden_cabinet_1_cabinet_top,290,290,367,367,288,290,370,370,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/videos/review_016_libero_goal_t02_s08.mp4,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_timelines/review_016_event_00_teacher_timeline.csv,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_overlays/review_016_event_00_teacher_overlay.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,
review_017_event_00,libero_goal|1|8|0|CLEAN,libero_goal,1,8,single_object_pick_place,ELIGIBLE_EVENT,libero_goal|1|8|0|CLEAN|event0,akita_black_bowl_1_main,flat_stove_1_default_site,40,40,56,56,38,40,90,90,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/videos/review_017_libero_goal_t01_s08.mp4,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_timelines/review_017_event_00_teacher_timeline.csv,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_overlays/review_017_event_00_teacher_overlay.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,
review_018_event_00,libero_goal|0|3|0|CLEAN,libero_goal,0,3,articulated_only,CORRECT_SEMANTIC_ABSTAIN,,,,,,,,,,,,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/videos/review_018_libero_goal_t00_s03.mp4,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_timelines/review_018_event_00_teacher_timeline.csv,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_overlays/review_018_event_00_teacher_overlay.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,
review_019_event_00,libero_goal|7|9|0|CLEAN,libero_goal,7,9,articulated_only,CORRECT_SEMANTIC_ABSTAIN,,,,,,,,,,,,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/videos/review_019_libero_goal_t07_s09.mp4,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_timelines/review_019_event_00_teacher_timeline.csv,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_overlays/review_019_event_00_teacher_overlay.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,
review_020_event_00,libero_goal|3|4|0|CLEAN,libero_goal,3,4,mixed_articulated_pick_place,RESOLVER_NOT_IMPLEMENTED_FOR_MECHANISM,,,,,,,,,,,,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/videos/review_020_libero_goal_t03_s04.mp4,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_timelines/review_020_event_00_teacher_timeline.csv,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_overlays/review_020_event_00_teacher_overlay.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,
review_021_event_00,libero_goal|3|8|0|CLEAN,libero_goal,3,8,mixed_articulated_pick_place,RESOLVER_NOT_IMPLEMENTED_FOR_MECHANISM,,,,,,,,,,,,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/videos/review_021_libero_goal_t03_s08.mp4,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_timelines/review_021_event_00_teacher_timeline.csv,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_overlays/review_021_event_00_teacher_overlay.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,
review_022_event_00,libero_spatial|3|7|0|CLEAN,libero_spatial,3,7,single_object_pick_place,ELIGIBLE_EVENT,libero_spatial|3|7|0|CLEAN|event0,akita_black_bowl_1_main,plate_1_default_site,57,57,73,73,55,57,88,99,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/videos/review_022_libero_spatial_t03_s07.mp4,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_timelines/review_022_event_00_teacher_timeline.csv,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_overlays/review_022_event_00_teacher_overlay.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,
review_023_event_00,libero_spatial|3|1|0|CLEAN,libero_spatial,3,1,single_object_pick_place,ELIGIBLE_EVENT,libero_spatial|3|1|0|CLEAN|event0,akita_black_bowl_1_main,plate_1_default_site,49,49,68,68,47,49,81,,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/videos/review_023_libero_spatial_t03_s01.mp4,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_timelines/review_023_event_00_teacher_timeline.csv,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_overlays/review_023_event_00_teacher_overlay.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,
