review_round_id,review_id,episode_key,suite,task_idx,state_id,original_teacher_status,owner_adjudication_source,owner_event_exists,owner_object_identity_valid,owner_target_identity_valid,owner_close_onset_valid,owner_grasp_established_valid,owner_lift_onset_valid,owner_stable_carry_valid,owner_window_start_valid,owner_anchor_valid,owner_window_end_valid,owner_false_positive_carry,owner_abstain_or_fail_closed_correct,corrected_close_onset,corrected_grasp_established,corrected_lift_onset,corrected_stable_carry_start,corrected_window_start,corrected_anchor,corrected_window_end,owner_notes
h2_diagnostic_review_round_v2_1_20260621,review_002_event_00,libero_10|0|5|0|CLEAN,libero_10,0,5,RESOLVER_NOT_IMPLEMENTED_FOR_MECHANISM,owner_fail_closed_override_20260622,NO_OFFICIAL_ACCEPTED_EVENT,,,,,,,,,,NO,YES,,,,,,,,Owner accepted fail-closed/abstain behavior for all 24 non-accepted rows.
h2_diagnostic_review_round_v2_1_20260621,review_003_event_00,libero_10|1|8|0|CLEAN,libero_10,1,8,RESOLVER_NOT_IMPLEMENTED_FOR_MECHANISM,owner_fail_closed_override_20260622,NO_OFFICIAL_ACCEPTED_EVENT,,,,,,,,,,NO,YES,,,,,,,,Owner accepted fail-closed/abstain behavior for all 24 non-accepted rows.
h2_diagnostic_review_round_v2_1_20260621,review_004_event_00,libero_goal|6|4|0|CLEAN,libero_goal,6,4,NO_RELEVANT_GRASP_EVENT,owner_fail_closed_override_20260622,NO_OFFICIAL_ACCEPTED_EVENT,,,,,,,,,,NO,YES,,,,,,,,Owner accepted fail-closed/abstain behavior for all 24 non-accepted rows.
h2_diagnostic_review_round_v2_1_20260621,review_005_event_00,libero_goal|1|2|0|CLEAN,libero_goal,1,2,ELIGIBLE_EVENT,owner_default_accept_existing_ai_assisted_recommendation_unless_regression_contradicts,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,,,,,,,,,Accepted by owner default subject to deterministic physical regression checks.
h2_diagnostic_review_round_v2_1_20260621,review_006_event_00,libero_goal|5|3|0|CLEAN,libero_goal,5,3,CORRECT_SEMANTIC_ABSTAIN,owner_fail_closed_override_20260622,NO_OFFICIAL_ACCEPTED_EVENT,,,,,,,,,,NO,YES,,,,,,,,Owner accepted fail-closed/abstain behavior for all 24 non-accepted rows.
h2_diagnostic_review_round_v2_1_20260621,review_007_event_00,libero_goal|7|2|0|CLEAN,libero_goal,7,2,CORRECT_SEMANTIC_ABSTAIN,owner_fail_closed_override_20260622,NO_OFFICIAL_ACCEPTED_EVENT,,,,,,,,,,NO,YES,,,,,,,,Owner accepted fail-closed/abstain behavior for all 24 non-accepted rows.
h2_diagnostic_review_round_v2_1_20260621,review_008_event_00,libero_goal|3|9|0|CLEAN,libero_goal,3,9,RESOLVER_NOT_IMPLEMENTED_FOR_MECHANISM,owner_fail_closed_override_20260622,NO_OFFICIAL_ACCEPTED_EVENT,,,,,,,,,,NO,YES,,,,,,,,Owner accepted fail-closed/abstain behavior for all 24 non-accepted rows.
h2_diagnostic_review_round_v2_1_20260621,review_009_event_00,libero_goal|3|2|0|CLEAN,libero_goal,3,2,RESOLVER_NOT_IMPLEMENTED_FOR_MECHANISM,owner_fail_closed_override_20260622,NO_OFFICIAL_ACCEPTED_EVENT,,,,,,,,,,NO,YES,,,,,,,,Owner accepted fail-closed/abstain behavior for all 24 non-accepted rows.
h2_diagnostic_review_round_v2_1_20260621,review_010_event_00,libero_spatial|7|9|0|CLEAN,libero_spatial,7,9,NO_RELEVANT_GRASP_EVENT,owner_fail_closed_override_20260622,NO_OFFICIAL_ACCEPTED_EVENT,,,,,,,,,,NO,YES,,,,,,,,Owner accepted fail-closed/abstain behavior for all 24 non-accepted rows.
h2_diagnostic_review_round_v2_1_20260621,review_011_event_00,libero_spatial|8|7|0|CLEAN,libero_spatial,8,7,ELIGIBLE_EVENT,explicit_owner_override_20260622,YES,YES,YES,YES,YES,NO,NO,YES,YES,NO,NO,,,86,,,,,,"Step 86 is stable grasp, not lift onset or stable carry onset; current lift/carry/window-end timing invalid."
h2_diagnostic_review_round_v2_1_20260621,review_012_event_00,libero_10|5|5|0|CLEAN,libero_10,5,5,TARGET_BINDING_AMBIGUOUS,owner_fail_closed_override_20260622,NO_OFFICIAL_ACCEPTED_EVENT,,,,,,,,,,NO,YES,,,,,,,,Owner accepted fail-closed/abstain behavior for all 24 non-accepted rows.
h2_diagnostic_review_round_v2_1_20260621,review_013_event_00,libero_10|5|6|0|CLEAN,libero_10,5,6,TARGET_BINDING_AMBIGUOUS,owner_fail_closed_override_20260622,NO_OFFICIAL_ACCEPTED_EVENT,,,,,,,,,,NO,YES,,,,,,,,Owner accepted fail-closed/abstain behavior for all 24 non-accepted rows.
h2_diagnostic_review_round_v2_1_20260621,review_014_event_00,libero_10|4|3|0|CLEAN,libero_10,4,3,RESOLVER_NOT_IMPLEMENTED_FOR_MECHANISM,owner_fail_closed_override_20260622,NO_OFFICIAL_ACCEPTED_EVENT,,,,,,,,,,NO,YES,,,,,,,,Owner accepted fail-closed/abstain behavior for all 24 non-accepted rows.
h2_diagnostic_review_round_v2_1_20260621,review_015_event_00,libero_10|0|9|0|CLEAN,libero_10,0,9,RESOLVER_NOT_IMPLEMENTED_FOR_MECHANISM,owner_fail_closed_override_20260622,NO_OFFICIAL_ACCEPTED_EVENT,,,,,,,,,,NO,YES,,,,,,,,Owner accepted fail-closed/abstain behavior for all 24 non-accepted rows.
h2_diagnostic_review_round_v2_1_20260621,review_016_event_00,libero_goal|2|8|0|CLEAN,libero_goal,2,8,ELIGIBLE_EVENT,explicit_owner_override_20260622,NO,UNCERTAIN_NOT_DECISIVE,UNCERTAIN_NOT_DECISIVE,NO,NO,NO,NO,NO,NO,NO,YES,,,,,,,,,First grasp attempt near step 290 failed; later attempt knocked bottle over; no successful grasp-lift-stable-carry event.
h2_diagnostic_review_round_v2_1_20260621,review_017_event_00,libero_goal|1|8|0|CLEAN,libero_goal,1,8,ELIGIBLE_EVENT,owner_default_accept_existing_ai_assisted_recommendation_unless_regression_contradicts,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,,,,,,,,,Accepted by owner default subject to deterministic physical regression checks.
h2_diagnostic_review_round_v2_1_20260621,review_018_event_00,libero_goal|0|3|0|CLEAN,libero_goal,0,3,CORRECT_SEMANTIC_ABSTAIN,owner_fail_closed_override_20260622,NO_OFFICIAL_ACCEPTED_EVENT,,,,,,,,,,NO,YES,,,,,,,,Owner accepted fail-closed/abstain behavior for all 24 non-accepted rows.
h2_diagnostic_review_round_v2_1_20260621,review_019_event_00,libero_goal|7|9|0|CLEAN,libero_goal,7,9,CORRECT_SEMANTIC_ABSTAIN,owner_fail_closed_override_20260622,NO_OFFICIAL_ACCEPTED_EVENT,,,,,,,,,,NO,YES,,,,,,,,Owner accepted fail-closed/abstain behavior for all 24 non-accepted rows.
h2_diagnostic_review_round_v2_1_20260621,review_020_event_00,libero_goal|3|4|0|CLEAN,libero_goal,3,4,RESOLVER_NOT_IMPLEMENTED_FOR_MECHANISM,owner_fail_closed_override_20260622,NO_OFFICIAL_ACCEPTED_EVENT,,,,,,,,,,NO,YES,,,,,,,,Owner accepted fail-closed/abstain behavior for all 24 non-accepted rows.
h2_diagnostic_review_round_v2_1_20260621,review_021_event_00,libero_goal|3|8|0|CLEAN,libero_goal,3,8,RESOLVER_NOT_IMPLEMENTED_FOR_MECHANISM,owner_fail_closed_override_20260622,NO_OFFICIAL_ACCEPTED_EVENT,,,,,,,,,,NO,YES,,,,,,,,Owner accepted fail-closed/abstain behavior for all 24 non-accepted rows.
h2_diagnostic_review_round_v2_1_20260621,review_022_event_00,libero_spatial|3|7|0|CLEAN,libero_spatial,3,7,ELIGIBLE_EVENT,owner_default_accept_existing_ai_assisted_recommendation_unless_regression_contradicts,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,,,,,,,,,Accepted by owner default subject to deterministic physical regression checks.
h2_diagnostic_review_round_v2_1_20260621,review_023_event_00,libero_spatial|3|1|0|CLEAN,libero_spatial,3,1,ELIGIBLE_EVENT,owner_default_accept_existing_ai_assisted_recommendation_unless_regression_contradicts,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,,,,,,,,,Accepted by owner default subject to deterministic physical regression checks.
