teacher_executed,teacher_run_id,teacher_version,ontology_version,resolver_version,episode_key,suite,task_idx,state_id,source_episode_relpath,source_episode_sha,mechanism_type,mechanism_eligible,object_binding_status,target_binding_status,teacher_status,teacher_semantic_abstain,abstain_reason,event_count,manual_review_required
True,layer1_blind_review_68f02dd_20260619,cross_suite_teacher_v1,cross_suite_task_ontology_v1,cross_suite_resolver_v1,libero_spatial|7|9|0|CLEAN,libero_spatial,7,9,/data/liuyu/outputs/cross_suite_clean_300_20260619_spatial_tail_parallel_6379397_20260619/B/waveB_libero_spatial_t07_s09,a5e1118e62be822b3cadd465bb924b75bfa68dd09357865a7d8b94f5f5d34f57,single_object_pick_place,True,BOUND_BDDL_ONTOLOGY,BOUND_BDDL_ONTOLOGY,ELIGIBLE_EVENT,False,,1,True
True,layer1_blind_review_68f02dd_20260619,cross_suite_teacher_v1,cross_suite_task_ontology_v1,cross_suite_resolver_v1,libero_spatial|8|7|0|CLEAN,libero_spatial,8,7,/data/liuyu/outputs/cross_suite_clean_300_20260619_spatial_tail_parallel_6379397_20260619/B/waveB_libero_spatial_t08_s07,38d3eead974deb5921c053c6cb6a1443da66c0724e70437c9bc965d125ab877e,single_object_pick_place,True,BOUND_BDDL_ONTOLOGY,BOUND_BDDL_ONTOLOGY,ELIGIBLE_EVENT,False,,1,True
True,layer1_blind_review_68f02dd_20260619,cross_suite_teacher_v1,cross_suite_task_ontology_v1,cross_suite_resolver_v1,libero_10|5|5|0|CLEAN,libero_10,5,5,/data/liuyu/outputs/cross_suite_clean_300_20260619_waveb_worker15_6379397/B/waveB_libero_10_t05_s05,488ed0e04dcf216d4cb01dec363e870ec98ac5c7e4b33b6e962a3a5a3fcb4897,single_object_pick_place,True,BOUND_BDDL_ONTOLOGY,BOUND_BDDL_ONTOLOGY,ELIGIBLE_EVENT,False,,1,True
True,layer1_blind_review_68f02dd_20260619,cross_suite_teacher_v1,cross_suite_task_ontology_v1,cross_suite_resolver_v1,libero_10|5|6|0|CLEAN,libero_10,5,6,/data/liuyu/outputs/cross_suite_clean_300_20260619_waveb_worker15_6379397/B/waveB_libero_10_t05_s06,db28444195f0312fd526dcf136304b10b82edfd1c27dd29e013fcd926926303b,single_object_pick_place,True,BOUND_BDDL_ONTOLOGY,BOUND_BDDL_ONTOLOGY,ELIGIBLE_EVENT,False,,1,True
True,layer1_blind_review_68f02dd_20260619,cross_suite_teacher_v1,cross_suite_task_ontology_v1,cross_suite_resolver_v1,libero_10|4|3|0|CLEAN,libero_10,4,3,/data/liuyu/outputs/cross_suite_clean_300_20260619_r1_6379397/A/waveA_libero_10_t04_s03,7fa74b80e23a99fccd0cdce8f86f151a40c4045470c9b53152d7c5a60a5a0e66,multi_object_transfer,False,NOT_APPLICABLE,NOT_APPLICABLE,MULTI_EVENT_AUDIT_ONLY,True,supplementary_event_level_audit_not_primary_denominator,0,True
True,layer1_blind_review_68f02dd_20260619,cross_suite_teacher_v1,cross_suite_task_ontology_v1,cross_suite_resolver_v1,libero_10|0|9|0|CLEAN,libero_10,0,9,/data/liuyu/outputs/cross_suite_clean_300_20260619_waveb_worker15_6379397/B/waveB_libero_10_t00_s09,82722962939ee95e0c6782d98c1fb7662fb30c046cb9ce87bf55834ff722e91a,multi_object_transfer,False,NOT_APPLICABLE,NOT_APPLICABLE,MULTI_EVENT_AUDIT_ONLY,True,supplementary_event_level_audit_not_primary_denominator,0,True
True,layer1_blind_review_68f02dd_20260619,cross_suite_teacher_v1,cross_suite_task_ontology_v1,cross_suite_resolver_v1,libero_goal|2|8|0|CLEAN,libero_goal,2,8,/data/liuyu/outputs/cross_suite_clean_300_20260619_waveb_worker15_6379397/B/waveB_libero_goal_t02_s08,cc9b9529bb7790e4ed038f84c2be3d4fd3bf85d98d9595780c575ea345ca1518,single_object_pick_place,True,BOUND_BDDL_ONTOLOGY,BOUND_BDDL_ONTOLOGY,ELIGIBLE_EVENT,False,,1,True
True,layer1_blind_review_68f02dd_20260619,cross_suite_teacher_v1,cross_suite_task_ontology_v1,cross_suite_resolver_v1,libero_goal|1|8|0|CLEAN,libero_goal,1,8,/data/liuyu/outputs/cross_suite_clean_300_20260619_waveb_worker15_6379397/B/waveB_libero_goal_t01_s08,f902edefccd6df7f4524f25d3b17e01783a163e5eb7767994d88e3b13e6bed71,single_object_pick_place,True,BOUND_BDDL_ONTOLOGY,BOUND_BDDL_ONTOLOGY,ELIGIBLE_EVENT,False,,1,True
True,layer1_blind_review_68f02dd_20260619,cross_suite_teacher_v1,cross_suite_task_ontology_v1,cross_suite_resolver_v1,libero_goal|0|3|0|CLEAN,libero_goal,0,3,/data/liuyu/outputs/cross_suite_clean_300_20260619_r1_6379397/A/waveA_libero_goal_t00_s03,d72a0207a1154899fc5aea54c106c86b7288575b5673e4a5f9f6ccdc1c6f2e29,articulated_only,False,NOT_APPLICABLE,NOT_APPLICABLE,CORRECT_SEMANTIC_ABSTAIN,True,mechanism_not_supported_for_primary_teacher:articulated_only,0,False
True,layer1_blind_review_68f02dd_20260619,cross_suite_teacher_v1,cross_suite_task_ontology_v1,cross_suite_resolver_v1,libero_goal|7|9|0|CLEAN,libero_goal,7,9,/data/liuyu/outputs/cross_suite_clean_300_20260619_waveb_worker15_6379397/B/waveB_libero_goal_t07_s09,4be102e3d21ad111ab92a346492bca377c4a8e5e76e165976fbaea7a8e9c2fe5,articulated_only,False,NOT_APPLICABLE,NOT_APPLICABLE,CORRECT_SEMANTIC_ABSTAIN,True,mechanism_not_supported_for_primary_teacher:articulated_only,0,False
True,layer1_blind_review_68f02dd_20260619,cross_suite_teacher_v1,cross_suite_task_ontology_v1,cross_suite_resolver_v1,libero_goal|3|4|0|CLEAN,libero_goal,3,4,/data/liuyu/outputs/cross_suite_clean_300_20260619_r1_6379397/A/waveA_libero_goal_t03_s04,e756f01984efd0b29848af078955c26086b5c67a1807d0cd3dbb509e7e437974,mixed_articulated_pick_place,False,NOT_APPLICABLE,NOT_APPLICABLE,MULTI_EVENT_AUDIT_ONLY,True,supplementary_event_level_audit_not_primary_denominator,0,True
True,layer1_blind_review_68f02dd_20260619,cross_suite_teacher_v1,cross_suite_task_ontology_v1,cross_suite_resolver_v1,libero_goal|3|8|0|CLEAN,libero_goal,3,8,/data/liuyu/outputs/cross_suite_clean_300_20260619_waveb_worker15_6379397/B/waveB_libero_goal_t03_s08,75a0bdcee63c3929b7ef3826868a458f4efd9807b2ff04223070e00088d9cdb4,mixed_articulated_pick_place,False,NOT_APPLICABLE,NOT_APPLICABLE,MULTI_EVENT_AUDIT_ONLY,True,supplementary_event_level_audit_not_primary_denominator,0,True
True,layer1_blind_review_68f02dd_20260619,cross_suite_teacher_v1,cross_suite_task_ontology_v1,cross_suite_resolver_v1,libero_spatial|3|7|0|CLEAN,libero_spatial,3,7,/data/liuyu/outputs/cross_suite_clean_300_20260619_r1_6379397/B/waveB_libero_spatial_t03_s07,dedb6d98bf63abf43571682f73797bb1a3bdc03d0008742d94e0c45ccb4f1fda,single_object_pick_place,True,BOUND_BDDL_ONTOLOGY,BOUND_BDDL_ONTOLOGY,ELIGIBLE_EVENT,False,,1,True
True,layer1_blind_review_68f02dd_20260619,cross_suite_teacher_v1,cross_suite_task_ontology_v1,cross_suite_resolver_v1,libero_spatial|3|1|0|CLEAN,libero_spatial,3,1,/data/liuyu/outputs/cross_suite_clean_300_20260619_r1_6379397/A/waveA_libero_spatial_t03_s01,a5d25d56ed3dae659b3add3577350943597ffd7e6cdd25cdfd81c59372e9c0f3,single_object_pick_place,True,BOUND_BDDL_ONTOLOGY,BOUND_BDDL_ONTOLOGY,ELIGIBLE_EVENT,False,,1,True
