trace_id,task_key,state_id,seed,provenance_pass,field_validity_pass,open_convention_pass,remap_pass,n_total_rows,n_gripper_valid_rows,n_neutral_rows,remap_field_issue_count,grasp_privilege_valid,n_close_candidates,n_tp_qualifying_candidates,teacher_p_step,teacher_r_step,category,failure_detail
trace_alphabet_soup_s16_w0_10_s20d_clean_seed0_job330007,alphabet_soup,16,0,True,True,True,True,158,158,0,0,True,2,2,60,60,TEACHER_P_AMBIGUOUS,tp_qualifying=2
trace_alphabet_soup_s17_w0_10_s20d_clean_seed0_job330008,alphabet_soup,17,0,True,True,True,True,280,280,0,0,True,13,1,49,49,ELIGIBLE_MULTI_CANDIDATE,
trace_alphabet_soup_s18_w0_10_s20d_clean_seed0_job330009,alphabet_soup,18,0,True,True,True,True,166,166,0,0,True,7,2,61,61,TEACHER_P_AMBIGUOUS,tp_qualifying=2
trace_alphabet_soup_s19_w0_10_s20d_clean_seed0_job330010,alphabet_soup,19,0,True,True,True,True,147,147,0,0,True,2,1,58,13,ELIGIBLE_MULTI_CANDIDATE,
trace_alphabet_soup_s20_w0_10_s20d_clean_seed0_job330011,alphabet_soup,20,0,True,True,True,True,137,137,0,0,True,1,1,54,54,ELIGIBLE_SINGLE_CANDIDATE,
trace_alphabet_soup_s21_w0_10_s20d_clean_seed0_job330012,alphabet_soup,21,0,True,True,True,True,280,280,0,0,True,12,1,140,140,ELIGIBLE_MULTI_CANDIDATE,
trace_alphabet_soup_s22_w0_10_s20d_clean_seed0_job330013,alphabet_soup,22,0,True,True,True,True,166,166,0,0,True,4,1,70,70,ELIGIBLE_MULTI_CANDIDATE,
trace_alphabet_soup_s24_w0_10_s20d_clean_seed0_job330015,alphabet_soup,24,0,True,True,True,True,159,159,0,0,True,5,2,61,16,TEACHER_P_AMBIGUOUS,tp_qualifying=2
trace_alphabet_soup_s25_w0_10_s20d_clean_seed0_job330016,alphabet_soup,25,0,True,True,True,True,153,153,0,0,True,2,1,71,71,ELIGIBLE_MULTI_CANDIDATE,
trace_alphabet_soup_s27_w0_10_s20d_clean_seed0_job330018,alphabet_soup,27,0,True,True,True,True,280,280,0,0,True,29,1,118,54,ELIGIBLE_MULTI_CANDIDATE,
trace_alphabet_soup_s29_w0_10_s20d_clean_seed0_job330020,alphabet_soup,29,0,True,True,True,True,160,160,0,0,True,4,1,59,59,ELIGIBLE_MULTI_CANDIDATE,
trace_alphabet_soup_s30_w0_10_s20d_clean_seed0_job330021,alphabet_soup,30,0,True,True,True,True,138,138,0,0,True,1,1,52,52,ELIGIBLE_SINGLE_CANDIDATE,
trace_alphabet_soup_s31_w0_10_s20d_clean_seed0_job330022,alphabet_soup,31,0,True,True,True,True,280,280,0,0,True,21,0,-1,63,TEACHER_P_UNAVAILABLE,tp_qualifying=0
trace_alphabet_soup_s32_w0_10_s20d_clean_seed0_job330023,alphabet_soup,32,0,True,True,True,True,280,280,0,0,True,14,1,237,121,ELIGIBLE_MULTI_CANDIDATE,
trace_alphabet_soup_s33_w0_10_s20d_clean_seed0_job330024,alphabet_soup,33,0,True,True,True,True,139,139,0,0,True,1,1,52,52,ELIGIBLE_SINGLE_CANDIDATE,
trace_alphabet_soup_s34_w0_10_s20d_clean_seed0_job330025,alphabet_soup,34,0,True,True,True,True,280,280,0,0,True,36,2,54,54,TEACHER_P_AMBIGUOUS,tp_qualifying=2
trace_alphabet_soup_s35_w0_10_s20d_clean_seed0_job330026,alphabet_soup,35,0,True,True,True,True,280,280,0,0,True,13,1,82,82,ELIGIBLE_MULTI_CANDIDATE,
trace_alphabet_soup_s36_w0_10_s20d_clean_seed0_job330027,alphabet_soup,36,0,True,True,True,True,131,131,0,0,True,1,1,49,49,ELIGIBLE_SINGLE_CANDIDATE,
trace_alphabet_soup_s37_w0_10_s20d_clean_seed0_job330028,alphabet_soup,37,0,True,True,True,True,280,280,0,0,True,2,1,50,50,ELIGIBLE_MULTI_CANDIDATE,
trace_alphabet_soup_s38_w0_10_s20d_clean_seed0_job330029,alphabet_soup,38,0,True,True,True,True,245,245,0,0,True,15,1,164,52,ELIGIBLE_MULTI_CANDIDATE,
trace_alphabet_soup_s39_w0_10_s20d_clean_seed0_job330030,alphabet_soup,39,0,True,True,True,True,160,160,0,0,True,3,1,64,64,ELIGIBLE_MULTI_CANDIDATE,
trace_alphabet_soup_s40_w0_10_s20d_clean_seed0_job330031,alphabet_soup,40,0,True,True,True,True,167,167,0,0,True,7,2,51,51,TEACHER_P_AMBIGUOUS,tp_qualifying=2
trace_alphabet_soup_s41_w0_10_s20d_clean_seed0_job330032,alphabet_soup,41,0,True,True,True,True,154,154,0,0,True,2,1,64,16,ELIGIBLE_MULTI_CANDIDATE,
trace_alphabet_soup_s42_w0_10_s20d_clean_seed0_job330033,alphabet_soup,42,0,True,True,True,True,280,280,0,0,True,6,1,82,42,ELIGIBLE_MULTI_CANDIDATE,
trace_alphabet_soup_s43_w0_10_s20d_clean_seed0_job330034,alphabet_soup,43,0,True,True,True,True,159,159,0,0,True,6,1,53,53,ELIGIBLE_MULTI_CANDIDATE,
trace_alphabet_soup_s44_w0_10_s20d_clean_seed0_job330035,alphabet_soup,44,0,True,True,True,True,197,197,0,0,True,7,4,85,85,TEACHER_P_AMBIGUOUS,tp_qualifying=4
trace_alphabet_soup_s45_w0_10_s20d_clean_seed0_job330036,alphabet_soup,45,0,True,True,True,True,211,211,0,0,True,6,3,84,84,TEACHER_P_AMBIGUOUS,tp_qualifying=3
trace_alphabet_soup_s46_w0_10_s20d_clean_seed0_job330037,alphabet_soup,46,0,True,True,True,True,280,280,0,0,True,31,0,-1,45,TEACHER_P_UNAVAILABLE,tp_qualifying=0
trace_alphabet_soup_s47_w0_10_s20d_clean_seed0_job330038,alphabet_soup,47,0,True,True,True,True,280,280,0,0,True,2,1,53,53,ELIGIBLE_MULTI_CANDIDATE,
trace_alphabet_soup_s48_w0_10_s20d_clean_seed0_job330039,alphabet_soup,48,0,True,True,True,True,182,182,0,0,True,10,6,60,60,TEACHER_P_AMBIGUOUS,tp_qualifying=6
trace_alphabet_soup_s49_w0_10_s20d_clean_seed0_job330040,alphabet_soup,49,0,True,True,True,True,191,191,0,0,True,8,1,104,49,ELIGIBLE_MULTI_CANDIDATE,
trace_bbq_sauce_s10_w0_10_s20d_clean_seed0_job330041,bbq_sauce,10,0,True,True,True,True,280,280,0,0,True,14,0,-1,54,TEACHER_P_UNAVAILABLE,tp_qualifying=0
trace_bbq_sauce_s11_w0_10_s20d_clean_seed0_job330042,bbq_sauce,11,0,True,True,True,True,280,280,0,0,True,4,1,178,175,ELIGIBLE_MULTI_CANDIDATE,
trace_bbq_sauce_s12_w0_10_s20d_clean_seed0_job330043,bbq_sauce,12,0,True,True,True,True,280,280,0,0,True,17,1,253,66,ELIGIBLE_MULTI_CANDIDATE,
trace_bbq_sauce_s13_w0_10_s20d_clean_seed0_job330044,bbq_sauce,13,0,True,True,True,True,134,134,0,0,True,3,1,53,53,ELIGIBLE_MULTI_CANDIDATE,
trace_bbq_sauce_s14_w0_10_s20d_clean_seed0_job330045,bbq_sauce,14,0,True,True,True,True,280,280,0,0,True,2,0,-1,53,TEACHER_P_UNAVAILABLE,tp_qualifying=0
trace_bbq_sauce_s15_w0_10_s20d_clean_seed0_job330046,bbq_sauce,15,0,True,True,True,True,280,280,0,0,True,11,0,-1,53,TEACHER_P_UNAVAILABLE,tp_qualifying=0
trace_bbq_sauce_s16_w0_10_s20d_clean_seed0_job330047,bbq_sauce,16,0,True,True,True,True,280,280,0,0,True,10,0,-1,9,TEACHER_P_UNAVAILABLE,tp_qualifying=0
trace_bbq_sauce_s17_w0_10_s20d_clean_seed0_job330048,bbq_sauce,17,0,True,True,True,True,280,280,0,0,True,0,0,-1,-1,NO_CLOSE_CANDIDATE,
trace_bbq_sauce_s18_w0_10_s20d_clean_seed0_job330049,bbq_sauce,18,0,True,True,True,True,280,280,0,0,True,30,0,-1,54,TEACHER_P_UNAVAILABLE,tp_qualifying=0
trace_bbq_sauce_s19_w0_10_s20d_clean_seed0_job330050,bbq_sauce,19,0,True,True,True,True,254,254,0,0,True,13,1,180,81,ELIGIBLE_MULTI_CANDIDATE,
trace_bbq_sauce_s20_w0_10_s20d_clean_seed0_job330051,bbq_sauce,20,0,True,True,True,True,280,280,0,0,True,12,0,-1,52,TEACHER_P_UNAVAILABLE,tp_qualifying=0
trace_bbq_sauce_s21_w0_10_s20d_clean_seed0_job330052,bbq_sauce,21,0,True,True,True,True,280,280,0,0,True,0,0,-1,-1,NO_CLOSE_CANDIDATE,
trace_bbq_sauce_s22_w0_10_s20d_clean_seed0_job330053,bbq_sauce,22,0,True,True,True,True,280,280,0,0,True,5,0,-1,52,TEACHER_P_UNAVAILABLE,tp_qualifying=0
trace_bbq_sauce_s23_w0_10_s20d_clean_seed0_job330054,bbq_sauce,23,0,True,True,True,True,280,280,0,0,True,0,0,-1,-1,NO_CLOSE_CANDIDATE,
trace_bbq_sauce_s24_w0_10_s20d_clean_seed0_job330055,bbq_sauce,24,0,True,True,True,True,144,144,0,0,True,6,1,53,53,ELIGIBLE_MULTI_CANDIDATE,
trace_bbq_sauce_s25_w0_10_s20d_clean_seed0_job330056,bbq_sauce,25,0,True,True,True,True,280,280,0,0,True,17,0,-1,48,TEACHER_P_UNAVAILABLE,tp_qualifying=0
trace_bbq_sauce_s26_w0_10_s20d_clean_seed0_job330057,bbq_sauce,26,0,True,True,True,True,280,280,0,0,True,14,0,-1,53,TEACHER_P_UNAVAILABLE,tp_qualifying=0
trace_bbq_sauce_s27_w0_10_s20d_clean_seed0_job330058,bbq_sauce,27,0,True,True,True,True,131,131,0,0,True,1,1,61,61,ELIGIBLE_SINGLE_CANDIDATE,
trace_bbq_sauce_s28_w0_10_s20d_clean_seed0_job330059,bbq_sauce,28,0,True,True,True,True,162,162,0,0,True,5,1,86,41,ELIGIBLE_MULTI_CANDIDATE,
trace_bbq_sauce_s29_w0_10_s20d_clean_seed0_job330060,bbq_sauce,29,0,True,True,True,True,185,185,0,0,True,10,2,65,65,TEACHER_P_AMBIGUOUS,tp_qualifying=2
trace_bbq_sauce_s30_w0_10_s20d_clean_seed0_job330061,bbq_sauce,30,0,True,True,True,True,280,280,0,0,True,5,1,86,39,ELIGIBLE_MULTI_CANDIDATE,
trace_bbq_sauce_s31_w0_10_s20d_clean_seed0_job330062,bbq_sauce,31,0,True,True,True,True,280,280,0,0,True,4,0,-1,216,TEACHER_P_UNAVAILABLE,tp_qualifying=0
trace_bbq_sauce_s32_w0_10_s20d_clean_seed0_job330063,bbq_sauce,32,0,True,True,True,True,208,208,0,0,True,6,3,151,133,TEACHER_P_AMBIGUOUS,tp_qualifying=3
trace_bbq_sauce_s33_w0_10_s20d_clean_seed0_job330064,bbq_sauce,33,0,True,True,True,True,115,115,0,0,True,1,1,49,49,ELIGIBLE_SINGLE_CANDIDATE,
trace_bbq_sauce_s34_w0_10_s20d_clean_seed0_job330065,bbq_sauce,34,0,True,True,True,True,280,280,0,0,True,17,0,-1,76,TEACHER_P_UNAVAILABLE,tp_qualifying=0
trace_bbq_sauce_s35_w0_10_s20d_clean_seed0_job330066,bbq_sauce,35,0,True,True,True,True,280,280,0,0,True,0,0,-1,-1,NO_CLOSE_CANDIDATE,
trace_bbq_sauce_s36_w0_10_s20d_clean_seed0_job330067,bbq_sauce,36,0,True,True,True,True,280,280,0,0,True,10,0,-1,50,TEACHER_P_UNAVAILABLE,tp_qualifying=0
trace_bbq_sauce_s37_w0_10_s20d_clean_seed0_job330068,bbq_sauce,37,0,True,True,True,True,128,128,0,0,True,4,2,50,50,TEACHER_P_AMBIGUOUS,tp_qualifying=2
trace_bbq_sauce_s38_w0_10_s20d_clean_seed0_job330069,bbq_sauce,38,0,True,True,True,True,280,280,0,0,True,8,1,58,58,ELIGIBLE_MULTI_CANDIDATE,
trace_bbq_sauce_s39_w0_10_s20d_clean_seed0_job330070,bbq_sauce,39,0,True,True,True,True,160,160,0,0,True,2,1,91,44,ELIGIBLE_MULTI_CANDIDATE,
trace_bbq_sauce_s40_w0_10_s20d_clean_seed0_job330071,bbq_sauce,40,0,True,True,True,True,280,280,0,0,True,12,0,-1,52,TEACHER_P_UNAVAILABLE,tp_qualifying=0
trace_bbq_sauce_s41_w0_10_s20d_clean_seed0_job330072,bbq_sauce,41,0,True,True,True,True,280,280,0,0,True,9,0,-1,48,TEACHER_P_UNAVAILABLE,tp_qualifying=0
trace_bbq_sauce_s42_w0_10_s20d_clean_seed0_job330073,bbq_sauce,42,0,True,True,True,True,115,115,0,0,True,1,1,49,49,ELIGIBLE_SINGLE_CANDIDATE,
trace_bbq_sauce_s43_w0_10_s20d_clean_seed0_job330074,bbq_sauce,43,0,True,True,True,True,108,108,0,0,True,2,1,40,40,ELIGIBLE_MULTI_CANDIDATE,
trace_bbq_sauce_s44_w0_10_s20d_clean_seed0_job330075,bbq_sauce,44,0,True,True,True,True,250,250,0,0,True,9,0,-1,54,TEACHER_P_UNAVAILABLE,tp_qualifying=0
trace_bbq_sauce_s45_w0_10_s20d_clean_seed0_job330076,bbq_sauce,45,0,True,True,True,True,190,190,0,0,True,9,1,117,6,ELIGIBLE_MULTI_CANDIDATE,
trace_bbq_sauce_s46_w0_10_s20d_clean_seed0_job330077,bbq_sauce,46,0,True,True,True,True,120,120,0,0,True,2,1,57,7,ELIGIBLE_MULTI_CANDIDATE,
trace_bbq_sauce_s47_w0_10_s20d_clean_seed0_job330078,bbq_sauce,47,0,True,True,True,True,280,280,0,0,True,17,0,-1,76,TEACHER_P_UNAVAILABLE,tp_qualifying=0
trace_bbq_sauce_s48_w0_10_s20d_clean_seed0_job330079,bbq_sauce,48,0,True,True,True,True,166,166,0,0,True,2,0,-1,41,TEACHER_P_UNAVAILABLE,tp_qualifying=0
trace_bbq_sauce_s49_w0_10_s20d_clean_seed0_job330080,bbq_sauce,49,0,True,True,True,True,280,280,0,0,True,26,0,-1,57,TEACHER_P_UNAVAILABLE,tp_qualifying=0
trace_butter_s10_w0_10_s20d_clean_seed0_job330081,butter,10,0,True,True,True,True,157,157,0,0,True,2,1,60,60,ELIGIBLE_MULTI_CANDIDATE,
trace_butter_s11_w0_10_s20d_clean_seed0_job330082,butter,11,0,True,True,True,True,154,154,0,0,True,4,2,58,58,TEACHER_P_AMBIGUOUS,tp_qualifying=2
trace_butter_s12_w0_10_s20d_clean_seed0_job330083,butter,12,0,True,True,True,True,280,280,0,0,True,20,0,-1,4,TEACHER_P_UNAVAILABLE,tp_qualifying=0
trace_butter_s13_w0_10_s20d_clean_seed0_job330084,butter,13,0,True,True,True,True,280,280,0,0,True,6,0,-1,13,TEACHER_P_UNAVAILABLE,tp_qualifying=0
trace_butter_s14_w0_10_s20d_clean_seed0_job330085,butter,14,0,True,True,True,True,147,147,0,0,True,2,1,61,61,ELIGIBLE_MULTI_CANDIDATE,
trace_butter_s15_w0_10_s20d_clean_seed0_job330086,butter,15,0,True,True,True,True,152,152,0,0,True,2,1,57,10,ELIGIBLE_MULTI_CANDIDATE,
trace_butter_s16_w0_10_s20d_clean_seed0_job330087,butter,16,0,True,True,True,True,280,280,0,0,True,12,0,-1,5,TEACHER_P_UNAVAILABLE,tp_qualifying=0
trace_butter_s17_w0_10_s20d_clean_seed0_job330088,butter,17,0,True,True,True,True,148,148,0,0,True,4,1,54,9,ELIGIBLE_MULTI_CANDIDATE,
trace_butter_s18_w0_10_s20d_clean_seed0_job330089,butter,18,0,True,True,True,True,280,280,0,0,True,13,0,-1,48,TEACHER_P_UNAVAILABLE,tp_qualifying=0
trace_butter_s19_w0_10_s20d_clean_seed0_job330090,butter,19,0,True,True,True,True,226,226,0,0,True,19,9,73,10,TEACHER_P_AMBIGUOUS,tp_qualifying=9
trace_butter_s20_w0_10_s20d_clean_seed0_job330091,butter,20,0,True,True,True,True,151,151,0,0,True,6,1,54,54,ELIGIBLE_MULTI_CANDIDATE,
trace_butter_s21_w0_10_s20d_clean_seed0_job330092,butter,21,0,True,True,True,True,174,174,0,0,True,4,3,66,15,TEACHER_P_AMBIGUOUS,tp_qualifying=3
trace_butter_s22_w0_10_s20d_clean_seed0_job330093,butter,22,0,True,True,True,True,197,197,0,0,True,4,3,103,48,TEACHER_P_AMBIGUOUS,tp_qualifying=3
trace_butter_s23_w0_10_s20d_clean_seed0_job330094,butter,23,0,True,True,True,True,153,153,0,0,True,4,2,53,53,TEACHER_P_AMBIGUOUS,tp_qualifying=2
trace_butter_s24_w0_10_s20d_clean_seed0_job330095,butter,24,0,True,True,True,True,280,280,0,0,True,17,0,-1,4,TEACHER_P_UNAVAILABLE,tp_qualifying=0
trace_butter_s25_w0_10_s20d_clean_seed0_job330096,butter,25,0,True,True,True,True,147,147,0,0,True,6,2,52,10,TEACHER_P_AMBIGUOUS,tp_qualifying=2
trace_butter_s26_w0_10_s20d_clean_seed0_job330097,butter,26,0,True,True,True,True,165,165,0,0,True,4,0,-1,12,TEACHER_P_UNAVAILABLE,tp_qualifying=0
trace_butter_s27_w0_10_s20d_clean_seed0_job330098,butter,27,0,True,True,True,True,280,280,0,0,True,23,2,198,46,TEACHER_P_AMBIGUOUS,tp_qualifying=2
trace_butter_s28_w0_10_s20d_clean_seed0_job330099,butter,28,0,True,True,True,True,166,166,0,0,True,2,1,65,65,ELIGIBLE_MULTI_CANDIDATE,
trace_butter_s29_w0_10_s20d_clean_seed0_job330100,butter,29,0,True,True,True,True,280,280,0,0,True,24,0,-1,4,TEACHER_P_UNAVAILABLE,tp_qualifying=0
trace_butter_s30_w0_10_s20d_clean_seed0_job330101,butter,30,0,True,True,True,True,218,218,0,0,True,13,0,-1,49,TEACHER_P_UNAVAILABLE,tp_qualifying=0
trace_butter_s31_w0_10_s20d_clean_seed0_job330102,butter,31,0,True,True,True,True,157,157,0,0,True,2,1,65,65,ELIGIBLE_MULTI_CANDIDATE,
trace_butter_s32_w0_10_s20d_clean_seed0_job330103,butter,32,0,True,True,True,True,280,280,0,0,True,11,0,-1,1,TEACHER_P_UNAVAILABLE,tp_qualifying=0
trace_butter_s33_w0_10_s20d_clean_seed0_job330104,butter,33,0,True,True,True,True,142,142,0,0,True,5,1,45,45,ELIGIBLE_MULTI_CANDIDATE,
trace_butter_s34_w0_10_s20d_clean_seed0_job330105,butter,34,0,True,True,True,True,162,162,0,0,True,7,2,53,53,TEACHER_P_AMBIGUOUS,tp_qualifying=2
trace_butter_s35_w0_10_s20d_clean_seed0_job330106,butter,35,0,True,True,True,True,167,167,0,0,True,5,1,61,61,ELIGIBLE_MULTI_CANDIDATE,
trace_butter_s36_w0_10_s20d_clean_seed0_job330107,butter,36,0,True,True,True,True,280,280,0,0,True,10,1,56,56,ELIGIBLE_MULTI_CANDIDATE,
trace_butter_s37_w0_10_s20d_clean_seed0_job330108,butter,37,0,True,True,True,True,172,172,0,0,True,6,3,64,6,TEACHER_P_AMBIGUOUS,tp_qualifying=3
trace_butter_s38_w0_10_s20d_clean_seed0_job330109,butter,38,0,True,True,True,True,280,280,0,0,True,3,0,-1,6,TEACHER_P_UNAVAILABLE,tp_qualifying=0
trace_butter_s39_w0_10_s20d_clean_seed0_job330110,butter,39,0,True,True,True,True,163,163,0,0,True,6,4,68,0,TEACHER_P_AMBIGUOUS,tp_qualifying=4
trace_butter_s40_w0_10_s20d_clean_seed0_job330111,butter,40,0,True,True,True,True,143,143,0,0,True,6,1,50,50,ELIGIBLE_MULTI_CANDIDATE,
trace_butter_s41_w0_10_s20d_clean_seed0_job330112,butter,41,0,True,True,True,True,145,145,0,0,True,2,1,63,63,ELIGIBLE_MULTI_CANDIDATE,
trace_butter_s42_w0_10_s20d_clean_seed0_job330113,butter,42,0,True,True,True,True,219,219,0,0,True,12,1,122,9,ELIGIBLE_MULTI_CANDIDATE,
trace_butter_s43_w0_10_s20d_clean_seed0_job330114,butter,43,0,True,True,True,True,280,280,0,0,True,29,4,251,8,TEACHER_P_AMBIGUOUS,tp_qualifying=4
trace_butter_s44_w0_10_s20d_clean_seed0_job330115,butter,44,0,True,True,True,True,280,280,0,0,True,4,0,-1,2,TEACHER_P_UNAVAILABLE,tp_qualifying=0
trace_butter_s45_w0_10_s20d_clean_seed0_job330116,butter,45,0,True,True,True,True,143,143,0,0,True,3,2,52,52,TEACHER_P_AMBIGUOUS,tp_qualifying=2
trace_butter_s46_w0_10_s20d_clean_seed0_job330117,butter,46,0,True,True,True,True,148,148,0,0,True,4,1,62,7,ELIGIBLE_MULTI_CANDIDATE,
trace_butter_s47_w0_10_s20d_clean_seed0_job330118,butter,47,0,True,True,True,True,280,280,0,0,True,17,0,-1,5,TEACHER_P_UNAVAILABLE,tp_qualifying=0
trace_butter_s48_w0_10_s20d_clean_seed0_job330119,butter,48,0,True,True,True,True,152,152,0,0,True,5,1,69,9,ELIGIBLE_MULTI_CANDIDATE,
trace_butter_s49_w0_10_s20d_clean_seed0_job330120,butter,49,0,True,True,True,True,280,280,0,0,True,17,0,-1,51,TEACHER_P_UNAVAILABLE,tp_qualifying=0
trace_chocolate_pudding_s10_w0_10_s20d_clean_seed0_job330121,chocolate_pudding,10,0,True,True,True,True,189,189,0,0,True,9,6,62,62,TEACHER_P_AMBIGUOUS,tp_qualifying=6
trace_chocolate_pudding_s11_w0_10_s20d_clean_seed0_job330122,chocolate_pudding,11,0,True,True,True,True,280,280,0,0,True,20,4,46,44,TEACHER_P_AMBIGUOUS,tp_qualifying=4
trace_chocolate_pudding_s12_w0_10_s20d_clean_seed0_job330123,chocolate_pudding,12,0,True,True,True,True,257,257,0,0,True,18,2,99,12,TEACHER_P_AMBIGUOUS,tp_qualifying=2
trace_chocolate_pudding_s13_w0_10_s20d_clean_seed0_job330124,chocolate_pudding,13,0,True,True,True,True,280,280,0,0,True,22,0,-1,5,TEACHER_P_UNAVAILABLE,tp_qualifying=0
trace_chocolate_pudding_s14_w0_10_s20d_clean_seed0_job330125,chocolate_pudding,14,0,True,True,True,True,150,150,0,0,True,2,2,53,53,TEACHER_P_AMBIGUOUS,tp_qualifying=2
trace_chocolate_pudding_s15_w0_10_s20d_clean_seed0_job330126,chocolate_pudding,15,0,True,True,True,True,138,138,0,0,True,2,2,52,52,TEACHER_P_AMBIGUOUS,tp_qualifying=2
trace_chocolate_pudding_s17_w0_10_s20d_clean_seed0_job330128,chocolate_pudding,17,0,True,True,True,True,180,180,0,0,True,8,4,66,2,TEACHER_P_AMBIGUOUS,tp_qualifying=4
