trace_id,task_key,state_id,grasp_privilege_valid,teacher_p_available,teacher_p_step,teacher_r_step,n_close_candidates,category
trace_bbq_sauce_s13_w0_10_s20d_clean_seed0_job330044,bbq_sauce,13,True,True,53,53,3,ELIGIBLE_MULTI_CANDIDATE
trace_bbq_sauce_s14_w0_10_s20d_clean_seed0_job330045,bbq_sauce,14,True,False,-1,53,2,TEACHER_P_UNAVAILABLE
trace_bbq_sauce_s15_w0_10_s20d_clean_seed0_job330046,bbq_sauce,15,True,False,-1,53,11,TEACHER_P_UNAVAILABLE
trace_bbq_sauce_s16_w0_10_s20d_clean_seed0_job330047,bbq_sauce,16,True,False,-1,9,10,TEACHER_P_UNAVAILABLE
trace_bbq_sauce_s17_w0_10_s20d_clean_seed0_job330048,bbq_sauce,17,True,False,-1,-1,0,TEACHER_P_UNAVAILABLE
trace_bbq_sauce_s18_w0_10_s20d_clean_seed0_job330049,bbq_sauce,18,True,False,-1,54,30,TEACHER_P_UNAVAILABLE
trace_bbq_sauce_s19_w0_10_s20d_clean_seed0_job330050,bbq_sauce,19,True,True,180,81,13,ELIGIBLE_MULTI_CANDIDATE
trace_bbq_sauce_s20_w0_10_s20d_clean_seed0_job330051,bbq_sauce,20,True,False,-1,52,12,TEACHER_P_UNAVAILABLE
trace_bbq_sauce_s21_w0_10_s20d_clean_seed0_job330052,bbq_sauce,21,True,False,-1,-1,0,TEACHER_P_UNAVAILABLE
trace_bbq_sauce_s22_w0_10_s20d_clean_seed0_job330053,bbq_sauce,22,True,False,-1,52,5,TEACHER_P_UNAVAILABLE
trace_bbq_sauce_s23_w0_10_s20d_clean_seed0_job330054,bbq_sauce,23,True,False,-1,-1,0,TEACHER_P_UNAVAILABLE
trace_bbq_sauce_s24_w0_10_s20d_clean_seed0_job330055,bbq_sauce,24,True,True,53,53,6,ELIGIBLE_MULTI_CANDIDATE
trace_bbq_sauce_s25_w0_10_s20d_clean_seed0_job330056,bbq_sauce,25,True,False,-1,48,17,TEACHER_P_UNAVAILABLE
trace_bbq_sauce_s26_w0_10_s20d_clean_seed0_job330057,bbq_sauce,26,True,False,-1,53,14,TEACHER_P_UNAVAILABLE
trace_bbq_sauce_s27_w0_10_s20d_clean_seed0_job330058,bbq_sauce,27,True,True,61,61,1,ELIGIBLE_SINGLE_CANDIDATE
trace_bbq_sauce_s28_w0_10_s20d_clean_seed0_job330059,bbq_sauce,28,True,True,86,41,5,ELIGIBLE_MULTI_CANDIDATE
trace_bbq_sauce_s29_w0_10_s20d_clean_seed0_job330060,bbq_sauce,29,True,True,65,65,10,ELIGIBLE_MULTI_CANDIDATE
trace_bbq_sauce_s30_w0_10_s20d_clean_seed0_job330061,bbq_sauce,30,True,True,86,39,5,ELIGIBLE_MULTI_CANDIDATE
trace_bbq_sauce_s31_w0_10_s20d_clean_seed0_job330062,bbq_sauce,31,True,False,-1,216,4,TEACHER_P_UNAVAILABLE
trace_bbq_sauce_s32_w0_10_s20d_clean_seed0_job330063,bbq_sauce,32,True,True,151,133,6,ELIGIBLE_MULTI_CANDIDATE
trace_bbq_sauce_s33_w0_10_s20d_clean_seed0_job330064,bbq_sauce,33,True,True,49,49,1,ELIGIBLE_SINGLE_CANDIDATE
trace_bbq_sauce_s34_w0_10_s20d_clean_seed0_job330065,bbq_sauce,34,True,False,-1,76,17,TEACHER_P_UNAVAILABLE
trace_bbq_sauce_s35_w0_10_s20d_clean_seed0_job330066,bbq_sauce,35,True,False,-1,-1,0,TEACHER_P_UNAVAILABLE
trace_bbq_sauce_s36_w0_10_s20d_clean_seed0_job330067,bbq_sauce,36,True,False,-1,50,10,TEACHER_P_UNAVAILABLE
trace_bbq_sauce_s37_w0_10_s20d_clean_seed0_job330068,bbq_sauce,37,True,True,50,50,4,ELIGIBLE_MULTI_CANDIDATE
trace_bbq_sauce_s38_w0_10_s20d_clean_seed0_job330069,bbq_sauce,38,True,True,58,58,8,ELIGIBLE_MULTI_CANDIDATE
trace_bbq_sauce_s39_w0_10_s20d_clean_seed0_job330070,bbq_sauce,39,True,True,91,44,2,ELIGIBLE_MULTI_CANDIDATE
trace_bbq_sauce_s40_w0_10_s20d_clean_seed0_job330071,bbq_sauce,40,True,False,-1,52,12,TEACHER_P_UNAVAILABLE
trace_bbq_sauce_s41_w0_10_s20d_clean_seed0_job330072,bbq_sauce,41,True,False,-1,48,9,TEACHER_P_UNAVAILABLE
trace_bbq_sauce_s42_w0_10_s20d_clean_seed0_job330073,bbq_sauce,42,True,True,49,49,1,ELIGIBLE_SINGLE_CANDIDATE
trace_bbq_sauce_s43_w0_10_s20d_clean_seed0_job330074,bbq_sauce,43,True,True,40,40,2,ELIGIBLE_MULTI_CANDIDATE
trace_bbq_sauce_s44_w0_10_s20d_clean_seed0_job330075,bbq_sauce,44,True,False,-1,54,9,TEACHER_P_UNAVAILABLE
trace_bbq_sauce_s45_w0_10_s20d_clean_seed0_job330076,bbq_sauce,45,True,True,117,6,9,ELIGIBLE_MULTI_CANDIDATE
trace_bbq_sauce_s46_w0_10_s20d_clean_seed0_job330077,bbq_sauce,46,True,True,57,7,2,ELIGIBLE_MULTI_CANDIDATE
trace_bbq_sauce_s47_w0_10_s20d_clean_seed0_job330078,bbq_sauce,47,True,False,-1,76,17,TEACHER_P_UNAVAILABLE
trace_bbq_sauce_s48_w0_10_s20d_clean_seed0_job330079,bbq_sauce,48,True,False,-1,41,2,TEACHER_P_UNAVAILABLE
trace_bbq_sauce_s49_w0_10_s20d_clean_seed0_job330080,bbq_sauce,49,True,False,-1,57,26,TEACHER_P_UNAVAILABLE
trace_butter_s10_w0_10_s20d_clean_seed0_job330081,butter,10,True,True,60,60,2,ELIGIBLE_MULTI_CANDIDATE
trace_butter_s11_w0_10_s20d_clean_seed0_job330082,butter,11,True,True,58,58,4,ELIGIBLE_MULTI_CANDIDATE
trace_butter_s12_w0_10_s20d_clean_seed0_job330083,butter,12,True,False,-1,4,20,TEACHER_P_UNAVAILABLE
trace_butter_s13_w0_10_s20d_clean_seed0_job330084,butter,13,True,False,-1,13,6,TEACHER_P_UNAVAILABLE
trace_butter_s14_w0_10_s20d_clean_seed0_job330085,butter,14,True,True,61,61,2,ELIGIBLE_MULTI_CANDIDATE
trace_butter_s15_w0_10_s20d_clean_seed0_job330086,butter,15,True,True,57,10,2,ELIGIBLE_MULTI_CANDIDATE
trace_butter_s16_w0_10_s20d_clean_seed0_job330087,butter,16,True,False,-1,5,12,TEACHER_P_UNAVAILABLE
trace_butter_s17_w0_10_s20d_clean_seed0_job330088,butter,17,True,True,54,9,4,ELIGIBLE_MULTI_CANDIDATE
trace_butter_s18_w0_10_s20d_clean_seed0_job330089,butter,18,True,False,-1,48,13,TEACHER_P_UNAVAILABLE
trace_butter_s19_w0_10_s20d_clean_seed0_job330090,butter,19,True,True,73,10,19,ELIGIBLE_MULTI_CANDIDATE
trace_butter_s20_w0_10_s20d_clean_seed0_job330091,butter,20,True,True,54,54,6,ELIGIBLE_MULTI_CANDIDATE
trace_butter_s21_w0_10_s20d_clean_seed0_job330092,butter,21,True,True,66,15,4,ELIGIBLE_MULTI_CANDIDATE
trace_butter_s22_w0_10_s20d_clean_seed0_job330093,butter,22,True,True,103,48,4,ELIGIBLE_MULTI_CANDIDATE
trace_butter_s23_w0_10_s20d_clean_seed0_job330094,butter,23,True,True,53,53,4,ELIGIBLE_MULTI_CANDIDATE
trace_butter_s24_w0_10_s20d_clean_seed0_job330095,butter,24,True,False,-1,4,17,TEACHER_P_UNAVAILABLE
trace_butter_s25_w0_10_s20d_clean_seed0_job330096,butter,25,True,True,52,10,6,ELIGIBLE_MULTI_CANDIDATE
trace_butter_s26_w0_10_s20d_clean_seed0_job330097,butter,26,True,False,-1,12,4,TEACHER_P_UNAVAILABLE
trace_butter_s27_w0_10_s20d_clean_seed0_job330098,butter,27,True,True,198,46,23,ELIGIBLE_MULTI_CANDIDATE
trace_butter_s28_w0_10_s20d_clean_seed0_job330099,butter,28,True,True,65,65,2,ELIGIBLE_MULTI_CANDIDATE
trace_butter_s29_w0_10_s20d_clean_seed0_job330100,butter,29,True,False,-1,4,24,TEACHER_P_UNAVAILABLE
trace_butter_s30_w0_10_s20d_clean_seed0_job330101,butter,30,True,False,-1,49,13,TEACHER_P_UNAVAILABLE
trace_butter_s31_w0_10_s20d_clean_seed0_job330102,butter,31,True,True,65,65,2,ELIGIBLE_MULTI_CANDIDATE
trace_butter_s32_w0_10_s20d_clean_seed0_job330103,butter,32,True,False,-1,1,10,TEACHER_P_UNAVAILABLE
trace_butter_s33_w0_10_s20d_clean_seed0_job330104,butter,33,True,True,45,45,5,ELIGIBLE_MULTI_CANDIDATE
trace_butter_s34_w0_10_s20d_clean_seed0_job330105,butter,34,True,True,53,53,7,ELIGIBLE_MULTI_CANDIDATE
trace_butter_s35_w0_10_s20d_clean_seed0_job330106,butter,35,True,True,61,61,5,ELIGIBLE_MULTI_CANDIDATE
trace_butter_s36_w0_10_s20d_clean_seed0_job330107,butter,36,True,True,56,56,10,ELIGIBLE_MULTI_CANDIDATE
trace_butter_s37_w0_10_s20d_clean_seed0_job330108,butter,37,True,True,64,6,6,ELIGIBLE_MULTI_CANDIDATE
trace_butter_s38_w0_10_s20d_clean_seed0_job330109,butter,38,True,False,-1,6,3,TEACHER_P_UNAVAILABLE
trace_butter_s39_w0_10_s20d_clean_seed0_job330110,butter,39,True,True,68,0,5,ELIGIBLE_MULTI_CANDIDATE
trace_butter_s40_w0_10_s20d_clean_seed0_job330111,butter,40,True,True,50,50,6,ELIGIBLE_MULTI_CANDIDATE
trace_butter_s41_w0_10_s20d_clean_seed0_job330112,butter,41,True,True,63,63,2,ELIGIBLE_MULTI_CANDIDATE
trace_butter_s42_w0_10_s20d_clean_seed0_job330113,butter,42,True,True,122,9,12,ELIGIBLE_MULTI_CANDIDATE
trace_butter_s43_w0_10_s20d_clean_seed0_job330114,butter,43,True,True,251,8,29,ELIGIBLE_MULTI_CANDIDATE
trace_butter_s44_w0_10_s20d_clean_seed0_job330115,butter,44,True,False,-1,2,3,TEACHER_P_UNAVAILABLE
trace_butter_s45_w0_10_s20d_clean_seed0_job330116,butter,45,True,True,52,52,3,ELIGIBLE_MULTI_CANDIDATE
trace_butter_s46_w0_10_s20d_clean_seed0_job330117,butter,46,True,True,62,7,4,ELIGIBLE_MULTI_CANDIDATE
trace_butter_s47_w0_10_s20d_clean_seed0_job330118,butter,47,True,False,-1,5,17,TEACHER_P_UNAVAILABLE
trace_butter_s48_w0_10_s20d_clean_seed0_job330119,butter,48,True,True,69,9,5,ELIGIBLE_MULTI_CANDIDATE
trace_butter_s49_w0_10_s20d_clean_seed0_job330120,butter,49,True,False,-1,51,17,TEACHER_P_UNAVAILABLE
trace_chocolate_pudding_s10_w0_10_s20d_clean_seed0_job330121,chocolate_pudding,10,True,True,62,62,9,ELIGIBLE_MULTI_CANDIDATE
trace_chocolate_pudding_s11_w0_10_s20d_clean_seed0_job330122,chocolate_pudding,11,True,True,46,44,20,ELIGIBLE_MULTI_CANDIDATE
trace_chocolate_pudding_s12_w0_10_s20d_clean_seed0_job330123,chocolate_pudding,12,True,True,99,12,18,ELIGIBLE_MULTI_CANDIDATE
trace_chocolate_pudding_s13_w0_10_s20d_clean_seed0_job330124,chocolate_pudding,13,True,False,-1,5,22,TEACHER_P_UNAVAILABLE
trace_chocolate_pudding_s14_w0_10_s20d_clean_seed0_job330125,chocolate_pudding,14,True,True,53,53,2,ELIGIBLE_MULTI_CANDIDATE
trace_chocolate_pudding_s15_w0_10_s20d_clean_seed0_job330126,chocolate_pudding,15,True,True,52,52,2,ELIGIBLE_MULTI_CANDIDATE
trace_chocolate_pudding_s17_w0_10_s20d_clean_seed0_job330128,chocolate_pudding,17,True,True,66,2,7,ELIGIBLE_MULTI_CANDIDATE
trace_chocolate_pudding_s18_w0_10_s20d_clean_seed0_job330129,chocolate_pudding,18,True,True,44,44,11,ELIGIBLE_MULTI_CANDIDATE
trace_chocolate_pudding_s19_w0_10_s20d_clean_seed0_job330130,chocolate_pudding,19,True,True,54,54,16,ELIGIBLE_MULTI_CANDIDATE
trace_chocolate_pudding_s20_w0_10_s20d_clean_seed0_job330131,chocolate_pudding,20,True,True,49,49,11,ELIGIBLE_MULTI_CANDIDATE
trace_chocolate_pudding_s21_w0_10_s20d_clean_seed0_job330132,chocolate_pudding,21,True,False,-1,9,5,TEACHER_P_UNAVAILABLE
trace_chocolate_pudding_s22_w0_10_s20d_clean_seed0_job330133,chocolate_pudding,22,True,True,90,54,12,ELIGIBLE_MULTI_CANDIDATE
trace_chocolate_pudding_s23_w0_10_s20d_clean_seed0_job330134,chocolate_pudding,23,True,True,47,47,2,ELIGIBLE_MULTI_CANDIDATE
trace_chocolate_pudding_s24_w0_10_s20d_clean_seed0_job330135,chocolate_pudding,24,True,True,59,59,7,ELIGIBLE_MULTI_CANDIDATE
trace_chocolate_pudding_s25_w0_10_s20d_clean_seed0_job330136,chocolate_pudding,25,True,True,55,55,7,ELIGIBLE_MULTI_CANDIDATE
trace_chocolate_pudding_s26_w0_10_s20d_clean_seed0_job330137,chocolate_pudding,26,True,True,56,56,19,ELIGIBLE_MULTI_CANDIDATE
trace_chocolate_pudding_s27_w0_10_s20d_clean_seed0_job330138,chocolate_pudding,27,True,True,62,2,23,ELIGIBLE_MULTI_CANDIDATE
trace_chocolate_pudding_s28_w0_10_s20d_clean_seed0_job330139,chocolate_pudding,28,True,True,56,56,5,ELIGIBLE_MULTI_CANDIDATE
trace_chocolate_pudding_s29_w0_10_s20d_clean_seed0_job330140,chocolate_pudding,29,True,True,116,47,30,ELIGIBLE_MULTI_CANDIDATE
trace_chocolate_pudding_s30_w0_10_s20d_clean_seed0_job330141,chocolate_pudding,30,True,True,53,53,11,ELIGIBLE_MULTI_CANDIDATE
trace_chocolate_pudding_s31_w0_10_s20d_clean_seed0_job330142,chocolate_pudding,31,True,False,-1,52,9,TEACHER_P_UNAVAILABLE
trace_chocolate_pudding_s32_w0_10_s20d_clean_seed0_job330143,chocolate_pudding,32,True,True,55,7,6,ELIGIBLE_MULTI_CANDIDATE
trace_chocolate_pudding_s33_w0_10_s20d_clean_seed0_job330144,chocolate_pudding,33,True,True,57,57,2,ELIGIBLE_MULTI_CANDIDATE
trace_chocolate_pudding_s34_w0_10_s20d_clean_seed0_job330145,chocolate_pudding,34,True,True,48,48,4,ELIGIBLE_MULTI_CANDIDATE
trace_chocolate_pudding_s35_w0_10_s20d_clean_seed0_job330146,chocolate_pudding,35,True,False,-1,9,13,TEACHER_P_UNAVAILABLE
trace_chocolate_pudding_s36_w0_10_s20d_clean_seed0_job330147,chocolate_pudding,36,True,True,94,53,8,ELIGIBLE_MULTI_CANDIDATE
trace_chocolate_pudding_s37_w0_10_s20d_clean_seed0_job330148,chocolate_pudding,37,True,False,-1,1,24,TEACHER_P_UNAVAILABLE
trace_chocolate_pudding_s38_w0_10_s20d_clean_seed0_job330149,chocolate_pudding,38,True,False,-1,5,6,TEACHER_P_UNAVAILABLE
trace_chocolate_pudding_s39_w0_10_s20d_clean_seed0_job330150,chocolate_pudding,39,True,True,107,52,19,ELIGIBLE_MULTI_CANDIDATE
trace_chocolate_pudding_s40_w0_10_s20d_clean_seed0_job330151,chocolate_pudding,40,True,True,54,54,6,ELIGIBLE_MULTI_CANDIDATE
trace_chocolate_pudding_s41_w0_10_s20d_clean_seed0_job330152,chocolate_pudding,41,True,False,-1,10,6,TEACHER_P_UNAVAILABLE
trace_chocolate_pudding_s42_w0_10_s20d_clean_seed0_job330153,chocolate_pudding,42,True,True,52,52,23,ELIGIBLE_MULTI_CANDIDATE
trace_chocolate_pudding_s43_w0_10_s20d_clean_seed0_job330154,chocolate_pudding,43,True,False,-1,1,30,TEACHER_P_UNAVAILABLE
trace_chocolate_pudding_s44_w0_10_s20d_clean_seed0_job330155,chocolate_pudding,44,True,True,113,9,13,ELIGIBLE_MULTI_CANDIDATE
trace_chocolate_pudding_s45_w0_10_s20d_clean_seed0_job330156,chocolate_pudding,45,True,True,47,47,12,ELIGIBLE_MULTI_CANDIDATE
trace_chocolate_pudding_s46_w0_10_s20d_clean_seed0_job330157,chocolate_pudding,46,True,True,45,45,4,ELIGIBLE_MULTI_CANDIDATE
trace_chocolate_pudding_s47_w0_10_s20d_clean_seed0_job330158,chocolate_pudding,47,True,True,59,59,3,ELIGIBLE_MULTI_CANDIDATE
trace_chocolate_pudding_s48_w0_10_s20d_clean_seed0_job330159,chocolate_pudding,48,True,True,51,46,6,ELIGIBLE_MULTI_CANDIDATE
trace_chocolate_pudding_s49_w0_10_s20d_clean_seed0_job330160,chocolate_pudding,49,True,True,66,50,4,ELIGIBLE_MULTI_CANDIDATE
trace_cream_cheese_s10_w0_10_s20d_clean_seed0_job330161,cream_cheese,10,True,True,90,90,4,ELIGIBLE_MULTI_CANDIDATE
trace_cream_cheese_s11_w0_10_s20d_clean_seed0_job330162,cream_cheese,11,True,True,56,56,10,ELIGIBLE_MULTI_CANDIDATE
trace_cream_cheese_s12_w0_10_s20d_clean_seed0_job330163,cream_cheese,12,True,True,99,66,4,ELIGIBLE_MULTI_CANDIDATE
trace_cream_cheese_s13_w0_10_s20d_clean_seed0_job330164,cream_cheese,13,True,True,54,54,4,ELIGIBLE_MULTI_CANDIDATE
trace_cream_cheese_s14_w0_10_s20d_clean_seed0_job330165,cream_cheese,14,True,False,-1,113,7,TEACHER_P_UNAVAILABLE
trace_cream_cheese_s15_w0_10_s20d_clean_seed0_job330166,cream_cheese,15,True,True,42,42,3,ELIGIBLE_MULTI_CANDIDATE
trace_cream_cheese_s16_w0_10_s20d_clean_seed0_job330167,cream_cheese,16,True,False,-1,16,9,TEACHER_P_UNAVAILABLE
trace_cream_cheese_s17_w0_10_s20d_clean_seed0_job330168,cream_cheese,17,True,True,62,62,4,ELIGIBLE_MULTI_CANDIDATE
trace_cream_cheese_s18_w0_10_s20d_clean_seed0_job330169,cream_cheese,18,True,True,64,64,5,ELIGIBLE_MULTI_CANDIDATE
trace_cream_cheese_s19_w0_10_s20d_clean_seed0_job330170,cream_cheese,19,True,True,50,50,5,ELIGIBLE_MULTI_CANDIDATE
trace_cream_cheese_s20_w0_10_s20d_clean_seed0_job330171,cream_cheese,20,True,True,66,54,9,ELIGIBLE_MULTI_CANDIDATE
trace_cream_cheese_s21_w0_10_s20d_clean_seed0_job330172,cream_cheese,21,True,False,-1,12,18,TEACHER_P_UNAVAILABLE
trace_cream_cheese_s22_w0_10_s20d_clean_seed0_job330173,cream_cheese,22,True,True,54,10,2,ELIGIBLE_MULTI_CANDIDATE
trace_cream_cheese_s23_w0_10_s20d_clean_seed0_job330174,cream_cheese,23,True,True,151,45,21,ELIGIBLE_MULTI_CANDIDATE
