file,line,matched_patterns,classification,gate_status,snippet,reason
reports/VIS_GRIPPER_ACTION_SEMANTICS_AUDIT.md,77,GT_0P5,ALLOWED_LEGACY_QUARANTINE,PASS_WITH_QUARANTINE,"The decoded value 0.0 → binarize → 0 (close, because 0 is not > 0.5 threshold).","Historical report, legacy script, or non-RC1a diagnostic; not allowed as current Stage-B evidence without rewrite/regeneration."
reports/VIS_GRIPPER_MARGIN_SCAN.md,84,GT_0P5,ALLOWED_LEGACY_QUARANTINE,PASS_WITH_QUARANTINE,- All frames have clean_grip > 0.5 (CLOSE/neutral),"Historical report, legacy script, or non-RC1a diagnostic; not allowed as current Stage-B evidence without rewrite/regeneration."
reports/VIS_GRIPPER_OPEN_REGION_BUG_AUDIT.md,24,LT_NEG_0P5,ALLOWED_LEGACY_QUARANTINE,PASS_WITH_QUARANTINE,"Then `sign=""negative""` selects `env < -0.5`, which matches CLOSE tokens (env=-1).","Historical report, legacy script, or non-RC1a diagnostic; not allowed as current Stage-B evidence without rewrite/regeneration."
reports/VIS_GRIPPER_PARTIAL_GATE_LITE_LIVE.md,46,GT_0P5,ALLOWED_LEGACY_QUARANTINE,PASS_WITH_QUARANTINE,- Did the flipped token decode to OPEN (>0.5)?,"Historical report, legacy script, or non-RC1a diagnostic; not allowed as current Stage-B evidence without rewrite/regeneration."
reports/VIS_PHASE_OFFSET_AND_ONLINE_TRIGGER_HANDOFF_20260603.md,70,RAW_LT_0P5,ALLOWED_LEGACY_QUARANTINE,PASS_WITH_QUARANTINE,- `raw_gripper_is_open` 语义已修复：`raw_gripper < 0.5` ⇔ `env_gripper > 0` ⇔ qpos 下降,"Historical report, legacy script, or non-RC1a diagnostic; not allowed as current Stage-B evidence without rewrite/regeneration."
reports/VIS_PHASE_OFFSET_BOUNDARY_KETCHUP_SEED0.md,156,RAW_LT_0P5,ALLOWED_LEGACY_QUARANTINE,PASS_WITH_QUARANTINE,- **Semantics**: `raw_gripper < 0.5 = OPEN` (canonical),"Historical report, legacy script, or non-RC1a diagnostic; not allowed as current Stage-B evidence without rewrite/regeneration."
reports/VIS_PREFIX_MARGIN_REPAIRED_KETCHUP_10_27_EPS6_RESULT_DRAFT.md,14,RAW_LT_0P5,ALLOWED_LEGACY_QUARANTINE,PASS_WITH_QUARANTINE,- OPEN semantics: raw_gripper < 0.5 ⇔ env_gripper > 0 ⇔ physical OPEN,"Historical report, legacy script, or non-RC1a diagnostic; not allowed as current Stage-B evidence without rewrite/regeneration."
reports/VIS_PREFIX_MARGIN_REPAIR_STATUS.md,21,GT_0P5,ALLOWED_LEGACY_QUARANTINE,PASS_WITH_QUARANTINE,| A. OPEN semantic inconsistency | P0 | OPEN counts in reports may be inverted (counting CLOSE as OPEN via `adv_grip > 0.5`) |,"Historical report, legacy script, or non-RC1a diagnostic; not allowed as current Stage-B evidence without rewrite/regeneration."
reports/VIS_PREFIX_MARGIN_REPAIR_STATUS.md,31,RAW_LT_0P5,ALLOWED_LEGACY_QUARANTINE,PASS_WITH_QUARANTINE,- **Canonical definition**: `raw_gripper < 0.5` ⇔ OPEN (equivalent to `env_gripper > 0` after normalize→invert),"Historical report, legacy script, or non-RC1a diagnostic; not allowed as current Stage-B evidence without rewrite/regeneration."
reports/VIS_PREFIX_MARGIN_REPAIR_STATUS.md,52,GT_0P5,ALLOWED_LEGACY_QUARANTINE,PASS_WITH_QUARANTINE,- `adv_grip > 0.5` → `raw_gripper_is_open(r['adv_grip'])` (trace statistics),"Historical report, legacy script, or non-RC1a diagnostic; not allowed as current Stage-B evidence without rewrite/regeneration."
reports/VIS_PREFIX_MARGIN_REPAIR_STATUS.md,53,GT_0P5,ALLOWED_LEGACY_QUARANTINE,PASS_WITH_QUARANTINE,- `is_open = adv_grip > 0.5` → `is_open = raw_gripper_is_open(adv_grip)` (controller),"Historical report, legacy script, or non-RC1a diagnostic; not allowed as current Stage-B evidence without rewrite/regeneration."
reports/VIS_PREFIX_MARGIN_REPAIR_STATUS.md,126,GT_0P5,ALLOWED_LEGACY_QUARANTINE,PASS_WITH_QUARANTINE,- Direct `< 0.5` / `> 0.5` comparisons outside `gripper_semantics`,"Historical report, legacy script, or non-RC1a diagnostic; not allowed as current Stage-B evidence without rewrite/regeneration."
reports/VIS_PREFIX_MARGIN_SERVER_GATE_RESULTS.md,37,RAW_LT_0P5,ALLOWED_LEGACY_QUARANTINE,PASS_WITH_QUARANTINE,Canonical semantics confirmed: `raw_gripper < 0.5 ⇔ env=+1 ⇔ qpos decreases (physical OPEN)`.,"Historical report, legacy script, or non-RC1a diagnostic; not allowed as current Stage-B evidence without rewrite/regeneration."
reports/run_detector_attack_pilot.py,99,GT_0P5,ALLOWED_LEGACY_QUARANTINE,PASS_WITH_QUARANTINE,action[-1] = 1.0 if rng.random() > 0.5 else -1.0  # Random open/close,"Historical report, legacy script, or non-RC1a diagnostic; not allowed as current Stage-B evidence without rewrite/regeneration."
scripts/diagnostics/audit_gripper_physical_semantics.py,262,RAW_LT_0P5,ALLOWED_LEGACY_QUARANTINE,PASS_WITH_QUARANTINE,The canonical semantics (`raw_gripper < 0.5 ⇔ OPEN ⇔ env=+1 ⇔ qpos decreases`),"Historical report, legacy script, or non-RC1a diagnostic; not allowed as current Stage-B evidence without rewrite/regeneration."
scripts/diagnostics/audit_phase_conditioned_vis.py,135,GT_0P5,ALLOWED_LEGACY_QUARANTINE,PASS_WITH_QUARANTINE,"result[""natural_release_confounded""] = (c_open / max(c_total,1)) > 0.5","Historical report, legacy script, or non-RC1a diagnostic; not allowed as current Stage-B evidence without rewrite/regeneration."
scripts/diagnostics/audit_phase_conditioned_vis.py,219,GT_0P5,ALLOWED_LEGACY_QUARANTINE,PASS_WITH_QUARANTINE,"(r[""generated_OPEN_count""] / max(r[""generated_OPEN_total""], 1)) > 0.5","Historical report, legacy script, or non-RC1a diagnostic; not allowed as current Stage-B evidence without rewrite/regeneration."
scripts/diagnostics/audit_prefix_margin_provenance.py,290,RAW_LT_0P5,ALLOWED_LEGACY_QUARANTINE,PASS_WITH_QUARANTINE,# Canonical OPEN count (using repaired semantics: raw_gripper < 0.5 = OPEN),"Historical report, legacy script, or non-RC1a diagnostic; not allowed as current Stage-B evidence without rewrite/regeneration."
scripts/diagnostics/audit_prefix_margin_provenance.py,697,RAW_LT_0P5,ALLOWED_LEGACY_QUARANTINE,PASS_WITH_QUARANTINE,lines.append(f'- OPEN is canonically defined as `raw_gripper < 0.5` (equivalent to `env_gripper > 0` after normalize→invert pipeline).'),"Historical report, legacy script, or non-RC1a diagnostic; not allowed as current Stage-B evidence without rewrite/regeneration."
scripts/diagnostics/build_clean_phase_dataset.py,6,RAW_LT_0P5,ALLOWED_LEGACY_QUARANTINE,PASS_WITH_QUARANTINE,"CLOSE: qpos_abs_sum / finger width decreases, env_gripper=+1, raw_gripper<0.5","Historical report, legacy script, or non-RC1a diagnostic; not allowed as current Stage-B evidence without rewrite/regeneration."
scripts/diagnostics/build_clean_phase_dataset.py,21,GT_0P5,ALLOWED_LEGACY_QUARANTINE,PASS_WITH_QUARANTINE,def env_gripper_is_close(v): return float(v) > 0.5,"Historical report, legacy script, or non-RC1a diagnostic; not allowed as current Stage-B evidence without rewrite/regeneration."
scripts/diagnostics/build_object_runtime_phase_descriptors.py,106,GT_0P5,ALLOWED_LEGACY_QUARANTINE,PASS_WITH_QUARANTINE,"return ""natural_open_or_release_proxy"", ""open_ratio>0.3"", ""high"" if open_ratio > 0.5 else ""medium""","Historical report, legacy script, or non-RC1a diagnostic; not allowed as current Stage-B evidence without rewrite/regeneration."
scripts/diagnostics/export_openvla_clean_policy_margin_cache.py,190,GT_0P5,ALLOWED_LEGACY_QUARANTINE,PASS_WITH_QUARANTINE,maj_decision = 1 if open_fraction > 0.5 else 0,"Historical report, legacy script, or non-RC1a diagnostic; not allowed as current Stage-B evidence without rewrite/regeneration."
scripts/diagnostics/export_openvla_clean_policy_margin_cache.py,255,RAW_LT_0P5,ALLOWED_LEGACY_QUARANTINE,PASS_WITH_QUARANTINE,"**Semantics**: raw_gripper < 0.5 = OPEN, >= 0.5 = CLOSE","Historical report, legacy script, or non-RC1a diagnostic; not allowed as current Stage-B evidence without rewrite/regeneration."
scripts/diagnostics/export_openvla_clean_policy_margin_cache.py,267,RAW_LT_0P5,ALLOWED_LEGACY_QUARANTINE,PASS_WITH_QUARANTINE,"- `open_close_decision`: 1 if raw_gripper < 0.5 (open), 0 otherwise","Historical report, legacy script, or non-RC1a diagnostic; not allowed as current Stage-B evidence without rewrite/regeneration."
scripts/diagnostics/extract_object100_features_and_sanity.py,216,GT_0P5,ALLOWED_LEGACY_QUARANTINE,PASS_WITH_QUARANTINE,ceiling_open = avg_cmd > 0.5  # model naturally commands OPEN in window,"Historical report, legacy script, or non-RC1a diagnostic; not allowed as current Stage-B evidence without rewrite/regeneration."
scripts/diagnostics/run_patched_rerun_postprocess.py,122,LT_NEG_0P5,ALLOWED_LEGACY_QUARANTINE,PASS_WITH_QUARANTINE,r['decoded_open_bool'] = 1 if r['env_action_gripper'] < -0.5 else 0,"Historical report, legacy script, or non-RC1a diagnostic; not allowed as current Stage-B evidence without rewrite/regeneration."
scripts/diagnostics/run_patched_rerun_postprocess_hotfix.py,5,LT_NEG_0P5;ENV_ACTION6_LT_NEG_0P5,ALLOWED_LEGACY_QUARANTINE,PASS_WITH_QUARANTINE,open convention: env_action_6 < -0.5 = OPEN.,"Historical report, legacy script, or non-RC1a diagnostic; not allowed as current Stage-B evidence without rewrite/regeneration."
scripts/diagnostics/run_patched_rerun_postprocess_hotfix.py,71,LT_NEG_0P5;ENV_ACTION6_LT_NEG_0P5,ALLOWED_LEGACY_QUARANTINE,PASS_WITH_QUARANTINE,# Open count: env_action_6 < -0.5 = OPEN,"Historical report, legacy script, or non-RC1a diagnostic; not allowed as current Stage-B evidence without rewrite/regeneration."
scripts/diagnostics/run_policy_only_vis_audit.py,264,GT_0P5,ALLOWED_LEGACY_QUARANTINE,PASS_WITH_QUARANTINE,"""vis_open"": int(best_open_prob > 0.5),","Historical report, legacy script, or non-RC1a diagnostic; not allowed as current Stage-B evidence without rewrite/regeneration."
scripts/diagnostics/run_policy_only_vis_audit.py,267,GT_0P5,ALLOWED_LEGACY_QUARANTINE,PASS_WITH_QUARANTINE,"""steps_until_open"": 0 if best_open_prob > 0.5 else -1,","Historical report, legacy script, or non-RC1a diagnostic; not allowed as current Stage-B evidence without rewrite/regeneration."
scripts/evaluate_early_grasp_detector.py,9,RAW_LT_0P5,ALLOWED_LEGACY_QUARANTINE,PASS_WITH_QUARANTINE,- OPEN naming: raw_gripper < 0.5 = OPEN (canonical semantics).,"Historical report, legacy script, or non-RC1a diagnostic; not allowed as current Stage-B evidence without rewrite/regeneration."
scripts/evaluate_rule_based_early_grasp_trigger.py,5,RAW_LT_0P5,ALLOWED_LEGACY_QUARANTINE,PASS_WITH_QUARANTINE,"Canonical semantics: raw_gripper < 0.5 = OPEN (qpos decreases, env_gripper > 0).","Historical report, legacy script, or non-RC1a diagnostic; not allowed as current Stage-B evidence without rewrite/regeneration."
scripts/evaluate_rule_based_early_grasp_trigger.py,168,RAW_LT_0P5,ALLOWED_LEGACY_QUARANTINE,PASS_WITH_QUARANTINE,"Canonical semantics: raw < 0.5 = OPEN, qpos decreases, env_gripper > 0.","Historical report, legacy script, or non-RC1a diagnostic; not allowed as current Stage-B evidence without rewrite/regeneration."
scripts/evaluate_rule_based_early_grasp_trigger.py,201,RAW_LT_0P5,ALLOWED_LEGACY_QUARANTINE,PASS_WITH_QUARANTINE,"Canonical semantics: raw < 0.5 = OPEN (qpos decreases, physical gripper opens).","Historical report, legacy script, or non-RC1a diagnostic; not allowed as current Stage-B evidence without rewrite/regeneration."
scripts/offline_guard_counterfactual_20260508.py,57,LT_NEG_0P5,ALLOWED_LEGACY_QUARANTINE,PASS_WITH_QUARANTINE,"return fnum(row.get(""executed_gripper_env""), 1.0) < -0.5","Historical report, legacy script, or non-RC1a diagnostic; not allowed as current Stage-B evidence without rewrite/regeneration."
scripts/recompute_vis_adaptive_results.py,115,GT_0P5,ALLOWED_LEGACY_QUARANTINE,PASS_WITH_QUARANTINE,"open_full = sum(1 for r in window_rows if parse_float(r.get(""adv_grip"")) > 0.5)","Historical report, legacy script, or non-RC1a diagnostic; not allowed as current Stage-B evidence without rewrite/regeneration."
scripts/recompute_vis_adaptive_results.py,116,GT_0P5,ALLOWED_LEGACY_QUARANTINE,PASS_WITH_QUARANTINE,"open_attacked = sum(1 for r in attacked_rows if parse_float(r.get(""adv_grip"")) > 0.5)","Historical report, legacy script, or non-RC1a diagnostic; not allowed as current Stage-B evidence without rewrite/regeneration."
scripts/recompute_vis_failure_first_results.py,90,GT_0P5,ALLOWED_LEGACY_QUARANTINE,PASS_WITH_QUARANTINE,"""OPEN_count"": sum(1 for r in attacked if to_float(r.get(""adv_grip"")) > 0.5),","Historical report, legacy script, or non-RC1a diagnostic; not allowed as current Stage-B evidence without rewrite/regeneration."
scripts/stageb/run_paired_vis_random_v1.py,228,LT_NEG_0P5,ALLOWED_LEGACY_QUARANTINE,PASS_WITH_QUARANTINE,return grip_val < -0.5,"Historical report, legacy script, or non-RC1a diagnostic; not allowed as current Stage-B evidence without rewrite/regeneration."
scripts/v4_run_eval_openvla.py,413,LT_NEG_0P5,ALLOWED_LEGACY_QUARANTINE,PASS_WITH_QUARANTINE,"meta[""z_down_target_ok""] = bool(meta[""target_z_action_raw""] is not None and meta[""target_z_action_raw""] < -0.5)","Historical report, legacy script, or non-RC1a diagnostic; not allowed as current Stage-B evidence without rewrite/regeneration."
src/gripper_attack/openvla_libero_exec_spec.py,17,GT_0P5;RAW_GT_0P5,ALLOWED_IN_SPEC,PASS,raw >  0.5 -> env -1 -> physical OPEN,Executable spec or current alignment report documents canonical/invalid conventions.
src/gripper_attack/openvla_libero_exec_spec.py,18,RAW_LT_0P5,ALLOWED_IN_SPEC,PASS,raw <  0.5 -> env +1 -> physical CLOSE,Executable spec or current alignment report documents canonical/invalid conventions.
tables/codex_openvla_official_semantics_findings.csv,2,RAW_LT_0P5,ALLOWED_LEGACY_QUARANTINE,PASS_WITH_QUARANTINE,"F001,executable_spec,src/gripper_attack/openvla_libero_exec_spec.py,PASS,P0,""Defines official raw>=0.5 -> env=-1 -> OPEN and raw<0.5 -> env=+1 -> CLOSE truth table."",""Use as single source of truth for current Stage-B code.""","Historical report, legacy script, or non-RC1a diagnostic; not allowed as current Stage-B evidence without rewrite/regeneration."
tables/codex_openvla_official_semantics_findings.csv,5,LT_NEG_0P5;ENV_ACTION6_LT_NEG_0P5,ALLOWED_LEGACY_QUARANTINE,PASS_WITH_QUARANTINE,"F004,stageb_runner_counter,scripts/run_stageb_vis_labeling.py,PASS,P0,""Open count/streak uses env_gripper_is_open helper instead of env_action positive sign."",""Current open counters follow env_action_6 < -0.5.""","Historical report, legacy script, or non-RC1a diagnostic; not allowed as current Stage-B evidence without rewrite/regeneration."
tables/codex_openvla_official_semantics_findings.csv,7,LT_NEG_0P5;ENV_ACTION6_LT_NEG_0P5,ALLOWED_LEGACY_QUARANTINE,PASS_WITH_QUARANTINE,"F006,hotfix_postprocess,scripts/diagnostics/run_patched_rerun_postprocess_hotfix.py,PASS_WITH_SCOPE_LIMIT,P0,""Hotfix postprocess uses env_action_6 < -0.5 via helper."",""Treat pre-spec hotfix labels as quarantine unless regenerated.""","Historical report, legacy script, or non-RC1a diagnostic; not allowed as current Stage-B evidence without rewrite/regeneration."
tables/codex_openvla_official_semantics_findings.csv,12,RAW_LT_0P5,ALLOWED_LEGACY_QUARANTINE,PASS_WITH_QUARANTINE,"F011,legacy_detector_docs,scripts/evaluate_rule_based_early_grasp_trigger.py,LEGACY_QUARANTINE,P1,""Docstrings still state raw_gripper<0.5/env_gripper>0 means OPEN."",""Do not use this detector interpretation without semantic rewrite.""","Historical report, legacy script, or non-RC1a diagnostic; not allowed as current Stage-B evidence without rewrite/regeneration."
