task_name,scene_id,state_id,seed,run_id,split,reason
pick_up_the_tomato_sauce_and_place_it_in_the_basket,pick_up_the_tomato_sauce_and_place_it_in_the_basket_s4,4,0,obj100_tomato_sauce_tomato_sauce_s4,train,scene_hash=59
pick_up_the_tomato_sauce_and_place_it_in_the_basket,pick_up_the_tomato_sauce_and_place_it_in_the_basket_s5,5,0,obj100_tomato_sauce_tomato_sauce_s5,train,scene_hash=52
pick_up_the_tomato_sauce_and_place_it_in_the_basket,pick_up_the_tomato_sauce_and_place_it_in_the_basket_s6,6,0,obj100_tomato_sauce_tomato_sauce_s6,train,scene_hash=20
pick_up_the_tomato_sauce_and_place_it_in_the_basket,pick_up_the_tomato_sauce_and_place_it_in_the_basket_s7,7,0,obj100_tomato_sauce_tomato_sauce_s7,test,scene_hash=87
pick_up_the_tomato_sauce_and_place_it_in_the_basket,pick_up_the_tomato_sauce_and_place_it_in_the_basket_s8,8,0,obj100_tomato_sauce_tomato_sauce_s8,train,scene_hash=55
pick_up_the_tomato_sauce_and_place_it_in_the_basket,pick_up_the_tomato_sauce_and_place_it_in_the_basket_s9,9,0,obj100_tomato_sauce_tomato_sauce_s9,train,scene_hash=61
pick_up_the_butter_and_place_it_in_the_basket,pick_up_the_butter_and_place_it_in_the_basket_s0,0,0,obj100_butter_butter_s0,test,scene_hash=97
pick_up_the_butter_and_place_it_in_the_basket,pick_up_the_butter_and_place_it_in_the_basket_s1,1,0,obj100_butter_butter_s1,train,scene_hash=29
pick_up_the_butter_and_place_it_in_the_basket,pick_up_the_butter_and_place_it_in_the_basket_s2,2,0,obj100_butter_butter_s2,train,scene_hash=38
pick_up_the_butter_and_place_it_in_the_basket,pick_up_the_butter_and_place_it_in_the_basket_s3,3,0,obj100_butter_butter_s3,train,scene_hash=54
pick_up_the_butter_and_place_it_in_the_basket,pick_up_the_butter_and_place_it_in_the_basket_s4,4,0,obj100_butter_butter_s4,train,scene_hash=69
pick_up_the_butter_and_place_it_in_the_basket,pick_up_the_butter_and_place_it_in_the_basket_s5,5,0,obj100_butter_butter_s5,train,scene_hash=56
pick_up_the_butter_and_place_it_in_the_basket,pick_up_the_butter_and_place_it_in_the_basket_s6,6,0,obj100_butter_butter_s6,test,scene_hash=88
pick_up_the_butter_and_place_it_in_the_basket,pick_up_the_butter_and_place_it_in_the_basket_s7,7,0,obj100_butter_butter_s7,train,scene_hash=35
pick_up_the_butter_and_place_it_in_the_basket,pick_up_the_butter_and_place_it_in_the_basket_s8,8,0,obj100_butter_butter_s8,test,scene_hash=95
pick_up_the_butter_and_place_it_in_the_basket,pick_up_the_butter_and_place_it_in_the_basket_s9,9,0,obj100_butter_butter_s9,train,scene_hash=65
pick_up_the_milk_and_place_it_in_the_basket,pick_up_the_milk_and_place_it_in_the_basket_s0,0,0,obj100_milk_milk_s0,train,scene_hash=10
pick_up_the_milk_and_place_it_in_the_basket,pick_up_the_milk_and_place_it_in_the_basket_s1,1,0,obj100_milk_milk_s1,test,scene_hash=87
pick_up_the_milk_and_place_it_in_the_basket,pick_up_the_milk_and_place_it_in_the_basket_s2,2,0,obj100_milk_milk_s2,train,scene_hash=6
pick_up_the_milk_and_place_it_in_the_basket,pick_up_the_milk_and_place_it_in_the_basket_s3,3,0,obj100_milk_milk_s3,val,scene_hash=76
pick_up_the_milk_and_place_it_in_the_basket,pick_up_the_milk_and_place_it_in_the_basket_s4,4,0,obj100_milk_milk_s4,train,scene_hash=64
pick_up_the_milk_and_place_it_in_the_basket,pick_up_the_milk_and_place_it_in_the_basket_s5,5,0,obj100_milk_milk_s5,train,scene_hash=59
pick_up_the_milk_and_place_it_in_the_basket,pick_up_the_milk_and_place_it_in_the_basket_s6,6,0,obj100_milk_milk_s6,train,scene_hash=22
pick_up_the_milk_and_place_it_in_the_basket,pick_up_the_milk_and_place_it_in_the_basket_s7,7,0,obj100_milk_milk_s7,train,scene_hash=43
pick_up_the_milk_and_place_it_in_the_basket,pick_up_the_milk_and_place_it_in_the_basket_s8,8,0,obj100_milk_milk_s8,train,scene_hash=41
pick_up_the_milk_and_place_it_in_the_basket,pick_up_the_milk_and_place_it_in_the_basket_s9,9,0,obj100_milk_milk_s9,val,scene_hash=78
pick_up_the_chocolate_pudding_and_place_it_in_the_basket,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_s0,0,0,obj100_chocolate_pudding_chocolate_pudding_s0,train,scene_hash=57
pick_up_the_chocolate_pudding_and_place_it_in_the_basket,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_s0,0,0,obj100_chocolate_pudding_rerun_chocolate_pudding_s0,train,scene_hash=57
pick_up_the_chocolate_pudding_and_place_it_in_the_basket,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_s1,1,0,obj100_chocolate_pudding_chocolate_pudding_s1,train,scene_hash=54
pick_up_the_chocolate_pudding_and_place_it_in_the_basket,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_s1,1,0,obj100_chocolate_pudding_rerun_chocolate_pudding_s1,train,scene_hash=54
pick_up_the_chocolate_pudding_and_place_it_in_the_basket,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_s2,2,0,obj100_chocolate_pudding_chocolate_pudding_s2,train,scene_hash=59
pick_up_the_chocolate_pudding_and_place_it_in_the_basket,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_s2,2,0,obj100_chocolate_pudding_rerun_chocolate_pudding_s2,train,scene_hash=59
pick_up_the_chocolate_pudding_and_place_it_in_the_basket,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_s3,3,0,obj100_chocolate_pudding_chocolate_pudding_s3,test,scene_hash=91
pick_up_the_chocolate_pudding_and_place_it_in_the_basket,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_s3,3,0,obj100_chocolate_pudding_rerun_chocolate_pudding_s3,test,scene_hash=91
pick_up_the_chocolate_pudding_and_place_it_in_the_basket,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_s4,4,0,obj100_chocolate_pudding_rerun_chocolate_pudding_s4,train,scene_hash=1
pick_up_the_chocolate_pudding_and_place_it_in_the_basket,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_s5,5,0,obj100_chocolate_pudding_rerun_chocolate_pudding_s5,val,scene_hash=72
pick_up_the_chocolate_pudding_and_place_it_in_the_basket,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_s6,6,0,obj100_chocolate_pudding_rerun_chocolate_pudding_s6,test,scene_hash=87
pick_up_the_chocolate_pudding_and_place_it_in_the_basket,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_s7,7,0,obj100_chocolate_pudding_rerun_chocolate_pudding_s7,val,scene_hash=82
pick_up_the_chocolate_pudding_and_place_it_in_the_basket,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_s8,8,0,obj100_chocolate_pudding_rerun_chocolate_pudding_s8,train,scene_hash=27
pick_up_the_chocolate_pudding_and_place_it_in_the_basket,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_s9,9,0,obj100_chocolate_pudding_rerun_chocolate_pudding_s9,train,scene_hash=34
pick_up_the_orange_juice_and_place_it_in_the_basket,pick_up_the_orange_juice_and_place_it_in_the_basket_s0,0,0,obj100_orange_juice_orange_juice_s0,train,scene_hash=13
pick_up_the_orange_juice_and_place_it_in_the_basket,pick_up_the_orange_juice_and_place_it_in_the_basket_s1,1,0,obj100_orange_juice_orange_juice_s1,train,scene_hash=12
pick_up_the_orange_juice_and_place_it_in_the_basket,pick_up_the_orange_juice_and_place_it_in_the_basket_s2,2,0,obj100_orange_juice_orange_juice_s2,train,scene_hash=28
pick_up_the_orange_juice_and_place_it_in_the_basket,pick_up_the_orange_juice_and_place_it_in_the_basket_s3,3,0,obj100_orange_juice_orange_juice_s3,val,scene_hash=72
pick_up_the_orange_juice_and_place_it_in_the_basket,pick_up_the_orange_juice_and_place_it_in_the_basket_s4,4,0,obj100_orange_juice_orange_juice_s4,val,scene_hash=73
pick_up_the_orange_juice_and_place_it_in_the_basket,pick_up_the_orange_juice_and_place_it_in_the_basket_s5,5,0,obj100_orange_juice_orange_juice_s5,train,scene_hash=52
pick_up_the_orange_juice_and_place_it_in_the_basket,pick_up_the_orange_juice_and_place_it_in_the_basket_s6,6,0,obj100_orange_juice_orange_juice_s6,train,scene_hash=34
pick_up_the_orange_juice_and_place_it_in_the_basket,pick_up_the_orange_juice_and_place_it_in_the_basket_s7,7,0,obj100_orange_juice_orange_juice_s7,train,scene_hash=4
pick_up_the_orange_juice_and_place_it_in_the_basket,pick_up_the_orange_juice_and_place_it_in_the_basket_s8,8,0,obj100_orange_juice_orange_juice_s8,train,scene_hash=5
pick_up_the_orange_juice_and_place_it_in_the_basket,pick_up_the_orange_juice_and_place_it_in_the_basket_s9,9,0,obj100_orange_juice_orange_juice_s9,train,scene_hash=62
