trace_file,recovery_status,has_correct_qpos,has_env_action,n_steps,columns
trace_butter_random_linf_job1019.csv,NOT_RECOVERABLE,False,False,54,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_butter_random_linf_job103.csv,NOT_RECOVERABLE,False,False,221,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_butter_random_linf_job1047.csv,NOT_RECOVERABLE,False,False,121,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_butter_random_linf_job1055.csv,NOT_RECOVERABLE,False,False,120,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_butter_random_linf_job1071.csv,NOT_RECOVERABLE,False,False,197,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_butter_random_linf_job1095.csv,NOT_RECOVERABLE,False,False,158,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_butter_random_linf_job1103.csv,NOT_RECOVERABLE,False,False,158,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_butter_random_linf_job40.csv,DIRECT_RECOVERABLE,True,False,164,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_butter_random_linf_job43.csv,NOT_RECOVERABLE,False,False,150,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_butter_random_linf_job7.csv,NOT_RECOVERABLE,False,False,151,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_butter_random_linf_job79.csv,NOT_RECOVERABLE,False,False,130,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_butter_vis_pgd_job1016.csv,NOT_RECOVERABLE,False,False,213,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_butter_vis_pgd_job1018.csv,NOT_RECOVERABLE,False,False,54,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_butter_vis_pgd_job102.csv,NOT_RECOVERABLE,False,False,221,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_butter_vis_pgd_job1046.csv,NOT_RECOVERABLE,False,False,121,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_butter_vis_pgd_job1054.csv,NOT_RECOVERABLE,False,False,120,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_butter_vis_pgd_job1070.csv,NOT_RECOVERABLE,False,False,197,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_butter_vis_pgd_job1094.csv,NOT_RECOVERABLE,False,False,158,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_butter_vis_pgd_job1102.csv,NOT_RECOVERABLE,False,False,158,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_butter_vis_pgd_job4.csv,NOT_RECOVERABLE,False,False,165,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_butter_vis_pgd_job40.csv,NOT_RECOVERABLE,False,False,164,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_butter_vis_pgd_job42.csv,NOT_RECOVERABLE,False,False,150,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_butter_vis_pgd_job6.csv,NOT_RECOVERABLE,False,False,151,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_butter_vis_pgd_job76.csv,NOT_RECOVERABLE,False,False,144,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_butter_vis_pgd_job78.csv,NOT_RECOVERABLE,False,False,130,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_cream_cheese_random_linf_job1001.csv,NOT_RECOVERABLE,False,False,115,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_cream_cheese_random_linf_job1003.csv,NOT_RECOVERABLE,False,False,61,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_cream_cheese_random_linf_job1005.csv,NOT_RECOVERABLE,False,False,100,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_cream_cheese_random_linf_job1007.csv,NOT_RECOVERABLE,False,False,139,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_cream_cheese_random_linf_job1053.csv,NOT_RECOVERABLE,False,False,125,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_cream_cheese_random_linf_job1067.csv,NOT_RECOVERABLE,False,False,124,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_cream_cheese_random_linf_job110.csv,NOT_RECOVERABLE,False,False,180,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_cream_cheese_random_linf_job1101.csv,NOT_RECOVERABLE,False,False,110,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_cream_cheese_random_linf_job1113.csv,NOT_RECOVERABLE,False,False,106,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_cream_cheese_random_linf_job61.csv,NOT_RECOVERABLE,False,False,125,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_cream_cheese_random_linf_job97.csv,NOT_RECOVERABLE,False,False,149,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_cream_cheese_vis_pgd_job100.csv,NOT_RECOVERABLE,False,False,148,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_cream_cheese_vis_pgd_job1000.csv,NOT_RECOVERABLE,False,False,115,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_cream_cheese_vis_pgd_job1002.csv,NOT_RECOVERABLE,False,False,61,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_cream_cheese_vis_pgd_job1004.csv,NOT_RECOVERABLE,False,False,100,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_cream_cheese_vis_pgd_job1006.csv,NOT_RECOVERABLE,False,False,139,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_cream_cheese_vis_pgd_job1052.csv,NOT_RECOVERABLE,False,False,125,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_cream_cheese_vis_pgd_job106.csv,NOT_RECOVERABLE,False,False,139,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_cream_cheese_vis_pgd_job1066.csv,NOT_RECOVERABLE,False,False,124,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_cream_cheese_vis_pgd_job110.csv,NOT_RECOVERABLE,False,False,180,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_cream_cheese_vis_pgd_job1100.csv,NOT_RECOVERABLE,False,False,110,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_cream_cheese_vis_pgd_job1112.csv,NOT_RECOVERABLE,False,False,106,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_cream_cheese_vis_pgd_job60.csv,NOT_RECOVERABLE,False,False,125,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_cream_cheese_vis_pgd_job62.csv,NOT_RECOVERABLE,False,False,111,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_cream_cheese_vis_pgd_job80.csv,NOT_RECOVERABLE,False,False,157,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_cream_cheese_vis_pgd_job96.csv,NOT_RECOVERABLE,False,False,149,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_ketchup_random_linf_job1035.csv,NOT_RECOVERABLE,False,False,51,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_ketchup_random_linf_job1037.csv,NOT_RECOVERABLE,False,False,113,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_ketchup_random_linf_job1039.csv,NOT_RECOVERABLE,False,False,74,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_ketchup_random_linf_job1049.csv,NOT_RECOVERABLE,False,False,132,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_ketchup_random_linf_job1059.csv,NOT_RECOVERABLE,False,False,127,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_ketchup_random_linf_job1063.csv,NOT_RECOVERABLE,False,False,150,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_ketchup_random_linf_job1097.csv,NOT_RECOVERABLE,False,False,169,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_ketchup_random_linf_job1107.csv,NOT_RECOVERABLE,False,False,141,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_ketchup_random_linf_job37.csv,NOT_RECOVERABLE,False,False,162,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_ketchup_random_linf_job38.csv,NOT_RECOVERABLE,False,False,148,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_ketchup_random_linf_job55.csv,NOT_RECOVERABLE,False,False,145,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_ketchup_vis_pgd_job10.csv,NOT_RECOVERABLE,False,False,226,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_ketchup_vis_pgd_job1034.csv,NOT_RECOVERABLE,False,False,51,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_ketchup_vis_pgd_job1036.csv,NOT_RECOVERABLE,False,False,113,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_ketchup_vis_pgd_job1038.csv,NOT_RECOVERABLE,False,False,74,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_ketchup_vis_pgd_job104.csv,NOT_RECOVERABLE,False,False,151,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_ketchup_vis_pgd_job1048.csv,NOT_RECOVERABLE,False,False,132,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_ketchup_vis_pgd_job1058.csv,NOT_RECOVERABLE,False,False,127,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_ketchup_vis_pgd_job1062.csv,NOT_RECOVERABLE,False,False,150,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_ketchup_vis_pgd_job1096.csv,NOT_RECOVERABLE,False,False,169,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_ketchup_vis_pgd_job1106.csv,NOT_RECOVERABLE,False,False,141,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_ketchup_vis_pgd_job36.csv,NOT_RECOVERABLE,False,False,162,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_ketchup_vis_pgd_job38.csv,NOT_RECOVERABLE,False,False,148,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_ketchup_vis_pgd_job52.csv,NOT_RECOVERABLE,False,False,159,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_ketchup_vis_pgd_job54.csv,NOT_RECOVERABLE,False,False,145,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_ketchup_vis_pgd_job8.csv,NOT_RECOVERABLE,False,False,240,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_milk_random_linf_job1009.csv,NOT_RECOVERABLE,False,False,108,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_milk_random_linf_job1011.csv,NOT_RECOVERABLE,False,False,45,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_milk_random_linf_job1027.csv,NOT_RECOVERABLE,False,False,101,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_milk_random_linf_job1029.csv,NOT_RECOVERABLE,False,False,58,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_milk_random_linf_job1045.csv,NOT_RECOVERABLE,False,False,120,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_milk_random_linf_job1057.csv,NOT_RECOVERABLE,False,False,115,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_milk_random_linf_job109.csv,NOT_RECOVERABLE,False,False,139,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_milk_random_linf_job34.csv,NOT_RECOVERABLE,False,False,108,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_milk_vis_pgd_job1008.csv,NOT_RECOVERABLE,False,False,108,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_milk_vis_pgd_job1010.csv,NOT_RECOVERABLE,False,False,45,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_milk_vis_pgd_job1026.csv,NOT_RECOVERABLE,False,False,101,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_milk_vis_pgd_job1028.csv,NOT_RECOVERABLE,False,False,58,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_milk_vis_pgd_job1044.csv,NOT_RECOVERABLE,False,False,120,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_milk_vis_pgd_job1056.csv,NOT_RECOVERABLE,False,False,115,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_milk_vis_pgd_job108.csv,NOT_RECOVERABLE,False,False,139,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_milk_vis_pgd_job116.csv,NOT_RECOVERABLE,False,False,201,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_milk_vis_pgd_job32.csv,NOT_RECOVERABLE,False,False,122,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_milk_vis_pgd_job34.csv,NOT_RECOVERABLE,False,False,108,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_milk_vis_pgd_job82.csv,NOT_RECOVERABLE,False,False,144,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_orange_juice_random_linf_job1061.csv,NOT_RECOVERABLE,False,False,113,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_orange_juice_random_linf_job1069.csv,NOT_RECOVERABLE,False,False,82,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_orange_juice_random_linf_job1073.csv,NOT_RECOVERABLE,False,False,113,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_orange_juice_random_linf_job1085.csv,NOT_RECOVERABLE,False,False,175,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_orange_juice_random_linf_job1087.csv,NOT_RECOVERABLE,False,False,111,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_orange_juice_random_linf_job56.csv,NOT_RECOVERABLE,False,False,137,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_orange_juice_random_linf_job58.csv,NOT_RECOVERABLE,False,False,123,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_orange_juice_random_linf_job64.csv,NOT_RECOVERABLE,False,False,217,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_orange_juice_random_linf_job67.csv,NOT_RECOVERABLE,False,False,203,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_orange_juice_random_linf_job70.csv,DIRECT_RECOVERABLE,True,False,122,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_orange_juice_random_linf_job85.csv,NOT_RECOVERABLE,False,False,137,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_orange_juice_vis_pgd_job1060.csv,NOT_RECOVERABLE,False,False,113,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_orange_juice_vis_pgd_job1068.csv,NOT_RECOVERABLE,False,False,82,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_orange_juice_vis_pgd_job1072.csv,NOT_RECOVERABLE,False,False,113,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_orange_juice_vis_pgd_job1084.csv,NOT_RECOVERABLE,False,False,175,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_orange_juice_vis_pgd_job1086.csv,NOT_RECOVERABLE,False,False,111,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_orange_juice_vis_pgd_job56.csv,NOT_RECOVERABLE,False,False,137,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_orange_juice_vis_pgd_job58.csv,NOT_RECOVERABLE,False,False,123,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_orange_juice_vis_pgd_job64.csv,NOT_RECOVERABLE,False,False,217,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_orange_juice_vis_pgd_job66.csv,NOT_RECOVERABLE,False,False,203,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_orange_juice_vis_pgd_job68.csv,NOT_RECOVERABLE,False,False,136,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_orange_juice_vis_pgd_job70.csv,NOT_RECOVERABLE,False,False,122,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_orange_juice_vis_pgd_job84.csv,NOT_RECOVERABLE,False,False,137,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_orange_juice_vis_pgd_job88.csv,NOT_RECOVERABLE,False,False,106,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_orange_juice_vis_pgd_job92.csv,NOT_RECOVERABLE,False,False,137,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
trace_orange_juice_vis_pgd_job94.csv,NOT_RECOVERABLE,False,False,130,"arm_l2,attack_this_step,attacks_applied,done,env_grip,gripper_qpos,in_window,pgd_applied,step"
