task,task_id,state_id,episode_id,runner_type,success,success_check,success_done,timeout,num_steps,success_step,failure_phase,seed,center_crop,attention_backend,libero_preprocess_backend,postprocess_gripper,deterministic_init_states,state_id_source,source_path,source_confidence,notes
butter,,3,3,official_script_raw,True,True,,,161,161,success_libero,0,True (from corrected official context; verify logs if needed),eager (from R2 reconstruction context),official_pil_lanczos (corrected official context),True (official normalize+invert),True,explicit state_id column,/data/liuyu/outputs/milestone_r1_official_eval_20260526/tables/object_official_script_100_manifest.csv,high,Raw per-state official manifest row.
butter,,4,4,official_script_raw,False,False,,,290,,no_grasp,0,True (from corrected official context; verify logs if needed),eager (from R2 reconstruction context),official_pil_lanczos (corrected official context),True (official normalize+invert),True,explicit state_id column,/data/liuyu/outputs/milestone_r1_official_eval_20260526/tables/object_official_script_100_manifest.csv,high,Raw per-state official manifest row.
butter,,5,5,official_script_raw,False,False,,,290,,no_grasp,0,True (from corrected official context; verify logs if needed),eager (from R2 reconstruction context),official_pil_lanczos (corrected official context),True (official normalize+invert),True,explicit state_id column,/data/liuyu/outputs/milestone_r1_official_eval_20260526/tables/object_official_script_100_manifest.csv,high,Raw per-state official manifest row.
butter,,6,6,official_script_raw,True,True,,,145,145,success_libero,0,True (from corrected official context; verify logs if needed),eager (from R2 reconstruction context),official_pil_lanczos (corrected official context),True (official normalize+invert),True,explicit state_id column,/data/liuyu/outputs/milestone_r1_official_eval_20260526/tables/object_official_script_100_manifest.csv,high,Raw per-state official manifest row.
butter,,7,7,official_script_raw,True,True,,,158,158,success_libero,0,True (from corrected official context; verify logs if needed),eager (from R2 reconstruction context),official_pil_lanczos (corrected official context),True (official normalize+invert),True,explicit state_id column,/data/liuyu/outputs/milestone_r1_official_eval_20260526/tables/object_official_script_100_manifest.csv,high,Raw per-state official manifest row.
butter,,8,8,official_script_raw,True,True,,,169,169,success_libero,0,True (from corrected official context; verify logs if needed),eager (from R2 reconstruction context),official_pil_lanczos (corrected official context),True (official normalize+invert),True,explicit state_id column,/data/liuyu/outputs/milestone_r1_official_eval_20260526/tables/object_official_script_100_manifest.csv,high,Raw per-state official manifest row.
butter,,9,9,official_script_raw,True,True,,,166,166,success_libero,0,True (from corrected official context; verify logs if needed),eager (from R2 reconstruction context),official_pil_lanczos (corrected official context),True (official normalize+invert),True,explicit state_id column,/data/liuyu/outputs/milestone_r1_official_eval_20260526/tables/object_official_script_100_manifest.csv,high,Raw per-state official manifest row.
milk,,0,0,official_script_raw,True,True,,,149,149,success_libero,0,True (from corrected official context; verify logs if needed),eager (from R2 reconstruction context),official_pil_lanczos (corrected official context),True (official normalize+invert),True,explicit state_id column,/data/liuyu/outputs/milestone_r1_official_eval_20260526/tables/object_official_script_100_manifest.csv,high,Raw per-state official manifest row.
milk,,1,1,official_script_raw,True,True,,,132,132,success_libero,0,True (from corrected official context; verify logs if needed),eager (from R2 reconstruction context),official_pil_lanczos (corrected official context),True (official normalize+invert),True,explicit state_id column,/data/liuyu/outputs/milestone_r1_official_eval_20260526/tables/object_official_script_100_manifest.csv,high,Raw per-state official manifest row.
milk,,2,2,official_script_raw,True,True,,,218,218,success_libero,0,True (from corrected official context; verify logs if needed),eager (from R2 reconstruction context),official_pil_lanczos (corrected official context),True (official normalize+invert),True,explicit state_id column,/data/liuyu/outputs/milestone_r1_official_eval_20260526/tables/object_official_script_100_manifest.csv,high,Raw per-state official manifest row.
milk,,3,3,official_script_raw,False,False,,,290,,no_grasp,0,True (from corrected official context; verify logs if needed),eager (from R2 reconstruction context),official_pil_lanczos (corrected official context),True (official normalize+invert),True,explicit state_id column,/data/liuyu/outputs/milestone_r1_official_eval_20260526/tables/object_official_script_100_manifest.csv,high,Raw per-state official manifest row.
milk,,4,4,official_script_raw,True,True,,,134,134,success_libero,0,True (from corrected official context; verify logs if needed),eager (from R2 reconstruction context),official_pil_lanczos (corrected official context),True (official normalize+invert),True,explicit state_id column,/data/liuyu/outputs/milestone_r1_official_eval_20260526/tables/object_official_script_100_manifest.csv,high,Raw per-state official manifest row.
milk,,5,5,official_script_raw,True,True,,,250,250,success_libero,0,True (from corrected official context; verify logs if needed),eager (from R2 reconstruction context),official_pil_lanczos (corrected official context),True (official normalize+invert),True,explicit state_id column,/data/liuyu/outputs/milestone_r1_official_eval_20260526/tables/object_official_script_100_manifest.csv,high,Raw per-state official manifest row.
milk,,6,6,official_script_raw,False,False,,,290,,no_grasp,0,True (from corrected official context; verify logs if needed),eager (from R2 reconstruction context),official_pil_lanczos (corrected official context),True (official normalize+invert),True,explicit state_id column,/data/liuyu/outputs/milestone_r1_official_eval_20260526/tables/object_official_script_100_manifest.csv,high,Raw per-state official manifest row.
milk,,7,7,official_script_raw,True,True,,,137,137,success_libero,0,True (from corrected official context; verify logs if needed),eager (from R2 reconstruction context),official_pil_lanczos (corrected official context),True (official normalize+invert),True,explicit state_id column,/data/liuyu/outputs/milestone_r1_official_eval_20260526/tables/object_official_script_100_manifest.csv,high,Raw per-state official manifest row.
milk,,8,8,official_script_raw,True,True,,,161,161,success_libero,0,True (from corrected official context; verify logs if needed),eager (from R2 reconstruction context),official_pil_lanczos (corrected official context),True (official normalize+invert),True,explicit state_id column,/data/liuyu/outputs/milestone_r1_official_eval_20260526/tables/object_official_script_100_manifest.csv,high,Raw per-state official manifest row.
milk,,9,9,official_script_raw,True,True,,,165,165,success_libero,0,True (from corrected official context; verify logs if needed),eager (from R2 reconstruction context),official_pil_lanczos (corrected official context),True (official normalize+invert),True,explicit state_id column,/data/liuyu/outputs/milestone_r1_official_eval_20260526/tables/object_official_script_100_manifest.csv,high,Raw per-state official manifest row.
chocolate_pudding,,0,0,official_script_raw,False,False,,,290,,no_grasp,0,True (from corrected official context; verify logs if needed),eager (from R2 reconstruction context),official_pil_lanczos (corrected official context),True (official normalize+invert),True,explicit state_id column,/data/liuyu/outputs/milestone_r1_official_eval_20260526/tables/object_official_script_100_manifest.csv,high,Raw per-state official manifest row.
chocolate_pudding,,1,1,official_script_raw,False,False,,,290,,no_grasp,0,True (from corrected official context; verify logs if needed),eager (from R2 reconstruction context),official_pil_lanczos (corrected official context),True (official normalize+invert),True,explicit state_id column,/data/liuyu/outputs/milestone_r1_official_eval_20260526/tables/object_official_script_100_manifest.csv,high,Raw per-state official manifest row.
chocolate_pudding,,2,2,official_script_raw,True,True,,,164,164,success_libero,0,True (from corrected official context; verify logs if needed),eager (from R2 reconstruction context),official_pil_lanczos (corrected official context),True (official normalize+invert),True,explicit state_id column,/data/liuyu/outputs/milestone_r1_official_eval_20260526/tables/object_official_script_100_manifest.csv,high,Raw per-state official manifest row.
chocolate_pudding,,3,3,official_script_raw,True,True,,,169,169,success_libero,0,True (from corrected official context; verify logs if needed),eager (from R2 reconstruction context),official_pil_lanczos (corrected official context),True (official normalize+invert),True,explicit state_id column,/data/liuyu/outputs/milestone_r1_official_eval_20260526/tables/object_official_script_100_manifest.csv,high,Raw per-state official manifest row.
chocolate_pudding,,4,4,official_script_raw,True,True,,,227,227,success_libero,0,True (from corrected official context; verify logs if needed),eager (from R2 reconstruction context),official_pil_lanczos (corrected official context),True (official normalize+invert),True,explicit state_id column,/data/liuyu/outputs/milestone_r1_official_eval_20260526/tables/object_official_script_100_manifest.csv,high,Raw per-state official manifest row.
chocolate_pudding,,5,5,official_script_raw,True,True,,,166,166,success_libero,0,True (from corrected official context; verify logs if needed),eager (from R2 reconstruction context),official_pil_lanczos (corrected official context),True (official normalize+invert),True,explicit state_id column,/data/liuyu/outputs/milestone_r1_official_eval_20260526/tables/object_official_script_100_manifest.csv,high,Raw per-state official manifest row.
chocolate_pudding,,6,6,official_script_raw,True,True,,,172,172,success_libero,0,True (from corrected official context; verify logs if needed),eager (from R2 reconstruction context),official_pil_lanczos (corrected official context),True (official normalize+invert),True,explicit state_id column,/data/liuyu/outputs/milestone_r1_official_eval_20260526/tables/object_official_script_100_manifest.csv,high,Raw per-state official manifest row.
chocolate_pudding,,7,7,official_script_raw,True,True,,,244,244,success_libero,0,True (from corrected official context; verify logs if needed),eager (from R2 reconstruction context),official_pil_lanczos (corrected official context),True (official normalize+invert),True,explicit state_id column,/data/liuyu/outputs/milestone_r1_official_eval_20260526/tables/object_official_script_100_manifest.csv,high,Raw per-state official manifest row.
chocolate_pudding,,8,8,official_script_raw,False,False,,,290,,no_grasp,0,True (from corrected official context; verify logs if needed),eager (from R2 reconstruction context),official_pil_lanczos (corrected official context),True (official normalize+invert),True,explicit state_id column,/data/liuyu/outputs/milestone_r1_official_eval_20260526/tables/object_official_script_100_manifest.csv,high,Raw per-state official manifest row.
chocolate_pudding,,9,9,official_script_raw,True,True,,,199,199,success_libero,0,True (from corrected official context; verify logs if needed),eager (from R2 reconstruction context),official_pil_lanczos (corrected official context),True (official normalize+invert),True,explicit state_id column,/data/liuyu/outputs/milestone_r1_official_eval_20260526/tables/object_official_script_100_manifest.csv,high,Raw per-state official manifest row.
orange_juice,,0,0,official_script_raw,True,True,,,226,226,success_libero,0,True (from corrected official context; verify logs if needed),eager (from R2 reconstruction context),official_pil_lanczos (corrected official context),True (official normalize+invert),True,explicit state_id column,/data/liuyu/outputs/milestone_r1_official_eval_20260526/tables/object_official_script_100_manifest.csv,high,Raw per-state official manifest row.
orange_juice,,1,1,official_script_raw,True,True,,,123,123,success_libero,0,True (from corrected official context; verify logs if needed),eager (from R2 reconstruction context),official_pil_lanczos (corrected official context),True (official normalize+invert),True,explicit state_id column,/data/liuyu/outputs/milestone_r1_official_eval_20260526/tables/object_official_script_100_manifest.csv,high,Raw per-state official manifest row.
orange_juice,,2,2,official_script_raw,True,True,,,141,141,success_libero,0,True (from corrected official context; verify logs if needed),eager (from R2 reconstruction context),official_pil_lanczos (corrected official context),True (official normalize+invert),True,explicit state_id column,/data/liuyu/outputs/milestone_r1_official_eval_20260526/tables/object_official_script_100_manifest.csv,high,Raw per-state official manifest row.
orange_juice,,3,3,official_script_raw,True,True,,,133,133,success_libero,0,True (from corrected official context; verify logs if needed),eager (from R2 reconstruction context),official_pil_lanczos (corrected official context),True (official normalize+invert),True,explicit state_id column,/data/liuyu/outputs/milestone_r1_official_eval_20260526/tables/object_official_script_100_manifest.csv,high,Raw per-state official manifest row.
orange_juice,,4,4,official_script_raw,True,True,,,149,149,success_libero,0,True (from corrected official context; verify logs if needed),eager (from R2 reconstruction context),official_pil_lanczos (corrected official context),True (official normalize+invert),True,explicit state_id column,/data/liuyu/outputs/milestone_r1_official_eval_20260526/tables/object_official_script_100_manifest.csv,high,Raw per-state official manifest row.
orange_juice,,5,5,official_script_raw,False,False,,,290,,no_grasp,0,True (from corrected official context; verify logs if needed),eager (from R2 reconstruction context),official_pil_lanczos (corrected official context),True (official normalize+invert),True,explicit state_id column,/data/liuyu/outputs/milestone_r1_official_eval_20260526/tables/object_official_script_100_manifest.csv,high,Raw per-state official manifest row.
orange_juice,,6,6,official_script_raw,True,True,,,148,148,success_libero,0,True (from corrected official context; verify logs if needed),eager (from R2 reconstruction context),official_pil_lanczos (corrected official context),True (official normalize+invert),True,explicit state_id column,/data/liuyu/outputs/milestone_r1_official_eval_20260526/tables/object_official_script_100_manifest.csv,high,Raw per-state official manifest row.
orange_juice,,7,7,official_script_raw,True,True,,,135,135,success_libero,0,True (from corrected official context; verify logs if needed),eager (from R2 reconstruction context),official_pil_lanczos (corrected official context),True (official normalize+invert),True,explicit state_id column,/data/liuyu/outputs/milestone_r1_official_eval_20260526/tables/object_official_script_100_manifest.csv,high,Raw per-state official manifest row.
orange_juice,,8,8,official_script_raw,True,True,,,120,120,success_libero,0,True (from corrected official context; verify logs if needed),eager (from R2 reconstruction context),official_pil_lanczos (corrected official context),True (official normalize+invert),True,explicit state_id column,/data/liuyu/outputs/milestone_r1_official_eval_20260526/tables/object_official_script_100_manifest.csv,high,Raw per-state official manifest row.
orange_juice,,9,9,official_script_raw,False,False,,,290,,no_grasp,0,True (from corrected official context; verify logs if needed),eager (from R2 reconstruction context),official_pil_lanczos (corrected official context),True (official normalize+invert),True,explicit state_id column,/data/liuyu/outputs/milestone_r1_official_eval_20260526/tables/object_official_script_100_manifest.csv,high,Raw per-state official manifest row.
alphabet_soup,0,0,0,official_corrected_reconstructed,,,,,,,,0,True,eager,official_pil_lanczos,True,True,explicit state_id column; some success values inferred from task SR,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_official_corrected_100_manifest_reconstructed.csv,low,"W45 CSV overwritten, inferred from task SR"
alphabet_soup,0,1,1,official_corrected_reconstructed,,,,,,,,0,True,eager,official_pil_lanczos,True,True,explicit state_id column; some success values inferred from task SR,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_official_corrected_100_manifest_reconstructed.csv,low,"W45 CSV overwritten, inferred from task SR"
alphabet_soup,0,2,2,official_corrected_reconstructed,,,,,,,,0,True,eager,official_pil_lanczos,True,True,explicit state_id column; some success values inferred from task SR,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_official_corrected_100_manifest_reconstructed.csv,low,"W45 CSV overwritten, inferred from task SR"
alphabet_soup,0,3,3,official_corrected_reconstructed,,,,,,,,0,True,eager,official_pil_lanczos,True,True,explicit state_id column; some success values inferred from task SR,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_official_corrected_100_manifest_reconstructed.csv,low,"W45 CSV overwritten, inferred from task SR"
alphabet_soup,0,4,4,official_corrected_reconstructed,,,,,,,,0,True,eager,official_pil_lanczos,True,True,explicit state_id column; some success values inferred from task SR,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_official_corrected_100_manifest_reconstructed.csv,low,"W45 CSV overwritten, inferred from task SR"
alphabet_soup,0,5,5,official_corrected_reconstructed,,,,,,,,0,True,eager,official_pil_lanczos,True,True,explicit state_id column; some success values inferred from task SR,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_official_corrected_100_manifest_reconstructed.csv,low,"W45 CSV overwritten, inferred from task SR"
alphabet_soup,0,6,6,official_corrected_reconstructed,,,,,,,,0,True,eager,official_pil_lanczos,True,True,explicit state_id column; some success values inferred from task SR,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_official_corrected_100_manifest_reconstructed.csv,low,"W45 CSV overwritten, inferred from task SR"
alphabet_soup,0,7,7,official_corrected_reconstructed,,,,,,,,0,True,eager,official_pil_lanczos,True,True,explicit state_id column; some success values inferred from task SR,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_official_corrected_100_manifest_reconstructed.csv,low,"W45 CSV overwritten, inferred from task SR"
alphabet_soup,0,8,8,official_corrected_reconstructed,,,,,,,,0,True,eager,official_pil_lanczos,True,True,explicit state_id column; some success values inferred from task SR,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_official_corrected_100_manifest_reconstructed.csv,low,"W45 CSV overwritten, inferred from task SR"
alphabet_soup,0,9,9,official_corrected_reconstructed,,,,,,,,0,True,eager,official_pil_lanczos,True,True,explicit state_id column; some success values inferred from task SR,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_official_corrected_100_manifest_reconstructed.csv,low,"W45 CSV overwritten, inferred from task SR"
cream_cheese,1,0,0,official_corrected_reconstructed,,,,,,,,0,True,eager,official_pil_lanczos,True,True,explicit state_id column; some success values inferred from task SR,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_official_corrected_100_manifest_reconstructed.csv,low,"W45 CSV overwritten, inferred from task SR"
cream_cheese,1,1,1,official_corrected_reconstructed,,,,,,,,0,True,eager,official_pil_lanczos,True,True,explicit state_id column; some success values inferred from task SR,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_official_corrected_100_manifest_reconstructed.csv,low,"W45 CSV overwritten, inferred from task SR"
cream_cheese,1,2,2,official_corrected_reconstructed,,,,,,,,0,True,eager,official_pil_lanczos,True,True,explicit state_id column; some success values inferred from task SR,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_official_corrected_100_manifest_reconstructed.csv,low,"W45 CSV overwritten, inferred from task SR"
cream_cheese,1,3,3,official_corrected_reconstructed,,,,,,,,0,True,eager,official_pil_lanczos,True,True,explicit state_id column; some success values inferred from task SR,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_official_corrected_100_manifest_reconstructed.csv,low,"W45 CSV overwritten, inferred from task SR"
cream_cheese,1,4,4,official_corrected_reconstructed,,,,,,,,0,True,eager,official_pil_lanczos,True,True,explicit state_id column; some success values inferred from task SR,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_official_corrected_100_manifest_reconstructed.csv,low,"W45 CSV overwritten, inferred from task SR"
cream_cheese,1,5,5,official_corrected_reconstructed,,,,,,,,0,True,eager,official_pil_lanczos,True,True,explicit state_id column; some success values inferred from task SR,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_official_corrected_100_manifest_reconstructed.csv,low,"W45 CSV overwritten, inferred from task SR"
cream_cheese,1,6,6,official_corrected_reconstructed,,,,,,,,0,True,eager,official_pil_lanczos,True,True,explicit state_id column; some success values inferred from task SR,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_official_corrected_100_manifest_reconstructed.csv,low,"W45 CSV overwritten, inferred from task SR"
cream_cheese,1,7,7,official_corrected_reconstructed,,,,,,,,0,True,eager,official_pil_lanczos,True,True,explicit state_id column; some success values inferred from task SR,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_official_corrected_100_manifest_reconstructed.csv,low,"W45 CSV overwritten, inferred from task SR"
cream_cheese,1,8,8,official_corrected_reconstructed,,,,,,,,0,True,eager,official_pil_lanczos,True,True,explicit state_id column; some success values inferred from task SR,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_official_corrected_100_manifest_reconstructed.csv,low,"W45 CSV overwritten, inferred from task SR"
cream_cheese,1,9,9,official_corrected_reconstructed,,,,,,,,0,True,eager,official_pil_lanczos,True,True,explicit state_id column; some success values inferred from task SR,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_official_corrected_100_manifest_reconstructed.csv,low,"W45 CSV overwritten, inferred from task SR"
salad_dressing,2,0,0,official_corrected_reconstructed,,,,,,,,0,True,eager,official_pil_lanczos,True,True,explicit state_id column; some success values inferred from task SR,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_official_corrected_100_manifest_reconstructed.csv,low,"W45 CSV overwritten, inferred from task SR"
salad_dressing,2,1,1,official_corrected_reconstructed,,,,,,,,0,True,eager,official_pil_lanczos,True,True,explicit state_id column; some success values inferred from task SR,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_official_corrected_100_manifest_reconstructed.csv,low,"W45 CSV overwritten, inferred from task SR"
salad_dressing,2,2,2,official_corrected_reconstructed,,,,,,,,0,True,eager,official_pil_lanczos,True,True,explicit state_id column; some success values inferred from task SR,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_official_corrected_100_manifest_reconstructed.csv,low,"W45 CSV overwritten, inferred from task SR"
salad_dressing,2,3,3,official_corrected_reconstructed,,,,,,,,0,True,eager,official_pil_lanczos,True,True,explicit state_id column; some success values inferred from task SR,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_official_corrected_100_manifest_reconstructed.csv,low,"W45 CSV overwritten, inferred from task SR"
salad_dressing,2,4,4,official_corrected_reconstructed,,,,,,,,0,True,eager,official_pil_lanczos,True,True,explicit state_id column; some success values inferred from task SR,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_official_corrected_100_manifest_reconstructed.csv,low,"W45 CSV overwritten, inferred from task SR"
salad_dressing,2,5,5,official_corrected_reconstructed,,,,,,,,0,True,eager,official_pil_lanczos,True,True,explicit state_id column; some success values inferred from task SR,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_official_corrected_100_manifest_reconstructed.csv,low,"W45 CSV overwritten, inferred from task SR"
salad_dressing,2,6,6,official_corrected_reconstructed,,,,,,,,0,True,eager,official_pil_lanczos,True,True,explicit state_id column; some success values inferred from task SR,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_official_corrected_100_manifest_reconstructed.csv,low,"W45 CSV overwritten, inferred from task SR"
salad_dressing,2,7,7,official_corrected_reconstructed,,,,,,,,0,True,eager,official_pil_lanczos,True,True,explicit state_id column; some success values inferred from task SR,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_official_corrected_100_manifest_reconstructed.csv,low,"W45 CSV overwritten, inferred from task SR"
salad_dressing,2,8,8,official_corrected_reconstructed,,,,,,,,0,True,eager,official_pil_lanczos,True,True,explicit state_id column; some success values inferred from task SR,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_official_corrected_100_manifest_reconstructed.csv,low,"W45 CSV overwritten, inferred from task SR"
salad_dressing,2,9,9,official_corrected_reconstructed,,,,,,,,0,True,eager,official_pil_lanczos,True,True,explicit state_id column; some success values inferred from task SR,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_official_corrected_100_manifest_reconstructed.csv,low,"W45 CSV overwritten, inferred from task SR"
bbq_sauce,3,0,0,official_corrected_reconstructed,,,,,,,,0,True,eager,official_pil_lanczos,True,True,explicit state_id column; some success values inferred from task SR,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_official_corrected_100_manifest_reconstructed.csv,low,"W45 CSV overwritten, inferred from task SR"
bbq_sauce,3,1,1,official_corrected_reconstructed,,,,,,,,0,True,eager,official_pil_lanczos,True,True,explicit state_id column; some success values inferred from task SR,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_official_corrected_100_manifest_reconstructed.csv,low,"W45 CSV overwritten, inferred from task SR"
bbq_sauce,3,2,2,official_corrected_reconstructed,,,,,,,,0,True,eager,official_pil_lanczos,True,True,explicit state_id column; some success values inferred from task SR,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_official_corrected_100_manifest_reconstructed.csv,low,"W45 CSV overwritten, inferred from task SR"
bbq_sauce,3,3,3,official_corrected_reconstructed,,,,,,,,0,True,eager,official_pil_lanczos,True,True,explicit state_id column; some success values inferred from task SR,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_official_corrected_100_manifest_reconstructed.csv,low,"W45 CSV overwritten, inferred from task SR"
bbq_sauce,3,4,4,official_corrected_reconstructed,,,,,,,,0,True,eager,official_pil_lanczos,True,True,explicit state_id column; some success values inferred from task SR,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_official_corrected_100_manifest_reconstructed.csv,low,"W45 CSV overwritten, inferred from task SR"
bbq_sauce,3,5,5,official_corrected_reconstructed,,,,,,,,0,True,eager,official_pil_lanczos,True,True,explicit state_id column; some success values inferred from task SR,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_official_corrected_100_manifest_reconstructed.csv,low,"W45 CSV overwritten, inferred from task SR"
