episode_path,suite,condition,tier,step_core_complete,features_25d_columns_complete,features_25d_finite_all_rows,detector_fields_complete,sim_state_complete,visual_frames_npz,raw_video_available,privileged_valid,teacher_abstain,same_schema_commit_6379397
/data/liuyu/outputs/l12_timing_panel_v2_resume_r1/cream_cheese_s1_shadow_attempt1,,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/l12_timing_panel_v2_resume_r1/ketchup_s34_shadow_attempt1,,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/l12_timing_panel_v2_resume_r1/salad_dressing_s32_shadow_attempt1,,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/repro_black_bowl_strict_guard_20260511/zero_margin_guard_strict_state7_seed1,libero_spatial,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/repro_black_bowl_strict_guard_20260511/clean_guard_strict_state7_seed1,libero_spatial,CLEAN,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/repro_black_bowl_strict_guard_20260511/zero_margin_guard_strict_state7_seed3,libero_spatial,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/repro_black_bowl_strict_guard_20260511/clean_guard_strict_state7_seed2,libero_spatial,CLEAN,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/repro_black_bowl_strict_guard_20260511/oracle_guard_strict_state7_seed2,libero_spatial,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/repro_black_bowl_strict_guard_20260511/vis_guard_strict_state7_seed5,libero_spatial,NON_CLEAN_OR_ATTACK,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/repro_black_bowl_strict_guard_20260511/vis_guard_strict_state7_seed2,libero_spatial,NON_CLEAN_OR_ATTACK,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/repro_black_bowl_strict_guard_20260511/diag_oracle_guard_strict_state7_seed1,libero_spatial,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/repro_black_bowl_strict_guard_20260511/vis_guard_strict_state7_seed4,libero_spatial,NON_CLEAN_OR_ATTACK,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/repro_black_bowl_strict_guard_20260511/zero_margin_guard_strict_state7_seed4,libero_spatial,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/repro_black_bowl_strict_guard_20260511/zero_margin_guard_strict_state7_seed2,libero_spatial,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/repro_black_bowl_strict_guard_20260511/zero_margin_guard_strict_state7_seed1_rerun01,libero_spatial,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/repro_black_bowl_strict_guard_20260511/oracle_guard_strict_state7_seed1,libero_spatial,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/repro_black_bowl_strict_guard_20260511/vis_guard_strict_state7_seed3,libero_spatial,NON_CLEAN_OR_ATTACK,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/repro_black_bowl_strict_guard_20260511/vis_guard_strict_state7_seed1,libero_spatial,NON_CLEAN_OR_ATTACK,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/repro_black_bowl_strict_guard_20260511/oracle_guard_strict_state7_seed1_rerun01,libero_spatial,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/repro_black_bowl_strict_guard_20260511/zero_margin_guard_strict_state7_seed3_rerun01,libero_spatial,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/repro_black_bowl_strict_guard_20260511/zero_margin_guard_strict_state7_seed5,libero_spatial,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/libero_l1b_clean_only_20260521_gpu014526/runs/l1b_object_pick_up_the_ketchup_and_place_it_in_the_basket_state0_seed1_clean,,CLEAN,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/libero_l1b_clean_only_20260521_gpu014526/runs/l1b_goal_put_the_wine_bottle_on_the_rack_state0_seed1_clean,libero_goal,CLEAN,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/libero_l1b_clean_only_20260521_gpu014526/runs/l1b_goal_put_the_wine_bottle_on_top_of_the_cabinet_state0_seed1_clean,libero_goal,CLEAN,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/libero_l1b_clean_only_20260521_gpu014526/runs/l1b_goal_put_the_bowl_on_top_of_the_cabinet_state0_seed1_clean,libero_goal,CLEAN,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/libero_l1b_clean_only_20260521_gpu014526/runs/l1b_goal_put_the_cream_cheese_in_the_bowl_state0_seed1_clean,libero_goal,CLEAN,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/libero_l1b_clean_only_20260521_gpu014526/runs/l1b_object_pick_up_the_bbq_sauce_and_place_it_in_the_basket_state0_seed1_clean,,CLEAN,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/libero_l1b_clean_only_20260521_gpu014526/runs/l1b_goal_put_the_bowl_on_the_plate_state0_seed1_clean,libero_goal,CLEAN,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/libero_l1b_clean_only_20260521_gpu014526/runs/l1b_libero10_kitchen_scene6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it_state0_seed1_clean,libero_10,CLEAN,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/libero_l1b_clean_only_20260521_gpu014526/runs/l1b_goal_put_the_bowl_on_the_stove_state0_seed1_clean,libero_goal,CLEAN,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/d4_3b_panel_f2051d9_r1/milk_s18_reference_attempt1,,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/d4_3b_panel_f2051d9_r1/chocolate_pudding_s7_reference_attempt1,,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/d4_3b_panel_f2051d9_r1/orange_juice_s15_reference_attempt1,,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/d4_3b_panel_f2051d9_r1/butter_s31_reference_attempt1,,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/d4_3b_panel_f2051d9_r1/cream_cheese_s17_reference_attempt1,,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/d4_3b_panel_f2051d9_r1/alphabet_soup_s34_reference_attempt1,,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/d4_3b_panel_f2051d9_r1/ketchup_s8_shadow_attempt1,,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/d4_3b_panel_f2051d9_r1/milk_s18_shadow_attempt1,,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/d4_3b_panel_f2051d9_r1/bbq_sauce_s31_shadow_attempt1,,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/d4_3b_panel_f2051d9_r1/orange_juice_s15_shadow_attempt1,,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/d4_3b_panel_f2051d9_r1/salad_dressing_s9_reference_attempt1,,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/d4_3b_panel_f2051d9_r1/alphabet_soup_s34_shadow_attempt1,,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/d4_3b_panel_f2051d9_r1/chocolate_pudding_s7_shadow_attempt1,,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/d4_3b_panel_f2051d9_r1/ketchup_s8_reference_attempt1,,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/d4_3b_panel_f2051d9_r1/cream_cheese_s17_shadow_attempt1,,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/d4_34_privileged_replay/salad_dressing_s19_shadow_attempt1,,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/d4_34_privileged_replay/bbq_sauce_s48_shadow_attempt1,,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/d4_34_privileged_replay/cream_cheese_s12_shadow_attempt1,,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/d4_34_privileged_replay/milk_s0_shadow_attempt1,,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/d4_34_privileged_replay/butter_s31_shadow_attempt1,,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/d4_34_privileged_replay/tomato_sauce_s8_shadow_attempt1,,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/d4_34_privileged_replay/tomato_sauce_s6_shadow_attempt1,,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/d4_34_privileged_replay/salad_dressing_s9_shadow_attempt1,,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/d4_34_privileged_replay/ketchup_s8_shadow_attempt1,,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/d4_34_privileged_replay/milk_s18_shadow_attempt1,,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/d4_34_privileged_replay/ketchup_s16_shadow_attempt1,,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/d4_34_privileged_replay/bbq_sauce_s31_shadow_attempt1,,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/d4_34_privileged_replay/butter_s9_shadow_attempt1,,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/d4_34_privileged_replay/orange_juice_s15_shadow_attempt1,,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/d4_34_privileged_replay/salad_dressing_s18_shadow_attempt1,,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/d4_34_privileged_replay/alphabet_soup_s34_shadow_attempt1,,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/d4_34_privileged_replay/tomato_sauce_s5_shadow_attempt1,,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/d4_34_privileged_replay/cream_cheese_s30_shadow_attempt1,,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/d4_34_privileged_replay/chocolate_pudding_s7_shadow_attempt1,,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/d4_34_privileged_replay/bbq_sauce_s2_shadow_attempt1,,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/d4_34_privileged_replay/alphabet_soup_s7_shadow_attempt1,,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/d4_34_privileged_replay/butter_s49_shadow_attempt1,,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/d4_34_privileged_replay/salad_dressing_s12_shadow_attempt1,,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/d4_34_privileged_replay/tomato_sauce_s16_shadow_attempt1,,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/d4_34_privileged_replay/orange_juice_s17_shadow_attempt1,,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/d4_34_privileged_replay/milk_s23_shadow_attempt1,,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/d4_34_privileged_replay/bbq_sauce_s36_shadow_attempt1,,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/d4_34_privileged_replay/chocolate_pudding_s15_shadow_attempt1,,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/d4_34_privileged_replay/ketchup_s29_shadow_attempt1,,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/d4_34_privileged_replay/orange_juice_s48_shadow_attempt1,,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/d4_34_privileged_replay/chocolate_pudding_s27_shadow_attempt1,,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/d4_34_privileged_replay/milk_s1_shadow_attempt1,,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/d4_34_privileged_replay/cream_cheese_s17_shadow_attempt1,,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/d4_34_privileged_replay/alphabet_soup_s11_shadow_attempt1,,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/d4_sidecar_smoke_off_v2/salad_dressing_s19_shadow_attempt1,,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/d4_sidecar_smoke_off_v2/milk_s23_shadow_attempt1,,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/bowl_plate_targeted_vis_states123_parallel_static_20260522/runs/bowl_plate_state2_VIS_gripper_open_region_ce,libero_goal,NON_CLEAN_OR_ATTACK,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/bowl_plate_targeted_vis_states123_parallel_static_20260522/runs/bowl_plate_state1_VIS_current,libero_goal,NON_CLEAN_OR_ATTACK,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/bowl_plate_targeted_vis_states123_parallel_static_20260522/runs/bowl_plate_state3_best_VIS_gripper_targeted_stronger,libero_goal,NON_CLEAN_OR_ATTACK,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/bowl_plate_targeted_vis_states123_parallel_static_20260522/runs/bowl_plate_state1_random_same_budget,libero_goal,NON_CLEAN_OR_ATTACK,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/bowl_plate_targeted_vis_states123_parallel_static_20260522/runs/bowl_plate_state2_random_same_budget,libero_goal,NON_CLEAN_OR_ATTACK,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/bowl_plate_targeted_vis_states123_parallel_static_20260522/runs/bowl_plate_state1_clean_repeat,libero_goal,CLEAN,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/bowl_plate_targeted_vis_states123_parallel_static_20260522/runs/bowl_plate_state3_VIS_current,libero_goal,NON_CLEAN_OR_ATTACK,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/bowl_plate_targeted_vis_states123_parallel_static_20260522/runs/bowl_plate_state2_best_VIS_gripper_targeted_stronger,libero_goal,NON_CLEAN_OR_ATTACK,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/bowl_plate_targeted_vis_states123_parallel_static_20260522/runs/bowl_plate_state2_clean_repeat,libero_goal,CLEAN,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/bowl_plate_targeted_vis_states123_parallel_static_20260522/runs/bowl_plate_state1_best_VIS_gripper_targeted_stronger,libero_goal,NON_CLEAN_OR_ATTACK,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/bowl_plate_targeted_vis_states123_parallel_static_20260522/runs/bowl_plate_state3_clean_repeat,libero_goal,CLEAN,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/bowl_plate_targeted_vis_states123_parallel_static_20260522/runs/bowl_plate_state1_VIS_gripper_open_region_ce,libero_goal,NON_CLEAN_OR_ATTACK,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/bowl_plate_targeted_vis_states123_parallel_static_20260522/runs/bowl_plate_state3_VIS_gripper_open_region_ce,libero_goal,NON_CLEAN_OR_ATTACK,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/bowl_plate_targeted_vis_states123_parallel_static_20260522/runs/bowl_plate_state1_command_open_0.75_reference,libero_goal,NON_CLEAN_OR_ATTACK,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/bowl_plate_targeted_vis_states123_parallel_static_20260522/runs/bowl_plate_state2_VIS_current,libero_goal,NON_CLEAN_OR_ATTACK,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/bowl_plate_targeted_vis_states123_parallel_static_20260522/runs/bowl_plate_state3_random_same_budget,libero_goal,NON_CLEAN_OR_ATTACK,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/bowl_plate_targeted_vis_states123_parallel_static_20260522/runs/bowl_plate_state2_command_open_0.75_reference,libero_goal,NON_CLEAN_OR_ATTACK,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/bowl_plate_targeted_vis_states123_parallel_static_20260522/runs/bowl_plate_state3_command_open_0.75_reference,libero_goal,NON_CLEAN_OR_ATTACK,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/milestone_3a_crosssuite_proprio_shadow_20260531/runs/libero_goal/cs_goal_t9_put_the_wine_bottle_on_the_rack_s0,libero_goal,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/milestone_3a_crosssuite_proprio_shadow_20260531/runs/libero_goal/cs_goal_t8_put_the_bowl_on_the_plate_s0,libero_goal,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/milestone_3a_crosssuite_proprio_shadow_20260531/runs/libero_goal/cs_goal_t9_put_the_wine_bottle_on_the_rack_s1,libero_goal,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/milestone_3a_crosssuite_proprio_shadow_20260531/runs/libero_goal/cs_goal_t4_put_the_bowl_on_top_of_the_cabinet_s1,libero_goal,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/milestone_3a_crosssuite_proprio_shadow_20260531/runs/libero_goal/cs_goal_t2_put_the_wine_bottle_on_top_of_the_cabinet_s0,libero_goal,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/milestone_3a_crosssuite_proprio_shadow_20260531/runs/libero_goal/cs_goal_t1_put_the_bowl_on_the_stove_s1,libero_goal,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/milestone_3a_crosssuite_proprio_shadow_20260531/runs/libero_goal/cs_goal_t6_put_the_cream_cheese_in_the_bowl_s1,libero_goal,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/milestone_3a_crosssuite_proprio_shadow_20260531/runs/libero_goal/cs_goal_t1_put_the_bowl_on_the_stove_s0,libero_goal,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/milestone_3a_crosssuite_proprio_shadow_20260531/runs/libero_goal/cs_goal_t6_put_the_cream_cheese_in_the_bowl_s0,libero_goal,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/milestone_3a_crosssuite_proprio_shadow_20260531/runs/libero_goal/cs_goal_t4_put_the_bowl_on_top_of_the_cabinet_s0,libero_goal,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/milestone_3a_crosssuite_proprio_shadow_20260531/runs/libero_goal/cs_goal_t8_put_the_bowl_on_the_plate_s1,libero_goal,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/milestone_3a_crosssuite_proprio_shadow_20260531/runs/libero_goal/cs_goal_t2_put_the_wine_bottle_on_top_of_the_cabinet_s1,libero_goal,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/milestone_3a_crosssuite_proprio_shadow_20260531/runs/libero_spatial/cs_spatial_t6_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate_s1,libero_spatial,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/milestone_3a_crosssuite_proprio_shadow_20260531/runs/libero_spatial/cs_spatial_t8_black_bowl_next_to_the_plate_and_place_it_on_the_plate_s1,libero_spatial,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/milestone_3a_crosssuite_proprio_shadow_20260531/runs/libero_spatial/cs_spatial_t4_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_s0,libero_spatial,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/milestone_3a_crosssuite_proprio_shadow_20260531/runs/libero_spatial/cs_spatial_t4_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_s1,libero_spatial,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/milestone_3a_crosssuite_proprio_shadow_20260531/runs/libero_spatial/cs_spatial_t6_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate_s0,libero_spatial,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/milestone_3a_crosssuite_proprio_shadow_20260531/runs/libero_spatial/cs_spatial_t3_black_bowl_on_the_cookie_box_and_place_it_on_the_plate_s1,libero_spatial,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
/data/liuyu/outputs/milestone_3a_crosssuite_proprio_shadow_20260531/runs/libero_spatial/cs_spatial_t2_black_bowl_from_table_center_and_place_it_on_the_plate_s1,libero_spatial,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,False,False,False
